Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
-588.6782	-1.669968	-588.6807	-3.949069	-588.6717	-2.370301	-588.6761	-1.533959	-588.6764	-2.253538	-588.7205	-2.472551	-588.6565	-2.352713	-588.7292	-3.164392
-587.6796	-1.662977	-587.686	-3.929309	-587.6891	-2.358348	-587.6855	-1.523424	-587.6968	-2.240484	-587.7143	-2.45737	-587.6529	-2.336741	-587.7469	-3.149205
-586.6767	-1.65599	-586.6663	-3.909738	-586.6685	-2.347167	-586.6887	-1.513173	-586.6857	-2.226427	-586.7194	-2.441487	-586.6638	-2.320575	-586.7625	-3.132031
-585.7108	-1.649294	-585.66	-3.890923	-585.6703	-2.336766	-585.703	-1.503466	-585.7009	-2.214593	-585.7238	-2.426717	-585.668	-2.305006	-585.7773	-3.116951
-584.707	-1.641137	-584.6634	-3.870956	-584.6479	-2.325314	-584.7112	-1.492719	-584.7134	-2.201556	-584.7067	-2.411429	-584.6823	-2.28905	-584.7814	-3.102414
-583.7272	-1.633179	-583.6669	-3.851752	-583.6326	-2.313541	-583.7061	-1.482665	-583.7201	-2.187336	-583.7004	-2.3967	-583.7085	-2.273486	-583.801	-3.085816
-582.7355	-1.62477	-582.6597	-3.833028	-582.6456	-2.302224	-582.7216	-1.473884	-582.7323	-2.174691	-582.6885	-2.383229	-582.7217	-2.257897	-582.8109	-3.071114
-581.7193	-1.615764	-581.6863	-3.814228	-581.6659	-2.290225	-581.7327	-1.463587	-581.73	-2.161091	-581.6961	-2.368213	-581.7419	-2.242637	-581.8062	-3.054952
-580.7059	-1.607253	-580.6757	-3.795818	-580.6699	-2.278375	-580.7065	-1.453467	-580.7133	-2.147867	-580.6935	-2.353259	-580.7446	-2.227003	-580.7786	-3.037192
-579.6655	-1.600036	-579.669	-3.776891	-579.6736	-2.266953	-579.6929	-1.443333	-579.6965	-2.135048	-579.692	-2.338341	-579.7303	-2.210454	-579.7457	-3.021221
-578.6801	-1.594375	-578.6737	-3.758238	-578.6675	-2.255561	-578.6876	-1.433612	-578.6859	-2.121699	-578.6871	-2.323906	-578.7151	-2.195191	-578.733	-3.004788
-577.6888	-1.589554	-577.6625	-3.740389	-577.6649	-2.24544	-577.6768	-1.42401	-577.6817	-2.108769	-577.6875	-2.309326	-577.71	-2.179147	-577.73	-2.988366
-576.7002	-1.584895	-576.6747	-3.722044	-576.688	-2.234833	-576.6804	-1.413597	-576.691	-2.096092	-576.687	-2.294034	-576.7112	-2.162802	-576.7528	-2.971878
-575.7379	-1.580055	-575.6818	-3.704679	-575.6998	-2.224075	-575.6983	-1.403657	-575.6948	-2.083902	-575.7044	-2.278923	-575.7173	-2.147608	-575.7643	-2.956892
-574.7101	-1.573812	-574.6955	-3.687523	-574.7043	-2.212267	-574.6962	-1.393088	-574.7089	-2.07058	-574.7139	-2.263866	-574.7473	-2.132192	-574.7693	-2.940865
-573.7063	-1.566518	-573.6835	-3.669485	-573.6898	-2.199699	-573.6761	-1.382426	-573.7081	-2.055958	-573.6816	-2.248456	-573.7271	-2.116466	-573.7507	-2.924589
-572.6991	-1.560107	-572.688	-3.651703	-572.6732	-2.188799	-572.6888	-1.373435	-572.7015	-2.041953	-572.6767	-2.234854	-572.729	-2.101654	-572.7427	-2.911703
-571.6871	-1.553169	-571.6855	-3.634516	-571.6735	-2.177572	-571.6908	-1.362731	-571.7001	-2.028115	-571.6676	-2.220474	-571.7098	-2.086341	-571.7413	-2.896273
-570.6822	-1.54682	-570.6608	-3.616969	-570.6846	-2.167126	-570.7037	-1.351791	-570.6941	-2.014209	-570.677	-2.205177	-570.6952	-2.06981	-570.727	-2.882041
-569.6797	-1.540696	-569.6954	-3.599546	-569.6871	-2.156425	-569.7204	-1.341512	-569.7027	-2.001312	-569.6947	-2.192292	-569.7001	-2.054525	-569.7682	-2.869478
-568.6901	-1.533579	-568.6809	-3.582709	-568.6782	-2.14511	-568.7056	-1.331039	-568.6968	-1.987844	-568.6966	-2.176626	-568.7001	-2.037904	-568.7795	-2.8525
-567.6895	-1.526707	-567.6757	-3.565025	-567.6475	-2.133078	-567.6932	-1.320262	-567.6865	-1.973803	-567.6946	-2.160956	-567.6982	-2.021303	-567.767	-2.835117
-566.7014	-1.519412	-566.6994	-3.547544	-566.6318	-2.121747	-566.6755	-1.309307	-566.6903	-1.960936	-566.6771	-2.146015	-566.6772	-2.005979	-566.7607	-2.818573
-565.6884	-1.512523	-565.6617	-3.530242	-565.6384	-2.110325	-565.6687	-1.298454	-565.6781	-1.947104	-565.6563	-2.129584	-565.6635	-1.989987	-565.7363	-2.802825
-564.6837	-1.505721	-564.6547	-3.513497	-564.6416	-2.099246	-564.6626	-1.287231	-564.6913	-1.932908	-564.6541	-2.115057	-564.6552	-1.975096	-564.7123	-2.789767
-563.6805	-1.498583	-563.6648	-3.497009	-563.6395	-2.088683	-563.6626	-1.276834	-563.705	-1.918745	-563.6555	-2.101198	-563.6564	-1.960568	-563.7312	-2.77746
-562.6896	-1.491213	-562.6767	-3.48073	-562.6453	-2.077537	-562.6873	-1.266639	-562.7058	-1.903885	-562.6688	-2.086376	-562.6851	-1.945919	-562.7378	-2.765413
-561.6827	-1.484934	-561.7154	-3.463615	-561.6476	-2.066826	-561.6992	-1.256009	-561.7053	-1.890355	-561.6995	-2.071288	-561.7033	-1.930305	-561.7248	-2.752784
-560.6918	-1.477898	-560.7443	-3.446223	-560.6722	-2.055346	-560.7194	-1.244129	-560.6683	-1.875334	-560.6942	-2.055736	-560.701	-1.913479	-560.7247	-2.738452
-559.6906	-1.471868	-559.7508	-3.429206	-559.6757	-2.044085	-559.7471	-1.233071	-559.674	-1.860871	-559.6869	-2.039965	-559.7097	-1.897916	-559.7217	-2.724731
-558.6953	-1.466176	-558.7567	-3.412108	-558.6757	-2.03278	-558.7345	-1.221555	-558.6674	-1.846557	-558.6871	-2.025099	-558.7124	-1.881371	-558.7414	-2.710258
-557.7048	-1.459177	-557.7286	-3.395152	-557.678	-2.020761	-557.7354	-1.209349	-557.6805	-1.831485	-557.6959	-2.009665	-557.7185	-1.864577	-557.7462	-2.69472
-556.7084	-1.453766	-556.7296	-3.379706	-556.6722	-2.009631	-556.7358	-1.198291	-556.7151	-1.818588	-556.7079	-1.994453	-556.7415	-1.849349	-556.7595	-2.680422
-555.7162	-1.446634	-555.7186	-3.363332	-555.6995	-1.997177	-555.7316	-1.186274	-555.7184	-1.804669	-555.7114	-1.978948	-555.7576	-1.832146	-555.7633	-2.6667
-554.7183	-1.439474	-554.6967	-3.346093	-554.702	-1.98508	-554.7296	-1.173914	-554.7247	-1.789505	-554.698	-1.961631	-554.7212	-1.815556	-554.7383	-2.65109
-553.7133	-1.432725	-553.7122	-3.329905	-553.7133	-1.974031	-553.7219	-1.162514	-553.703	-1.774578	-553.6837	-1.946282	-553.7203	-1.800142	-553.7426	-2.636371
-552.7118	-1.42474	-552.6957	-3.312826	-552.703	-1.960925	-552.7227	-1.15118	-552.6946	-1.758845	-552.6842	-1.929514	-552.7189	-1.783847	-552.7416	-2.622381
-551.7153	-1.4175	-551.7159	-3.296089	-551.7051	-1.949766	-551.7278	-1.139154	-551.672	-1.74355	-551.6949	-1.913156	-551.7032	-1.767559	-551.7627	-2.610268
-550.7162	-1.410617	-550.7266	-3.280047	-550.699	-1.938008	-550.7324	-1.128156	-550.6797	-1.729094	-550.7126	-1.89799	-550.7264	-1.751303	-550.7899	-2.601812
-549.7342	-1.402909	-549.7338	-3.264309	-549.6921	-1.924965	-549.7418	-1.116547	-549.6963	-1.712983	-549.7178	-1.881495	-549.7355	-1.734674	-549.7976	-2.592532
-548.7341	-1.396078	-548.7371	-3.247594	-548.7055	-1.91318	-548.7427	-1.103407	-548.7072	-1.697196	-548.7228	-1.865592	-548.7133	-1.717651	-548.8021	-2.583633
-547.7255	-1.390328	-547.7164	-3.231355	-547.6892	-1.900836	-547.7161	-1.090387	-547.7332	-1.681361	-547.7165	-1.848313	-547.714	-1.70127	-547.772	-2.572448
-546.7093	-1.384476	-546.7178	-3.215364	-546.7001	-1.889143	-546.6996	-1.076853	-546.7203	-1.665742	-546.7026	-1.831154	-546.708	-1.684247	-546.7592	-2.560756
-545.7008	-1.37949	-545.7057	-3.198648	-545.7028	-1.876642	-545.7054	-1.063355	-545.7428	-1.650988	-545.6882	-1.813898	-545.7069	-1.667805	-545.76	-2.54876
-544.6816	-1.374481	-544.7135	-3.182677	-544.6945	-1.864706	-544.7043	-1.050127	-544.7291	-1.63477	-544.6682	-1.796836	-544.7155	-1.651371	-544.7692	-2.535415
-543.6864	-1.369173	-543.7101	-3.165731	-543.6852	-1.852909	-543.7159	-1.036875	-543.7065	-1.618329	-543.6854	-1.780907	-543.7264	-1.635018	-543.777	-2.521318
-542.6942	-1.363515	-542.7076	-3.14866	-542.6697	-1.840294	-542.7472	-1.023037	-542.701	-1.60237	-542.6851	-1.763813	-542.7379	-1.618395	-542.7604	-2.506054
-541.6908	-1.357046	-541.7075	-3.13131	-541.6566	-1.827957	-541.705	-1.007669	-541.6633	-1.584528	-541.6801	-1.745769	-541.7203	-1.599941	-541.7632	-2.491328
-540.6942	-1.350711	-540.6932	-3.11466	-540.6546	-1.816082	-540.6917	-0.994072	-540.6819	-1.569461	-540.6943	-1.730033	-540.7184	-1.583212	-540.7378	-2.479545
-539.6826	-1.344176	-539.7119	-3.099879	-539.6697	-1.803506	-539.6974	-0.981629	-539.684	-1.554442	-539.6785	-1.713521	-539.7135	-1.566637	-539.7355	-2.467644
-538.6797	-1.33773	-538.7159	-3.084615	-538.6685	-1.790838	-538.6681	-0.968614	-538.7086	-1.537521	-538.691	-1.697197	-538.7005	-1.550169	-538.759	-2.456628
-537.6886	-1.332808	-537.7448	-3.070604	-537.6906	-1.779635	-537.7063	-0.957	-537.7313	-1.52374	-537.7275	-1.681972	-537.7114	-1.535437	-537.7477	-2.447486
-536.7123	-1.326825	-536.7548	-3.055084	-536.7108	-1.766078	-536.7269	-0.943603	-536.7122	-1.50768	-536.728	-1.663686	-536.6994	-1.51859	-536.7704	-2.434466
-535.7253	-1.321136	-535.752	-3.039016	-535.7172	-1.7527	-535.7179	-0.929343	-535.7485	-1.491615	-535.7377	-1.64572	-535.715	-1.501476	-535.7701	-2.422504
-534.7314	-1.315279	-534.7619	-3.023131	-534.7484	-1.740364	-534.7346	-0.916006	-534.739	-1.476215	-534.7379	-1.628489	-534.7346	-1.485244	-534.7744	-2.412072
-533.7272	-1.309112	-533.7344	-3.006171	-533.7391	-1.726874	-533.7358	-0.902517	-533.7512	-1.458927	-533.7341	-1.611229	-533.7236	-1.468234	-533.7822	-2.398844
-532.7181	-1.303197	-532.7338	-2.989965	-532.7278	-1.714498	-532.7484	-0.88932	-532.7716	-1.443074	-532.7291	-1.595009	-532.7562	-1.451751	-532.7695	-2.38693
-531.7161	-1.29708	-531.7436	-2.972908	-531.7338	-1.701412	-531.752	-0.876218	-531.7351	-1.425532	-531.7267	-1.578137	-531.7382	-1.434503	-531.7598	-2.375363
-530.7211	-1.290453	-530.7363	-2.955726	-530.7225	-1.687581	-530.7692	-0.86243	-530.7311	-1.408781	-530.7357	-1.561075	-530.7381	-1.417769	-530.7649	-2.36213
-529.7319	-1.283539	-529.7397	-2.938602	-529.7328	-1.674146	-529.7654	-0.848671	-529.7275	-1.392011	-529.7231	-1.54289	-529.743	-1.400528	-529.7648	-2.349318
-528.738	-1.276091	-528.7339	-2.921608	-528.7283	-1.659551	-528.7301	-0.832982	-528.7181	-1.373509	-528.7167	-1.523728	-528.7169	-1.382694	-528.7685	-2.336228
-527.7326	-1.26912	-527.7339	-2.905445	-527.7261	-1.64655	-527.72	-0.818763	-527.7352	-1.357801	-527.7163	-1.505928	-527.7145	-1.366217	-527.7758	-2.324789
-526.7169	-1.263102	-526.7306	-2.88933	-526.7145	-1.632409	-526.6994	-0.804376	-526.7401	-1.340884	-526.7112	-1.488387	-526.6976	-1.348756	-526.7866	-2.313199
-525.71	-1.256473	-525.7206	-2.873205	-525.7039	-1.617686	-525.6961	-0.789116	-525.7343	-1.323724	-525.6849	-1.470624	-525.6837	-1.331926	-525.7751	-2.30236
-524.7024	-1.251207	-524.7367	-2.857478	-524.7065	-1.605312	-524.7136	-0.777076	-524.7354	-1.308501	-524.7058	-1.454646	-524.675	-1.317446	-524.7719	-2.292812
-523.7049	-1.24465	-523.7239	-2.840378	-523.7018	-1.591435	-523.7281	-0.762582	-523.7407	-1.291238	-523.697	-1.437495	-523.6841	-1.301756	-523.778	-2.281197
-522.7082	-1.238428	-522.7014	-2.822852	-522.6952	-1.577439	-522.7202	-0.747986	-522.7261	-1.273572	-522.6967	-1.419074	-522.6781	-1.285496	-522.7462	-2.269069
-521.7104	-1.232548	-521.7114	-2.805655	-521.6937	-1.564728	-521.7192	-0.733606	-521.7202	-1.25769	-521.7115	-1.402906	-521.7071	-1.269814	-521.7631	-2.259193
-520.7091	-1.225383	-520.7115	-2.787551	-520.6987	-1.550586	-520.7218	-0.718319	-520.7111	-1.239768	-520.6877	-1.384925	-520.7308	-1.253129	-520.7646	-2.247349
-519.7148	-1.218976	-519.6994	-2.769744	-519.6804	-1.537231	-519.7068	-0.703455	-519.6879	-1.222163	-519.6901	-1.367158	-519.7263	-1.236427	-519.7634	-2.234102
-518.7235	-1.212938	-518.712	-2.753273	-518.6843	-1.524515	-518.7166	-0.689335	-518.7033	-1.205802	-518.67	-1.35008	-518.7288	-1.220948	-518.7668	-2.223379
-517.6975	-1.20672	-517.706	-2.735612	-517.6855	-1.509914	-517.7136	-0.675003	-517.695	-1.188243	-517.6687	-1.331757	-517.7103	-1.203163	-517.7473	-2.209692
-516.6996	-1.201457	-516.6896	-2.7184	-516.6721	-1.495625	-516.6921	-0.660758	-516.7083	-1.171405	-516.673	-1.314479	-516.6945	-1.185076	-516.7122	-2.198
-515.6686	-1.195878	-515.6768	-2.701728	-515.6576	-1.480374	-515.6962	-0.647032	-515.7222	-1.153544	-515.6549	-1.296741	-515.6672	-1.167868	-515.6912	-2.188229
-514.6379	-1.189829	-514.662	-2.68568	-514.6583	-1.466311	-514.6838	-0.633677	-514.7106	-1.136611	-514.6469	-1.280275	-514.6659	-1.151238	-514.6785	-2.177489
-513.6537	-1.183909	-513.6592	-2.670223	-513.6511	-1.452931	-513.6654	-0.620351	-513.7122	-1.120771	-513.6514	-1.263454	-513.6733	-1.137261	-513.6661	-2.169118
-512.632	-1.177546	-512.6569	-2.654169	-512.642	-1.438573	-512.6661	-0.606206	-512.6821	-1.104984	-512.6465	-1.24595	-512.6676	-1.122497	-512.6705	-2.159604
-511.6488	-1.172024	-511.6857	-2.638168	-511.6697	-1.425445	-511.683	-0.592691	-511.6884	-1.090924	-511.6596	-1.2307	-511.6822	-1.108738	-511.6704	-2.151803
-510.6572	-1.165814	-510.6981	-2.61983	-510.6684	-1.411092	-510.6913	-0.578062	-510.6951	-1.075485	-510.6762	-1.213974	-510.6802	-1.094562	-510.6785	-2.142444
-509.6368	-1.159288	-509.6743	-2.600986	-509.6464	-1.396812	-509.6958	-0.563137	-509.6835	-1.057597	-509.6601	-1.196919	-509.6539	-1.078335	-509.6982	-2.131656
-508.6635	-1.153602	-508.6711	-2.58352	-508.6608	-1.384314	-508.7055	-0.550379	-508.7022	-1.041344	-508.675	-1.181768	-508.6672	-1.06502	-508.7215	-2.122709
-507.6771	-1.146614	-507.6833	-2.565553	-507.6632	-1.369929	-507.6938	-0.536652	-507.701	-1.024696	-507.6786	-1.165231	-507.6656	-1.049621	-507.7331	-2.11389
-506.6927	-1.139349	-506.676	-2.547518	-506.6508	-1.356052	-506.6975	-0.523732	-506.6937	-1.007362	-506.6582	-1.149758	-506.679	-1.033511	-506.7496	-2.105693
-505.7234	-1.132686	-505.7069	-2.530998	-505.6806	-1.343579	-505.7157	-0.512504	-505.7112	-0.993211	-505.6884	-1.134695	-505.7144	-1.019873	-505.7531	-2.098498
-504.7133	-1.125128	-504.7173	-2.513054	-504.6849	-1.328723	-504.7234	-0.498977	-504.72	-0.976998	-504.6942	-1.118189	-504.716	-1.004303	-504.7625	-2.088494
-503.7014	-1.118399	-503.6891	-2.494846	-503.6757	-1.314474	-503.7204	-0.486038	-503.7014	-0.96056	-503.6838	-1.100855	-503.7271	-0.988375	-503.7733	-2.077586
-502.6954	-1.112614	-502.6955	-2.477461	-502.6741	-1.299646	-502.7281	-0.471309	-502.7043	-0.9456	-502.6971	-1.08321	-502.7357	-0.973762	-502.7694	-2.067437
-501.694	-1.107529	-501.6933	-2.459708	-501.6693	-1.283913	-501.7213	-0.45663	-501.6864	-0.928985	-501.6757	-1.065851	-501.7242	-0.957917	-501.7744	-2.059675
-500.7129	-1.103106	-500.7076	-2.442355	-500.6728	-1.270204	-500.7147	-0.443416	-500.6717	-0.913208	-500.6667	-1.049584	-500.731	-0.943208	-500.7776	-2.053732
-499.7262	-1.099198	-499.7136	-2.425349	-499.6951	-1.256173	-499.7385	-0.430212	-499.6904	-0.897694	-499.6974	-1.034006	-499.7373	-0.929848	-499.7783	-2.046573
-498.7334	-1.095625	-498.737	-2.40834	-498.7285	-1.242643	-498.7447	-0.4178	-498.7005	-0.882509	-498.7019	-1.018538	-498.7292	-0.915856	-498.7706	-2.040433
-497.7272	-1.091388	-497.7437	-2.390406	-497.7429	-1.227941	-497.7534	-0.405158	-497.7177	-0.867706	-497.7201	-1.003374	-497.735	-0.902015	-497.7644	-2.032839
-496.7003	-1.086375	-496.7295	-2.371652	-496.7464	-1.213005	-496.7408	-0.391248	-496.7216	-0.850648	-496.7251	-0.986651	-496.7422	-0.886255	-496.781	-2.023684
-495.6994	-1.081656	-495.7309	-2.353864	-495.746	-1.199228	-495.7313	-0.378798	-495.7188	-0.835534	-495.6958	-0.971112	-495.7484	-0.871818	-495.7768	-2.016834
-494.703	-1.076174	-494.731	-2.335806	-494.7372	-1.184393	-494.7151	-0.367555	-494.7122	-0.819649	-494.6909	-0.955645	-494.7529	-0.857562	-494.7785	-2.008853
-493.7049	-1.070913	-493.7264	-2.317062	-493.7114	-1.169839	-493.6985	-0.354351	-493.7044	-0.802959	-493.6737	-0.938653	-493.7571	-0.841868	-493.7808	-1.999708
-492.717	-1.066762	-492.7319	-2.29899	-492.6991	-1.154868	-492.7073	-0.342514	-492.7092	-0.789594	-492.6713	-0.924332	-492.7466	-0.829046	-492.7829	-1.993305
-491.714	-1.06141	-491.7434	-2.279501	-491.6846	-1.139028	-491.7122	-0.328625	-491.7123	-0.773124	-491.6863	-0.90755	-491.7193	-0.814003	-491.7705	-1.985443
-490.6914	-1.056448	-490.7237	-2.25957	-490.6684	-1.123817	-490.6957	-0.314252	-490.7009	-0.757227	-490.6863	-0.890044	-490.7049	-0.7973	-490.7586	-1.976864
-489.6866	-1.051758	-489.7284	-2.242218	-489.6847	-1.109676	-489.7047	-0.302303	-489.7191	-0.742168	-489.6967	-0.875092	-489.6849	-0.783867	-489.7604	-1.970528
-488.6821	-1.046193	-488.7227	-2.224414	-488.6975	-1.094883	-488.7221	-0.289353	-488.7063	-0.726479	-488.687	-0.858503	-488.6739	-0.769019	-488.749	-1.962559
-487.6815	-1.041236	-487.7195	-2.206622	-487.6899	-1.080048	-487.7218	-0.277199	-487.7035	-0.712366	-487.6822	-0.843764	-487.7073	-0.754473	-487.7673	-1.95629
-486.7119	-1.035606	-486.7308	-2.189395	-486.7084	-1.065547	-486.7291	-0.266609	-486.7239	-0.698021	-486.6944	-0.830287	-486.7244	-0.742031	-486.8101	-1.950331
-485.7321	-1.029098	-485.752	-2.171158	-485.7173	-1.050739	-485.7456	-0.254814	-485.7335	-0.682417	-485.7023	-0.814649	-485.738	-0.727326	-485.8082	-1.941772
-484.725	-1.022564	-484.7617	-2.152555	-484.7225	-1.036101	-484.7385	-0.243261	-484.7624	-0.666236	-484.7195	-0.798885	-484.754	-0.712493	-484.8078	-1.935642
-483.7197	-1.015699	-483.7727	-2.134111	-483.7378	-1.02102	-483.7343	-0.23132	-483.7593	-0.65044	-483.7218	-0.782061	-483.7377	-0.697866	-483.8113	-1.927436
-482.7328	-1.009678	-482.7826	-2.115254	-482.7469	-1.006032	-482.7372	-0.219224	-482.774	-0.634971	-482.7217	-0.7654	-482.7668	-0.682926	-482.794	-1.919591
-481.7196	-1.004099	-481.7841	-2.095708	-481.7407	-0.990592	-481.743	-0.207635	-481.7794	-0.62001	-481.7304	-0.74974	-481.7836	-0.668174	-481.7866	-1.912732
-480.7258	-0.998393	-480.7892	-2.075449	-480.7263	-0.974657	-480.757	-0.195147	-480.7768	-0.605106	-480.7412	-0.733357	-480.7792	-0.653004	-480.7761	-1.902829
-479.7533	-0.992712	-479.7806	-2.056194	-479.722	-0.958919	-479.7542	-0.183617	-479.8109	-0.590223	-479.762	-0.718098	-479.8023	-0.638214	-479.776	-1.894399
-478.7379	-0.98659	-478.7705	-2.036612	-478.7215	-0.9433	-478.7766	-0.170074	-478.7975	-0.573832	-478.7611	-0.700992	-478.7683	-0.622679	-478.7709	-1.886024
-477.7309	-0.979375	-477.7526	-2.015877	-477.7295	-0.925508	-477.7496	-0.155366	-477.7555	-0.556092	-477.741	-0.681822	-477.7485	-0.604754	-477.7664	-1.87937
-476.737	-0.97279	-476.7385	-1.997604	-476.7263	-0.909422	-476.7477	-0.143275	-476.7377	-0.540203	-476.7392	-0.665295	-476.7514	-0.589569	-476.7668	-1.874438
-475.7266	-0.966125	-475.7408	-1.979531	-475.7336	-0.894126	-475.7527	-0.129803	-475.7152	-0.522509	-475.7386	-0.648326	-475.7578	-0.573716	-475.7637	-1.869148
-474.7219	-0.959622	-474.739	-1.961366	-474.7273	-0.878034	-474.7525	-0.116127	-474.7139	-0.506027	-474.7526	-0.631157	-474.7528	-0.557344	-474.7674	-1.864411
-473.747	-0.954594	-473.733	-1.944407	-473.7281	-0.863688	-473.7953	-0.104404	-473.746	-0.491717	-473.7682	-0.617057	-473.7834	-0.544256	-473.7954	-1.857859
-472.7508	-0.948727	-472.7524	-1.92605	-472.7295	-0.848068	-472.7849	-0.090478	-472.75	-0.474791	-472.7537	-0.600166	-472.7775	-0.527474	-472.7905	-1.850997
-471.7439	-0.943158	-471.7637	-1.905959	-471.7138	-0.831631	-471.7829	-0.077271	-471.7318	-0.457306	-471.7354	-0.581821	-471.7496	-0.510473	-471.786	-1.843614
-470.7352	-0.938398	-470.7756	-1.886198	-470.6982	-0.814704	-470.7502	-0.064646	-470.7477	-0.440613	-470.7199	-0.565212	-470.7627	-0.494378	-470.7808	-1.835612
-469.7058	-0.932665	-469.7861	-1.86613	-469.689	-0.797433	-469.7111	-0.050223	-469.7477	-0.42295	-469.7216	-0.546033	-469.727	-0.476459	-469.778	-1.82811
-468.7192	-0.928932	-468.7839	-1.846403	-468.6836	-0.780029	-468.7065	-0.036342	-468.7458	-0.406179	-468.719	-0.52703	-468.7379	-0.459684	-468.7941	-1.821032
-467.7088	-0.924729	-467.7675	-1.826256	-467.6939	-0.761854	-467.7053	-0.021404	-467.7583	-0.389335	-467.7078	-0.509608	-467.7323	-0.44208	-467.7933	-1.814433
-466.6943	-0.920651	-466.7462	-1.806447	-466.696	-0.743879	-466.7241	-0.007559	-466.7201	-0.370833	-466.7133	-0.490023	-466.7179	-0.423433	-466.7892	-1.807662
-465.7079	-0.917158	-465.7109	-1.785946	-465.6973	-0.725399	-465.7255	0.006848	-465.7127	-0.351931	-465.7071	-0.470698	-465.7218	-0.404761	-465.7817	-1.801266
-464.6817	-0.912257	-464.679	-1.765134	-464.6973	-0.705254	-464.7146	0.022617	-464.7022	-0.330972	-464.6793	-0.449819	-464.6915	-0.383047	-464.7739	-1.793974
-463.6641	-0.908394	-463.6634	-1.745714	-463.6801	-0.686315	-463.6918	0.036737	-463.6911	-0.312129	-463.6821	-0.429932	-463.6875	-0.365122	-463.7776	-1.789714
-462.6808	-0.903715	-462.6761	-1.726376	-462.7012	-0.666555	-462.6803	0.051833	-462.6893	-0.293125	-462.6814	-0.411161	-462.6948	-0.346951	-462.7675	-1.785139
-461.6636	-0.898533	-461.6993	-1.706595	-461.6889	-0.645894	-461.6712	0.066927	-461.6808	-0.272383	-461.6692	-0.390567	-461.7062	-0.327083	-461.75	-1.779728
