Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
-516.9022	-2.338748	-516.8628	-2.163557	-516.8654	-2.365695	-516.9283	-2.057334	-516.9166	-2.440001	-516.8983	-1.370627	-516.8881	-1.236873	-516.9125	-1.410824
-515.8864	-2.328373	-515.8527	-2.157021	-515.8495	-2.356204	-515.9108	-2.048642	-515.9002	-2.431038	-515.8828	-1.365807	-515.8514	-1.228398	-515.8883	-1.40084
-514.8707	-2.316582	-514.854	-2.14867	-514.8553	-2.345588	-514.9129	-2.039843	-514.8998	-2.421254	-514.8669	-1.359745	-514.8431	-1.22137	-514.8544	-1.392843
-513.8874	-2.307209	-513.862	-2.140323	-513.8588	-2.337088	-513.918	-2.029872	-513.8949	-2.412775	-513.8634	-1.355073	-513.8281	-1.213288	-513.8429	-1.382568
-512.8797	-2.296657	-512.8568	-2.12954	-512.855	-2.326202	-512.9169	-2.021036	-512.8895	-2.403601	-512.8533	-1.348263	-512.8425	-1.205836	-512.8392	-1.376277
-511.895	-2.286077	-511.8778	-2.119717	-511.8789	-2.31617	-511.9571	-2.013332	-511.9174	-2.39405	-511.8651	-1.338807	-511.8713	-1.199178	-511.8534	-1.371299
-510.9092	-2.277815	-510.8883	-2.111255	-510.8954	-2.304858	-510.9617	-2.005504	-510.9263	-2.383605	-510.8623	-1.330147	-510.9001	-1.191318	-510.8672	-1.365587
-509.905	-2.264714	-509.887	-2.099741	-509.8974	-2.291437	-509.9426	-1.997809	-509.9195	-2.369046	-509.8755	-1.322672	-509.9018	-1.183277	-509.8903	-1.361143
-508.9358	-2.256482	-508.9112	-2.091484	-508.8954	-2.282965	-508.9429	-1.991444	-508.9003	-2.356437	-508.9014	-1.315517	-508.914	-1.177398	-508.9228	-1.355337
-507.955	-2.248984	-507.9144	-2.082764	-507.8909	-2.271626	-507.9302	-1.983425	-507.9066	-2.341714	-507.8972	-1.309039	-507.9032	-1.170311	-507.9442	-1.350518
-506.9484	-2.236886	-506.9117	-2.072281	-506.8864	-2.263926	-506.9145	-1.972708	-506.9043	-2.328063	-506.9156	-1.305131	-506.8972	-1.162804	-506.9635	-1.343169
-505.9565	-2.228809	-505.9196	-2.065258	-505.898	-2.257906	-505.9182	-1.965029	-505.9387	-2.316957	-505.9135	-1.300724	-505.9124	-1.155514	-505.9646	-1.33498
-504.9148	-2.219038	-504.9126	-2.055861	-504.9074	-2.249212	-504.9236	-1.955817	-504.9691	-2.301583	-504.9127	-1.295879	-504.9034	-1.146153	-504.9449	-1.32636
-503.8951	-2.207871	-503.8962	-2.048219	-503.8844	-2.240335	-503.9189	-1.94742	-503.9623	-2.285131	-503.9155	-1.290882	-503.9096	-1.138616	-503.9441	-1.319042
-502.8861	-2.202954	-502.8932	-2.040041	-502.8942	-2.23068	-502.9127	-1.939113	-502.9445	-2.276675	-502.9055	-1.284326	-502.8991	-1.131527	-502.9098	-1.313936
-501.8625	-2.194417	-501.8939	-2.03225	-501.9046	-2.221832	-501.9151	-1.931585	-501.9241	-2.271941	-501.8974	-1.27699	-501.8955	-1.124934	-501.9175	-1.307931
-500.881	-2.184298	-500.8842	-2.024294	-500.914	-2.212619	-500.9267	-1.924848	-500.9155	-2.268945	-500.9036	-1.271198	-500.9016	-1.118241	-500.9092	-1.300377
-499.9044	-2.174758	-499.8982	-2.014557	-499.9422	-2.204269	-499.9199	-1.916621	-499.9057	-2.271636	-499.889	-1.265837	-499.9001	-1.110896	-499.903	-1.291319
-498.9168	-2.161077	-498.9177	-2.006601	-498.9545	-2.195078	-498.9468	-1.910467	-498.9315	-2.266717	-498.875	-1.259853	-498.9186	-1.103851	-498.9308	-1.285498
-497.9274	-2.148539	-497.9201	-1.997324	-497.947	-2.183023	-497.9611	-1.899112	-497.9299	-2.257332	-497.8811	-1.253253	-497.9347	-1.096624	-497.9346	-1.280402
-496.9268	-2.140824	-496.9094	-1.98942	-496.9282	-2.17358	-496.9466	-1.889318	-496.9322	-2.246786	-496.8624	-1.244234	-496.93	-1.089489	-496.936	-1.275781
-495.9232	-2.13234	-495.9191	-1.980688	-495.9197	-2.164584	-495.9641	-1.880226	-495.9555	-2.235124	-495.8701	-1.234574	-495.9276	-1.081987	-495.9336	-1.274227
-494.9237	-2.126518	-494.908	-1.970969	-494.8842	-2.156501	-494.9625	-1.871446	-494.9612	-2.222659	-494.8904	-1.227692	-494.9493	-1.073843	-494.9425	-1.268082
-493.9046	-2.119834	-493.9046	-1.962139	-493.8776	-2.148186	-493.9535	-1.865093	-493.9483	-2.210334	-493.9042	-1.221674	-493.9331	-1.066349	-493.9114	-1.260454
-492.9022	-2.109353	-492.9319	-1.95517	-492.8818	-2.139598	-492.9258	-1.856442	-492.9651	-2.200236	-492.9344	-1.217082	-492.9329	-1.059713	-492.9121	-1.254345
-491.8856	-2.099868	-491.9345	-1.947534	-491.8903	-2.130298	-491.9001	-1.848686	-491.9499	-2.188552	-491.9376	-1.213269	-491.9442	-1.052937	-491.9208	-1.246058
-490.8657	-2.088791	-490.9495	-1.940172	-490.8914	-2.11995	-490.868	-1.839592	-490.901	-2.175804	-490.9215	-1.208109	-490.9027	-1.047191	-490.9047	-1.23735
-489.8878	-2.081216	-489.9292	-1.933428	-489.9093	-2.11378	-489.86	-1.831893	-489.9123	-2.165576	-489.9083	-1.202536	-489.9059	-1.041326	-489.9225	-1.230288
-488.8999	-2.071271	-488.9143	-1.922539	-488.897	-2.104437	-488.8683	-1.823037	-488.8892	-2.156749	-488.8954	-1.194872	-488.8926	-1.036275	-488.9279	-1.221466
-487.924	-2.061739	-487.9119	-1.91502	-487.9094	-2.095242	-487.8967	-1.813955	-487.8898	-2.148674	-487.9129	-1.189573	-487.8889	-1.030348	-487.9107	-1.214028
-486.9582	-2.054109	-486.9083	-1.907994	-486.9302	-2.086149	-486.9191	-1.805713	-486.9319	-2.142232	-486.9329	-1.182791	-486.9062	-1.02322	-486.9316	-1.208271
-485.9637	-2.043864	-485.9519	-1.897973	-485.9117	-2.075387	-485.9189	-1.797413	-485.9626	-2.133921	-485.9419	-1.176728	-485.9202	-1.016766	-485.9476	-1.203954
-484.9666	-2.036222	-484.9626	-1.890675	-484.9441	-2.06452	-484.9589	-1.79067	-484.9779	-2.12447	-484.9391	-1.172009	-484.9614	-1.008558	-484.942	-1.201041
-483.9378	-2.026549	-483.9753	-1.880595	-483.9444	-2.054974	-483.9419	-1.780867	-483.9737	-2.115458	-483.9475	-1.164043	-483.9615	-1.002602	-483.9455	-1.197476
-482.9674	-2.018031	-482.9611	-1.868869	-482.9446	-2.046626	-482.947	-1.76937	-482.9792	-2.10563	-482.9537	-1.156429	-482.9777	-0.99643	-482.9251	-1.190924
-481.9532	-2.009137	-481.9444	-1.860768	-481.9583	-2.037821	-481.96	-1.760812	-481.9635	-2.095554	-481.9529	-1.150029	-481.9676	-0.98875	-481.9284	-1.185081
-480.9455	-2.000442	-480.9374	-1.852367	-480.9457	-2.030889	-480.9332	-1.75344	-480.9751	-2.086657	-480.9509	-1.143843	-480.9524	-0.981385	-480.9344	-1.17865
-479.9682	-1.989725	-479.9315	-1.846852	-479.9188	-2.022607	-479.9381	-1.747765	-479.9923	-2.077209	-479.9506	-1.140589	-479.9454	-0.974024	-479.9655	-1.17141
-478.9326	-1.980754	-478.9495	-1.842513	-478.9408	-2.014209	-478.9321	-1.741506	-478.9843	-2.067466	-478.9539	-1.137005	-478.9445	-0.968442	-478.9834	-1.167842
-477.9143	-1.969363	-477.9275	-1.832544	-477.93	-2.003876	-477.9306	-1.73338	-477.9591	-2.055737	-477.926	-1.130602	-477.9248	-0.961833	-477.9508	-1.161099
-476.8858	-1.956316	-476.934	-1.824921	-476.9264	-1.994847	-476.9386	-1.725938	-476.9568	-2.044563	-476.9382	-1.127404	-476.9251	-0.955692	-476.9408	-1.154111
-475.877	-1.948724	-475.9407	-1.81547	-475.9404	-1.984809	-475.9573	-1.718537	-475.9461	-2.032999	-475.9232	-1.121058	-475.9348	-0.94939	-475.9048	-1.147363
-474.8832	-1.938034	-474.9221	-1.804649	-474.9221	-1.9758	-474.9526	-1.713157	-474.9457	-2.023693	-474.906	-1.116011	-474.9329	-0.942372	-474.8966	-1.140192
-473.9142	-1.93095	-473.952	-1.797895	-473.9398	-1.968374	-473.9573	-1.70529	-473.9763	-2.016902	-473.9549	-1.110828	-473.9564	-0.934958	-473.9201	-1.136097
-472.9357	-1.925928	-472.9609	-1.789861	-472.9561	-1.959301	-472.9478	-1.697155	-472.9717	-2.007518	-472.9531	-1.102694	-472.9732	-0.929411	-472.9409	-1.13054
-471.9219	-1.91678	-471.9476	-1.781599	-471.9493	-1.950918	-471.931	-1.687903	-471.9777	-1.999437	-471.9426	-1.095737	-471.9669	-0.921528	-471.9454	-1.127146
-470.8975	-1.908272	-470.9664	-1.775207	-470.9639	-1.941357	-470.9331	-1.678227	-470.977	-1.99042	-470.9526	-1.089272	-470.9665	-0.914324	-470.9469	-1.123092
-469.8854	-1.899443	-469.9645	-1.770278	-469.9588	-1.93172	-469.9051	-1.671395	-469.9722	-1.983138	-469.9316	-1.084796	-469.9512	-0.909743	-469.9437	-1.117456
-468.8672	-1.888507	-468.9526	-1.761858	-468.9492	-1.922396	-468.9087	-1.662959	-468.9624	-1.973768	-468.9345	-1.07951	-468.9168	-0.903568	-468.9491	-1.113514
-467.8734	-1.880764	-467.9594	-1.756898	-467.9691	-1.915173	-467.8936	-1.657264	-467.9698	-1.964815	-467.9471	-1.076831	-467.926	-0.898849	-467.9706	-1.106461
-466.888	-1.872019	-466.9543	-1.748333	-466.9631	-1.905731	-466.8948	-1.650761	-466.9679	-1.953479	-466.9676	-1.072754	-466.9218	-0.891681	-466.9511	-1.099712
-465.8622	-1.86247	-465.9309	-1.737854	-465.9651	-1.89846	-465.9093	-1.643254	-465.9525	-1.941129	-465.9656	-1.067596	-465.9257	-0.885295	-465.9437	-1.093966
-464.8737	-1.853669	-464.9099	-1.731	-464.9588	-1.890254	-464.8792	-1.633904	-464.9463	-1.932762	-464.9537	-1.060504	-464.9298	-0.877399	-464.9122	-1.088099
-463.8773	-1.843927	-463.9019	-1.718246	-463.9414	-1.879836	-463.891	-1.625596	-463.9274	-1.924905	-463.9328	-1.054691	-463.9402	-0.8704	-463.8959	-1.083129
-462.8755	-1.835571	-462.9052	-1.708744	-462.9228	-1.872119	-462.899	-1.617178	-462.9375	-1.917726	-462.9031	-1.04677	-462.9416	-0.864178	-462.9072	-1.076708
-461.9015	-1.827679	-461.9143	-1.701037	-461.9082	-1.864316	-461.8896	-1.607127	-461.942	-1.909855	-461.8993	-1.039933	-461.9312	-0.856253	-461.9006	-1.070195
