Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20  ciclos 1 - 1.575mM	Ciclado - 20  ciclos 1 - 1.575mM	Ciclado - 6  ciclos 2 - 1.575mM	Ciclado - 6  ciclos 2 - 1.575mM	Adsorbido 1 - 1.575mM	Adsorbido 1 - 1.575mM	Adsorbido 2 - 1.575mM	Adsorbido 2 - 1.575mM	Adsorbido 3 - 1.575mM	Adsorbido 3 - 1.575mM	Adsorbido 4 - 1.575mM	Adsorbido 4 - 1.575mM	Adsorbido 5 - 1.575mM	Adsorbido 5 - 1.575mM	Adsorbido 6 - 1.575mM	Adsorbido 6 - 1.575mM	Ru 1.575mM - Au Desnudo	Ru 1.575mM - Au Desnudo
-357.6071	-7.236698	-357.5644	-19.37842	-357.6115	-17.18858	-357.5905	-15.35619	-357.5834	-14.65858	-357.5895	-13.35223	-357.5861	-12.18759	-357.6195	-11.10607	-357.6962	-4.431885
-358.6097	-7.211644	-358.5283	-19.2633	-358.6028	-17.12209	-358.5588	-15.30545	-358.567	-14.58173	-358.5924	-13.28282	-358.5784	-12.12032	-358.6083	-11.03857	-358.7053	-4.415523
-359.5822	-7.183752	-359.512	-19.13948	-359.5581	-17.04357	-359.5392	-15.2451	-359.5524	-14.49927	-359.5794	-13.20607	-359.5701	-12.04091	-359.6046	-10.96249	-359.668	-4.400621
-360.5764	-7.161719	-360.5178	-19.02396	-360.5474	-16.97262	-360.5263	-15.19207	-360.538	-14.42851	-360.6002	-13.13849	-360.5621	-11.97076	-360.5956	-10.89919	-360.6408	-4.391389
-361.5859	-7.142009	-361.5161	-18.91306	-361.5601	-16.90996	-361.5534	-15.14357	-361.5432	-14.35731	-361.6319	-13.07247	-361.5809	-11.90374	-361.5826	-10.83828	-361.6206	-4.383211
-362.5988	-7.118698	-362.5256	-18.79436	-362.561	-16.83675	-362.5645	-15.08488	-362.5334	-14.28104	-362.637	-12.99571	-362.5862	-11.83024	-362.5938	-10.77523	-362.613	-4.371984
-363.6132	-7.101375	-363.5451	-18.68493	-363.5784	-16.77507	-363.5994	-15.03167	-363.5536	-14.21046	-363.6564	-12.92876	-363.6085	-11.7678	-363.5947	-10.71832	-363.6524	-4.362211
-364.6117	-7.077865	-364.5406	-18.56701	-364.5779	-16.70414	-364.592	-14.96647	-364.5617	-14.12701	-364.6694	-12.84942	-364.623	-11.69623	-364.6067	-10.65044	-364.6692	-4.351152
-365.6102	-7.05051	-365.5261	-18.43687	-365.5615	-16.61614	-365.5638	-14.88995	-365.5632	-14.03434	-365.6409	-12.75758	-365.6179	-11.61585	-365.611	-10.57235	-365.6737	-4.340379
-366.5913	-7.029461	-366.5559	-18.3196	-366.5666	-16.54168	-366.5722	-14.82479	-366.5905	-13.95522	-366.636	-12.67693	-366.6297	-11.5469	-366.6147	-10.5055	-366.6653	-4.333316
-367.5747	-7.003984	-367.5374	-18.19244	-367.5531	-16.45774	-367.5689	-14.75038	-367.5848	-13.86705	-367.6169	-12.58818	-367.6295	-11.46815	-367.6029	-10.42817	-367.6454	-4.322666
-368.5714	-6.979932	-368.5454	-18.0616	-368.5679	-16.36878	-368.5723	-14.6764	-368.5837	-13.77774	-368.5845	-12.5035	-368.6326	-11.38818	-368.6097	-10.35162	-368.644	-4.312582
-369.5903	-6.957849	-369.5764	-17.93143	-369.5806	-16.2794	-369.5784	-14.6034	-369.5789	-13.69207	-369.6108	-12.42255	-369.637	-11.30836	-369.6161	-10.27866	-369.6501	-4.302058
-370.6089	-6.932274	-370.5499	-17.78725	-370.5815	-16.17816	-370.587	-14.51882	-370.5551	-13.59281	-370.6114	-12.3297	-370.6433	-11.21608	-370.6169	-10.19539	-370.6355	-4.291566
-371.6376	-6.906904	-371.5489	-17.64522	-371.5825	-16.0751	-371.5703	-14.43283	-371.5595	-13.49175	-371.6136	-12.23461	-371.6324	-11.12296	-371.6278	-10.11323	-371.6274	-4.279613
-372.6336	-6.882928	-372.5441	-17.5034	-372.5728	-15.97053	-372.5902	-14.34218	-372.5571	-13.39072	-372.6223	-12.13613	-372.6112	-11.03011	-372.6359	-10.0303	-372.6391	-4.268401
-373.6015	-6.861352	-373.5414	-17.36706	-373.5541	-15.87056	-373.6001	-14.25388	-373.5367	-13.29006	-373.6101	-12.04106	-373.6151	-10.93832	-373.6562	-9.949762	-373.645	-4.25802
-374.5943	-6.840826	-374.5471	-17.23551	-374.5686	-15.77618	-374.5982	-14.16526	-374.5655	-13.19244	-374.6079	-11.94993	-374.6189	-10.85556	-374.653	-9.875036	-374.6667	-4.248024
-375.5758	-6.817783	-375.5531	-17.0954	-375.5656	-15.67367	-375.6196	-14.07198	-375.5735	-13.08925	-375.6188	-11.85294	-375.6161	-10.76585	-375.6326	-9.798577	-375.6821	-4.240371
-376.5832	-6.795959	-376.5679	-16.95709	-376.5813	-15.57488	-376.6056	-13.98026	-376.5804	-12.98839	-376.6255	-11.75713	-376.6433	-10.67849	-376.6258	-9.720307	-376.6918	-4.231059
-377.5942	-6.772123	-377.5744	-16.81109	-377.5923	-15.46764	-377.6109	-13.88005	-377.599	-12.88163	-377.6274	-11.65674	-377.6507	-10.58733	-377.614	-9.638954	-377.7005	-4.220386
-378.5771	-6.745263	-378.584	-16.65488	-378.5847	-15.34661	-378.6039	-13.76982	-378.5714	-12.76589	-378.6216	-11.5457	-378.6328	-10.48273	-378.603	-9.544701	-378.6907	-4.209004
-379.5948	-6.725471	-379.5726	-16.51073	-379.5847	-15.23602	-379.5967	-13.66991	-379.5618	-12.66214	-379.618	-11.45098	-379.6399	-10.39181	-379.6226	-9.464426	-379.6926	-4.198845
-380.6075	-6.702598	-380.5593	-16.36186	-380.5894	-15.11866	-380.5868	-13.56448	-380.5741	-12.55253	-380.6062	-11.35076	-380.6446	-10.29446	-380.6163	-9.380688	-380.6832	-4.188211
-381.5882	-6.678463	-381.549	-16.21054	-381.6089	-15.00128	-381.5733	-13.45503	-381.5731	-12.4409	-381.601	-11.24471	-381.6259	-10.19532	-381.5986	-9.294178	-381.6697	-4.176715
-382.6003	-6.659719	-382.539	-16.06728	-382.5905	-14.88974	-382.5726	-13.35545	-382.5925	-12.33674	-382.606	-11.14976	-382.6375	-10.10566	-382.6016	-9.218109	-382.6804	-4.167134
-383.5815	-6.634542	-383.5525	-15.91047	-383.6062	-14.76509	-383.5553	-13.24	-383.5912	-12.21636	-383.5894	-11.03858	-383.628	-10.00255	-383.5965	-9.127842	-383.6576	-4.155517
-384.559	-6.60962	-384.5284	-15.74953	-384.5946	-14.63997	-384.5506	-13.11917	-384.5608	-12.09264	-384.5841	-10.92223	-384.5978	-9.897476	-384.5786	-9.035745	-384.6312	-4.146028
-385.572	-6.588946	-385.5109	-15.59579	-385.5569	-14.51716	-385.5494	-13.00731	-385.5489	-11.97693	-385.5727	-10.81423	-385.5913	-9.798941	-385.571	-8.949675	-385.6107	-4.137958
-386.5706	-6.567357	-386.5154	-15.44163	-386.5495	-14.39547	-386.5547	-12.89408	-386.5222	-11.86068	-386.568	-10.70586	-386.5786	-9.698885	-386.5577	-8.864984	-386.6026	-4.12792
-387.5801	-6.549276	-387.5133	-15.29514	-387.5531	-14.27994	-387.5616	-12.78546	-387.5141	-11.75196	-387.5798	-10.60484	-387.5769	-9.606546	-387.5686	-8.784192	-387.6154	-4.12036
-388.5916	-6.531868	-388.5107	-15.14816	-388.5521	-14.16017	-388.5572	-12.6799	-388.5323	-11.64465	-388.5916	-10.50891	-388.5887	-9.514672	-388.5771	-8.706348	-388.638	-4.112869
-389.6026	-6.511794	-389.5209	-14.99863	-389.5627	-14.03584	-389.5781	-12.56811	-389.5451	-11.53369	-389.5916	-10.41038	-389.6077	-9.418958	-389.589	-8.624122	-389.6585	-4.105853
-390.6105	-6.492022	-390.5287	-14.84851	-390.5815	-13.91058	-390.5614	-12.45191	-390.5574	-11.42152	-390.5958	-10.30979	-390.6115	-9.323921	-390.6114	-8.542524	-390.6699	-4.100206
-391.5995	-6.469655	-391.5217	-14.6905	-391.5688	-13.77706	-391.5378	-12.32948	-391.5594	-11.3028	-391.5931	-10.2004	-391.612	-9.221221	-391.6007	-8.456463	-391.666	-4.091489
-392.6068	-6.450006	-392.5446	-14.54137	-392.5806	-13.64996	-392.5535	-12.20997	-392.5538	-11.19001	-392.5912	-10.09702	-392.6199	-9.126537	-392.5975	-8.373034	-392.6578	-4.081693
-393.6021	-6.431191	-393.5535	-14.39076	-393.5872	-13.52451	-393.5308	-12.09046	-393.5674	-11.074	-393.597	-9.993413	-393.6287	-9.032559	-393.5823	-8.295958	-393.6567	-4.073589
-394.5808	-6.409349	-394.5355	-14.23401	-394.5793	-13.39231	-394.5235	-11.96534	-394.5635	-10.95139	-394.5956	-9.880812	-394.6178	-8.932858	-394.5478	-8.206162	-394.6352	-4.063067
-395.5825	-6.391358	-395.5416	-14.08567	-395.5933	-13.2699	-395.5402	-11.85038	-395.5786	-10.83879	-395.5836	-9.777738	-395.6271	-8.843076	-395.5519	-8.129678	-395.6395	-4.057086
-396.5626	-6.37053	-396.5419	-13.93219	-396.5774	-13.13986	-396.5219	-11.72682	-396.5937	-10.7206	-396.5733	-9.668353	-396.6179	-8.745138	-396.5414	-8.048738	-396.6354	-4.048302
-397.5299	-6.34866	-397.5276	-13.77231	-397.5623	-13.00326	-397.5202	-11.59652	-397.553	-10.59767	-397.5694	-9.555365	-397.5748	-8.642279	-397.5473	-7.959619	-397.6196	-4.037262
-398.5373	-6.332041	-398.5263	-13.62635	-398.5676	-12.87861	-398.5307	-11.47932	-398.5615	-10.49115	-398.5457	-9.460553	-398.5885	-8.552356	-398.5655	-7.889058	-398.6156	-4.029236
-399.5364	-6.313801	-399.5112	-13.47411	-399.5471	-12.74489	-399.5375	-11.35603	-399.5587	-10.37894	-399.5641	-9.360548	-399.5796	-8.452984	-399.5667	-7.808976	-399.6317	-4.01862
-400.5372	-6.29633	-400.5013	-13.32447	-400.5607	-12.61526	-400.5514	-11.23855	-400.5468	-10.26784	-400.5608	-9.262733	-400.5878	-8.359458	-400.5939	-7.73183	-400.6423	-4.010086
-401.575	-6.280748	-401.5171	-13.18219	-401.5533	-12.49139	-401.5562	-11.12514	-401.5587	-10.16386	-401.586	-9.168037	-401.5914	-8.270895	-401.5874	-7.660568	-401.6587	-4.000448
-402.5611	-6.262229	-402.5153	-13.03156	-402.5412	-12.35772	-402.57	-11.00238	-402.548	-10.04777	-402.596	-9.065036	-402.5691	-8.174899	-402.5729	-7.578522	-402.6658	-3.993008
-403.5508	-6.243857	-403.5135	-12.88378	-403.5228	-12.22736	-403.561	-10.8816	-403.5275	-9.932184	-403.579	-8.963072	-403.5646	-8.084361	-403.5469	-7.500137	-403.6381	-3.986422
-404.5508	-6.225655	-404.4964	-12.73519	-404.4977	-12.09695	-404.5355	-10.75852	-404.5448	-9.81663	-404.5736	-8.857592	-404.5451	-7.993673	-404.5229	-7.422717	-404.6309	-3.98255
-405.5307	-6.207778	-405.4828	-12.59129	-405.4983	-11.96853	-405.5255	-10.63923	-405.5532	-9.704494	-405.5491	-8.757295	-405.567	-7.906537	-405.5089	-7.344761	-405.6043	-3.979477
-406.5413	-6.191497	-406.4961	-12.4521	-406.5008	-11.84368	-406.525	-10.52262	-406.5525	-9.597349	-406.5727	-8.659925	-406.5891	-7.820752	-406.524	-7.275447	-406.6077	-3.973326
-407.5516	-6.173338	-407.4963	-12.30908	-407.5156	-11.71376	-407.5295	-10.39854	-407.5605	-9.486625	-407.5569	-8.560244	-407.568	-7.730917	-407.5286	-7.198891	-407.62	-3.966357
-408.5511	-6.157574	-408.518	-12.17039	-408.5117	-11.58648	-408.5378	-10.27681	-408.5377	-9.381451	-408.5587	-8.468437	-408.5748	-7.64256	-408.5196	-7.12608	-408.6056	-3.958879
-409.544	-6.140729	-409.5043	-12.02604	-409.5113	-11.45546	-409.5414	-10.15405	-409.524	-9.272531	-409.5372	-8.373734	-409.559	-7.550966	-409.5303	-7.054731	-409.614	-3.952267
-410.5075	-6.12239	-410.4661	-11.87916	-410.4743	-11.32113	-410.5205	-10.02834	-410.5092	-9.161551	-410.5022	-8.27428	-410.5092	-7.458989	-410.4973	-6.975112	-410.5901	-3.943824
-411.4931	-6.109622	-411.4531	-11.746	-411.4655	-11.20136	-411.5121	-9.916742	-411.5045	-9.063818	-411.5154	-8.186573	-411.4998	-7.378822	-411.4927	-6.911576	-411.5739	-3.936519
-412.486	-6.095166	-412.4344	-11.61241	-412.4906	-11.0803	-412.499	-9.805771	-412.4955	-8.963309	-412.5165	-8.098865	-412.5044	-7.298539	-412.49	-6.847027	-412.5741	-3.929549
-413.4982	-6.080715	-413.4305	-11.48169	-413.5101	-10.96095	-413.478	-9.695333	-413.5104	-8.863451	-413.5234	-8.01066	-413.5006	-7.221494	-413.5077	-6.781563	-413.5659	-3.921994
-414.5344	-6.069866	-414.4512	-11.35975	-414.5453	-10.8526	-414.4976	-9.592989	-414.5266	-8.770199	-414.5583	-7.929895	-414.552	-7.151985	-414.5372	-6.726261	-414.5978	-3.918646
-415.5462	-6.054238	-415.4731	-11.23031	-415.5512	-10.73365	-415.502	-9.481847	-415.5342	-8.669147	-415.5784	-7.840363	-415.584	-7.074803	-415.5551	-6.659565	-415.6017	-3.91251
-416.5506	-6.039386	-416.4857	-11.10025	-416.5344	-10.61365	-416.5255	-9.369127	-416.5457	-8.569074	-416.5898	-7.74996	-416.5872	-6.996224	-416.5604	-6.591623	-416.594	-3.903161
-417.56	-6.027061	-417.5016	-10.97406	-417.5298	-10.49828	-417.5615	-9.258635	-417.5444	-8.472863	-417.6064	-7.66648	-417.6013	-6.920784	-417.5417	-6.530138	-417.6294	-3.895386
-418.562	-6.012098	-418.5303	-10.84503	-418.5349	-10.37699	-418.5435	-9.143867	-418.5409	-8.376915	-418.5803	-7.582126	-418.597	-6.843868	-418.5398	-6.463612	-418.6262	-3.885299
-419.5683	-5.999114	-419.5127	-10.71894	-419.5468	-10.26057	-419.547	-9.034472	-419.559	-8.284542	-419.569	-7.502547	-419.5932	-6.768817	-419.5353	-6.40396	-419.6205	-3.879036
-420.5743	-5.985937	-420.5173	-10.59475	-420.5616	-10.14481	-420.553	-8.926731	-420.5663	-8.191785	-420.5688	-7.4227	-420.593	-6.696537	-420.5483	-6.344186	-420.6439	-3.873493
-421.5805	-5.971415	-421.5327	-10.47023	-421.5547	-10.0276	-421.544	-8.81661	-421.5644	-8.099588	-421.5774	-7.340323	-421.5805	-6.622447	-421.5468	-6.280945	-421.6307	-3.868597
-422.5885	-5.958547	-422.5016	-10.34793	-422.5494	-9.912645	-422.5492	-8.710206	-422.5743	-8.006988	-422.5955	-7.260359	-422.5631	-6.549067	-422.5523	-6.223603	-422.6122	-3.865993
-423.5799	-5.94465	-423.5014	-10.22605	-423.54	-9.796495	-423.5572	-8.60217	-423.5445	-7.911633	-423.5833	-7.177612	-423.5479	-6.477727	-423.5476	-6.15995	-423.622	-3.861164
-424.5703	-5.933376	-424.5097	-10.1113	-424.5432	-9.687325	-424.5403	-8.501269	-424.5456	-7.824895	-424.5851	-7.100685	-424.526	-6.412334	-424.551	-6.106975	-424.6132	-3.860768
-425.5565	-5.922766	-425.5041	-10.00006	-425.5631	-9.579947	-425.5472	-8.403425	-425.5505	-7.739913	-425.5788	-7.026199	-425.5435	-6.348149	-425.5807	-6.054963	-425.6264	-3.856726
-426.5476	-5.91064	-426.5081	-9.886915	-426.5661	-9.470701	-426.544	-8.303221	-426.5497	-7.654119	-426.5731	-6.951219	-426.5436	-6.280858	-426.573	-5.999496	-426.6491	-3.851053
-427.5748	-5.900928	-427.5412	-9.779288	-427.5714	-9.367227	-427.5354	-8.206944	-427.5606	-7.575115	-427.5882	-6.882542	-427.5647	-6.217876	-427.5764	-5.95119	-427.6627	-3.846187
-428.5889	-5.888645	-428.5521	-9.667852	-428.575	-9.260329	-428.5412	-8.105422	-428.5544	-7.492397	-428.6095	-6.810765	-428.5815	-6.150278	-428.574	-5.896869	-428.6821	-3.839474
-429.5927	-5.875552	-429.5485	-9.554252	-429.5514	-9.153162	-429.5296	-8.004856	-429.5403	-7.409065	-429.6095	-6.738415	-429.5705	-6.082461	-429.558	-5.84189	-429.6614	-3.834414
-430.5986	-5.866266	-430.5671	-9.449941	-430.5483	-9.054224	-430.5439	-7.912393	-430.5474	-7.333429	-430.6126	-6.672689	-430.5874	-6.024219	-430.594	-5.794432	-430.6614	-3.830209
-431.5832	-5.855333	-431.5441	-9.342149	-431.5313	-8.952043	-431.5568	-7.816282	-431.5647	-7.254333	-431.6255	-6.604339	-431.5806	-5.961756	-431.6024	-5.743664	-431.6518	-3.824224
-432.5688	-5.844712	-432.5348	-9.23709	-432.5123	-8.851201	-432.5648	-7.722915	-432.5655	-7.176649	-432.6037	-6.538527	-432.5626	-5.901464	-432.602	-5.694545	-432.6323	-3.817691
-433.5732	-5.835247	-433.5307	-9.136295	-433.544	-8.752804	-433.5735	-7.634214	-433.5634	-7.100969	-433.6141	-6.474051	-433.5627	-5.845734	-433.5888	-5.649483	-433.6219	-3.813481
-434.5604	-5.823739	-434.5129	-9.034595	-434.5407	-8.651731	-434.569	-7.542455	-434.5318	-7.023147	-434.6064	-6.406814	-434.556	-5.788438	-434.5765	-5.600934	-434.5978	-3.808191
-435.5463	-5.812743	-435.5172	-8.93678	-435.5587	-8.552447	-435.5601	-7.453167	-435.4998	-6.948311	-435.5887	-6.341867	-435.5449	-5.732673	-435.5713	-5.555123	-435.5722	-3.803681
-436.5397	-5.803548	-436.4846	-8.840483	-436.5634	-8.455893	-436.548	-7.366246	-436.4904	-6.874691	-436.5991	-6.279366	-436.5582	-5.679328	-436.5701	-5.508432	-436.5685	-3.799351
-437.5447	-5.795109	-437.4669	-8.747664	-437.5426	-8.363361	-437.5363	-7.2799	-437.4991	-6.805674	-437.6014	-6.221162	-437.5506	-5.628228	-437.5825	-5.466779	-437.5819	-3.793635
-438.5591	-5.78704	-438.4747	-8.656915	-438.5506	-8.274036	-438.5389	-7.196672	-438.5301	-6.740729	-438.6199	-6.16591	-438.54	-5.577865	-438.5746	-5.426515	-438.5798	-3.789478
-439.5556	-5.779391	-439.4828	-8.565048	-439.5641	-8.182461	-439.5368	-7.114509	-439.5609	-6.675249	-439.6182	-6.109581	-439.554	-5.527705	-439.5681	-5.386669	-439.6043	-3.786777
-440.5506	-5.77164	-440.5142	-8.477888	-440.57	-8.093983	-440.5582	-7.035377	-440.5869	-6.613503	-440.6248	-6.056429	-440.5649	-5.479399	-440.5735	-5.351773	-440.6072	-3.783749
-441.5257	-5.763027	-441.5348	-8.389131	-441.5606	-7.999269	-441.5638	-6.954033	-441.5929	-6.54978	-441.6176	-6.001126	-441.5668	-5.429977	-441.5641	-5.312589	-441.61	-3.782417
-442.5162	-5.754047	-442.5267	-8.300441	-442.5562	-7.911678	-442.5453	-6.872181	-442.5652	-6.483637	-442.5881	-5.945084	-442.5849	-5.379871	-442.5476	-5.273163	-442.6242	-3.780624
-443.514	-5.747044	-443.5095	-8.219475	-443.5524	-7.837054	-443.5578	-6.797613	-443.5446	-6.423494	-443.5978	-5.895237	-443.582	-5.336944	-443.5539	-5.239175	-443.6367	-3.780611
-444.5385	-5.740144	-444.5081	-8.137779	-444.5419	-7.767898	-444.5476	-6.722592	-444.5436	-6.363632	-444.5761	-5.844755	-444.577	-5.295355	-444.5582	-5.203771	-444.6732	-3.776843
-445.5554	-5.732823	-445.4979	-8.058145	-445.5569	-7.710973	-445.543	-6.648554	-445.5396	-6.305242	-445.5598	-5.794442	-445.5977	-5.252956	-445.5613	-5.166945	-445.6829	-3.7739
-446.5603	-5.727841	-446.5125	-7.982523	-446.5578	-7.63953	-446.565	-6.579723	-446.5662	-6.250904	-446.5857	-5.749826	-446.5927	-5.214152	-446.5836	-5.136681	-446.7077	-3.772216
-447.5866	-5.719754	-447.5136	-7.90318	-447.5495	-7.559395	-447.5535	-6.505964	-447.5637	-6.194171	-447.5939	-5.700766	-447.5933	-5.172052	-447.5876	-5.101082	-447.707	-3.767703
-448.5755	-5.71163	-448.5061	-7.82541	-448.5554	-7.478928	-448.5291	-6.433553	-448.5361	-6.138713	-448.5828	-5.653136	-448.5821	-5.129319	-448.5697	-5.066641	-448.6721	-3.767474
-449.5811	-5.706194	-449.503	-7.752503	-449.5601	-7.396614	-449.5247	-6.367633	-449.5407	-6.087214	-449.5827	-5.609725	-449.5734	-5.091944	-449.5824	-5.038626	-449.6674	-3.764856
-450.5847	-5.698972	-450.4965	-7.679906	-450.5576	-7.325449	-450.5142	-6.301474	-450.523	-6.037682	-450.5756	-5.566292	-450.5737	-5.054474	-450.5745	-5.007312	-450.6525	-3.760092
-451.5819	-5.693763	-451.5155	-7.611046	-451.5501	-7.256837	-451.5104	-6.238815	-451.5385	-5.989734	-451.5743	-5.527267	-451.5714	-5.02003	-451.592	-4.980604	-451.6419	-3.757037
-452.5757	-5.688141	-452.5333	-7.543488	-452.5379	-7.189014	-452.5395	-6.176543	-452.5369	-5.942084	-452.5913	-5.487891	-452.5869	-4.986421	-452.5882	-4.954212	-452.6488	-3.752491
-453.5693	-5.68199	-453.5385	-7.475877	-453.519	-7.114748	-453.5602	-6.114218	-453.5312	-5.893932	-453.6024	-5.449741	-453.5765	-4.952496	-453.5739	-4.92777	-453.6367	-3.750741
-454.5602	-5.676676	-454.5486	-7.411523	-454.527	-7.047578	-454.5721	-6.054129	-454.5288	-5.846536	-454.6169	-5.411994	-454.5826	-4.921033	-454.578	-4.903422	-454.6368	-3.749797
-455.5432	-5.670413	-455.5191	-7.345911	-455.5201	-6.97649	-455.5799	-5.992644	-455.512	-5.799736	-455.605	-5.373305	-455.5767	-4.887665	-455.5539	-4.875965	-455.6206	-3.746492
-456.525	-5.666901	-456.5105	-7.285063	-456.5349	-6.904212	-456.5654	-5.935802	-456.515	-5.756009	-456.6057	-5.339495	-456.5716	-4.857649	-456.576	-4.853401	-456.6182	-3.746452
-457.5005	-5.662305	-457.4978	-7.224283	-457.5456	-6.842393	-457.5566	-5.87896	-457.5209	-5.713561	-457.6006	-5.305336	-457.5723	-4.828935	-457.586	-4.82942	-457.6115	-3.743578
-458.5032	-5.657547	-458.483	-7.162737	-458.5271	-6.771626	-458.5292	-5.820577	-458.488	-5.670917	-458.5588	-5.269017	-458.5679	-4.797817	-458.5865	-4.806023	-458.5911	-3.741608
-459.507	-5.653121	-459.4922	-7.106065	-459.5392	-6.712965	-459.5238	-5.767494	-459.4853	-5.632265	-459.5438	-5.236573	-459.5753	-4.773505	-459.5829	-4.786935	-459.6033	-3.742466
-460.5317	-5.648041	-460.4743	-7.048538	-460.5282	-6.655391	-460.5305	-5.712862	-460.4839	-5.593196	-460.5405	-5.202505	-460.5671	-4.746055	-460.5644	-4.763926	-460.5994	-3.741066
-461.5288	-5.642534	-461.4844	-6.992172	-461.5096	-6.590872	-461.5121	-5.657766	-461.4703	-5.553972	-461.5158	-5.16978	-461.5538	-4.717584	-461.5481	-4.742522	-461.589	-3.739856
-462.5241	-5.640188	-462.483	-6.942396	-462.5159	-6.534619	-462.5311	-5.609555	-462.504	-5.520732	-462.5225	-5.143664	-462.5222	-4.696686	-462.5234	-4.725288	-462.5998	-3.74168
-463.5202	-5.637189	-463.4934	-6.892081	-463.5041	-6.477085	-463.5197	-5.560596	-463.5164	-5.485732	-463.5248	-5.116798	-463.5041	-4.672421	-463.5262	-4.707664	-463.5961	-3.742554
-464.5037	-5.633705	-464.4953	-6.844712	-464.5228	-6.419827	-464.4963	-5.514307	-464.5348	-5.453891	-464.5187	-5.093247	-464.5159	-4.652805	-464.532	-4.692607	-464.5947	-3.74311
-465.51	-5.632627	-465.5023	-6.800506	-465.5549	-6.366831	-465.5185	-5.471178	-465.5593	-5.424845	-465.566	-5.071243	-465.5265	-4.635235	-465.5376	-4.677157	-465.6197	-3.744914
-466.5159	-5.628338	-466.5232	-6.754469	-466.5742	-6.318269	-466.5001	-5.426736	-466.5605	-5.392999	-466.5862	-5.048011	-466.5474	-4.614884	-466.5668	-4.661477	-466.644	-3.744976
-467.5174	-5.626011	-467.5122	-6.709792	-467.5745	-6.264379	-467.5327	-5.382483	-467.5644	-5.363241	-467.5825	-5.024659	-467.5736	-4.596068	-467.566	-4.645635	-467.6593	-3.745284
-468.5343	-5.623513	-468.5213	-6.664964	-468.5723	-6.212426	-468.5538	-5.340226	-468.5671	-5.334367	-468.5829	-5.001004	-468.5789	-4.57696	-468.5696	-4.630783	-468.6734	-3.747251
-469.5605	-5.620769	-469.5281	-6.620997	-469.567	-6.165631	-469.5554	-5.299306	-469.563	-5.306929	-469.56	-4.978469	-469.5911	-4.559694	-469.597	-4.618824	-469.6736	-3.748381
-470.5761	-5.618917	-470.5102	-6.577673	-470.5565	-6.114233	-470.5783	-5.259179	-470.5636	-5.281943	-470.563	-4.9579	-470.6045	-4.542844	-470.59	-4.606153	-470.6524	-3.748064
-471.5916	-5.615415	-471.5111	-6.536369	-471.5686	-6.067111	-471.5688	-5.220798	-471.5511	-5.255734	-471.5836	-4.937629	-471.5874	-4.525637	-471.5925	-4.59297	-471.6571	-3.746399
-472.593	-5.613535	-472.5078	-6.499001	-472.5689	-6.020807	-472.5658	-5.183621	-472.5332	-5.230677	-472.5771	-4.918583	-472.5699	-4.51028	-472.5961	-4.581145	-472.645	-3.747329
-473.5785	-5.610236	-473.5123	-6.460652	-473.5547	-5.973424	-473.5592	-5.147742	-473.5143	-5.20559	-473.5702	-4.899557	-473.5719	-4.494836	-473.5805	-4.567789	-473.6456	-3.748622
-474.5728	-5.607001	-474.5198	-6.425882	-474.5499	-5.928481	-474.5616	-5.112516	-474.5219	-5.181063	-474.5573	-4.880849	-474.554	-4.478281	-474.5655	-4.553236	-474.6274	-3.749115
-475.5672	-5.605853	-475.53	-6.392604	-475.5682	-5.885724	-475.566	-5.080943	-475.5261	-5.16109	-475.5488	-4.865912	-475.5655	-4.466965	-475.5779	-4.542964	-475.613	-3.752615
-476.5796	-5.60338	-476.5453	-6.358	-476.5826	-5.844475	-476.5855	-5.049406	-476.5394	-5.140857	-476.5679	-4.85126	-476.5839	-4.455747	-476.5775	-4.531569	-476.6284	-3.75409
-477.5712	-5.603008	-477.539	-6.328977	-477.5941	-5.804152	-477.5712	-5.017826	-477.5312	-5.121572	-477.5717	-4.836173	-477.5866	-4.444076	-477.5949	-4.520745	-477.6375	-3.755863
-478.5663	-5.602668	-478.5539	-6.299109	-478.6052	-5.765034	-478.578	-4.989423	-478.5424	-5.104749	-478.5911	-4.822779	-478.6051	-4.436136	-478.6067	-4.513223	-478.6692	-3.759506
-479.5681	-5.600625	-479.5489	-6.270643	-479.6039	-5.726522	-479.5722	-4.958442	-479.5391	-5.086823	-479.5988	-4.807388	-479.6046	-4.423658	-479.6075	-4.502437	-479.6841	-3.761699
-480.5448	-5.598594	-480.5262	-6.243563	-480.5646	-5.68991	-480.5496	-4.928261	-480.5477	-5.06882	-480.5927	-4.793426	-480.5829	-4.409715	-480.5947	-4.492095	-480.6715	-3.764
-481.5686	-5.596884	-481.5128	-6.216954	-481.5638	-5.652419	-481.5527	-4.900607	-481.5656	-5.054134	-481.5977	-4.783185	-481.565	-4.397538	-481.5668	-4.484467	-481.6638	-3.766232
-482.5688	-5.595215	-482.5081	-6.193836	-482.5574	-5.613901	-482.5376	-4.873546	-482.5404	-5.038398	-482.5983	-4.77043	-482.5465	-4.385337	-482.5651	-4.475398	-482.6427	-3.77002
