Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20  ciclos 1 - 1.575mM	Ciclado - 20  ciclos 1 - 1.575mM	Ciclado - 6  ciclos 2 - 1.575mM	Ciclado - 6  ciclos 2 - 1.575mM	Adsorbido 1 - 1.575mM	Adsorbido 1 - 1.575mM	Adsorbido 2 - 1.575mM	Adsorbido 2 - 1.575mM	Adsorbido 3 - 1.575mM	Adsorbido 3 - 1.575mM	Adsorbido 4 - 1.575mM	Adsorbido 4 - 1.575mM	Adsorbido 5 - 1.575mM	Adsorbido 5 - 1.575mM	Adsorbido 6 - 1.575mM	Adsorbido 6 - 1.575mM	Ru 1.575mM - Au Desnudo	Ru 1.575mM - Au Desnudo
-164.481	7.156307																
-163.466	7.100633																
-162.4667	7.043108																
-161.4417	6.985483																
-160.4221	6.928482																
-159.4471	6.87237																
-158.4132	6.82023																
-157.4034	6.767687																
-156.4013	6.709862																
-155.3795	6.652956																
-154.4212	6.593906																
-153.4412	6.532678																
-152.4443	6.478038																
-151.4602	6.423513																
-150.4578	6.369202																
-149.46	6.31563																
-148.488	6.260966																
-147.4966	6.206325																
-146.4924	6.153146																
-145.492	6.104064																
-144.4651	6.055172																
-143.4626	6.003369																
-142.4609	5.953636																
-141.481	5.90119																
-140.4959	5.848475																
-139.4833	5.801343																
-138.4812	5.750969																
-137.4546	5.701127																
-136.462	5.654842																
-135.4693	5.60574																
-134.471	5.557416																
-133.4977	5.510692																
-132.4878	5.463046																
-131.4796	5.41651																
-130.4821	5.369899																
-129.4593	5.323278																
-128.4598	5.27706																
-127.4676	5.230986																
-126.4609	5.189861																
-125.4675	5.147292																
-124.4672	5.103584																
-123.4706	5.062605																
-122.47	5.018688																
-121.4771	4.976933																
-120.4773	4.938707																
-119.4699	4.899103																
-118.4638	4.860203																
-117.4662	4.82112																
-116.4595	4.780732																
-115.4612	4.74229																
-114.4629	4.703818																
-113.4538	4.667411																
-112.4415	4.631227																
-111.4459	4.594078																
-110.4412	4.560163																
-109.4357	4.523428																
-108.4427	4.488866																
-107.4178	4.457117																
-106.4187	4.423423																
-105.4223	4.390403																
-104.4347	4.357511																
-103.4669	4.322082																
-102.4587	4.287508																
-101.4639	4.255994																
-100.4636	4.22396																
-99.46002	4.193455																
-98.4592	4.162858																
-97.46843	4.133186																
-96.46919	4.103939																
-95.46939	4.075203																
-94.46944	4.049288																
-93.44832	4.021002																
-92.45607	3.993166																
-91.45811	3.966018																
-90.46895	3.936924																
-89.49178	3.910258																
-88.49532	3.884925																
-87.49956	3.859841																
-86.49645	3.834434																
-85.46203	3.809652																
-84.45882	3.784967																
-83.44978	3.761409																
-82.456	3.738429																
-81.48766	3.715689																
-80.46133	3.69149																
-79.45096	3.66636																
-78.44102	3.643957																
-77.43736	3.619998																
-76.46312	3.598382																
-75.47125	3.576988																
-74.48301	3.553873																
-73.48831	3.533342																
-72.47318	3.512474																
-71.47749	3.492228																
-70.48684	3.472699																
-69.49118	3.453245																
-68.49191	3.435069																
-67.49455	3.415718																
-66.4996	3.396538																
-65.48637	3.377152																
-64.49569	3.357748																
-63.48986	3.340625																
-62.4665	3.32423																
-61.46646	3.306492																
-60.45606	3.288248																
-59.45015	3.270897																
-58.48029	3.252537																
-57.48544	3.236607																
-56.48516	3.220896																
-55.47238	3.204104																
-54.45322	3.187749																
-53.44517	3.171222																
-52.46442	3.156014																
-51.5019	3.140738																
-50.5089	3.125763																
-49.52489	3.112197																
-48.50259	3.096747																
-47.49718	3.081341																
-46.51517	3.06702																
-45.4873	3.051244																
-44.51083	3.03731																
-43.48887	3.025146																
-42.46843	3.012196																
-41.47948	2.999264																
-40.46719	2.986537																
-39.47968	2.972083																
-38.48952	2.958204																
-37.49975	2.944561																
-36.49625	2.931146																
-35.50306	2.917727																
-34.49515	2.90448																
-33.49308	2.892963																
-32.48222	2.879938																
-31.45777	2.868546																
-30.44864	2.85871																
-29.43541	2.845572																
-28.44507	2.834435																
-27.46559	2.822936																
-26.46899	2.80958																
-25.47365	2.798847																
-24.48329	2.788795																
-23.47457	2.777966																
-22.49404	2.767544																
-21.51027	2.757514																
-20.51456	2.746289																
-19.51765	2.736521																
-18.49754	2.727643																
-17.47941	2.718531																
-16.45607	2.709469																
-15.46739	2.699385																
-14.45045	2.69063																
-13.42978	2.680318																
-12.43954	2.669905																
-11.41984	2.661341																
-10.42811	2.651242																
-9.440365	2.642203																
-8.440298	2.633805																
-7.448372	2.62399																
-6.460062	2.614924																
-5.456495	2.606935																
-4.455009	2.595592																
-3.465609	2.586198																
-2.476918	2.576238																
-1.517864	2.566199																
-0.545486	2.559389																
0.431102	2.551421																
1.410415	2.544729																
2.39156	2.535577																
3.377609	2.528018																
4.375941	2.520885																
5.384262	2.512674																
6.394053	2.506598																
7.398412	2.499886																
8.421494	2.493006																
9.419925	2.485751																
10.41912	2.47906																
11.4135	2.471424																
12.3909	2.46306																
13.37952	2.456117																
14.36389	2.449496																
15.35261	2.44278																
16.35981	2.436313																
17.37337	2.431157																
18.37914	2.423948																
19.38152	2.417814																
20.38654	2.412996																
21.37952	2.405826																
22.39247	2.400223																
23.40474	2.394997																
24.37614	2.388344																
25.36571	2.382664																
26.3544	2.376587																
27.35512	2.37025																
28.35155	2.364727																
29.34061	2.359123																
30.32933	2.353877																
31.31779	2.348375																
32.32809	2.342697																
33.34436	2.338458																
34.35306	2.332744																
35.35686	2.327343																
36.36463	2.323187																
37.35397	2.317179																
38.35971	2.312883																
39.35232	2.309396																
40.36909	2.3044																
41.38575	2.299995																
42.37918	2.294912																
43.38088	2.29017																
44.36176	2.285445																
45.35012	2.280844																
46.36538	2.277743																
47.36103	2.272208																
48.35621	2.267829																
49.34165	2.264672																
50.32344	2.259278																
51.31363	2.255824																
52.32204	2.252948																
53.33655	2.247296																
54.32073	2.243541																
55.32484	2.239726																
56.30476	2.235403																
57.29209	2.232865																
58.31703	2.229879																
59.32247	2.227082																
60.33683	2.223252																
61.35824	2.219048																
62.34781	2.216534																
63.34926	2.212837																
64.33679	2.209492																
65.33415	2.207186																
66.34391	2.202537																
67.33537	2.19932																
68.32696	2.196662																
69.29973	2.193939																
70.29275	2.192428																
71.30777	2.190913																
72.3375	2.188743																
73.3591	2.186784																
74.35252	2.184039																
75.33147	2.180611																
76.30135	2.178514																
77.29057	2.175725																
78.28905	2.174194																
79.303	2.171316																
80.30279	2.168462																
81.29933	2.16679																
82.28692	2.163661																
83.27952	2.162791																
84.311	2.162182																
85.3111	2.159153																
86.35091	2.158515																
87.35907	2.156702																
88.33223	2.153844																
89.34073	2.152092																
90.34001	2.149724																
91.33388	2.148513																
92.3385	2.14739																
93.33344	2.146356																
94.32438	2.144845																
95.3328	2.143643																
96.32993	2.142457																
97.35619	2.1429																
98.18586	2.102187																
98.53162	2.043597																
98.39249	1.976631																
97.71118	1.900924																
96.70444	1.860392																
95.6887	1.83113																
94.68013	1.804938																
93.69276	1.781868																
92.70446	1.759971																
91.70157	1.740643																
90.69124	1.722241																
89.65884	1.704353																
88.64893	1.68831																
87.64711	1.671567																
86.6484	1.656353																
85.66096	1.642652																
84.68633	1.627336																
83.69575	1.614259																
82.69807	1.602316																
81.70142	1.588447																
80.68848	1.576969																
79.67461	1.565004																
78.67268	1.552471																
77.67116	1.542319																
76.66758	1.532234																
75.69669	1.521802																
74.69599	1.510916																
73.68594	1.500023																
72.68442	1.490234																
71.67897	1.479646																
70.68921	1.47102																
69.68925	1.462726																
68.68782	1.452348																
67.67226	1.444038																
66.64462	1.435791																
65.65157	1.42575																
64.64877	1.41769																
63.66549	1.409821																
62.68222	1.401124																
61.68936	1.393037																
60.68401	1.384879																
59.67722	1.376619																
58.66945	1.368475																
57.66293	1.361645																
56.66732	1.355185																
55.6604	1.346804																
54.66892	1.339566																
53.69342	1.33263																
52.7144	1.325404																
51.72652	1.319016																
50.73179	1.312412																
49.72913	1.304219																
48.70951	1.296907																
47.72411	1.290543																
46.71252	1.284109																
45.70087	1.278966																
44.69781	1.272673																
43.68137	1.266655																
42.70394	1.259879																
41.72137	1.253131																
40.72188	1.246839																
39.7186	1.240185																
38.72272	1.234157																
37.71827	1.228649																
36.73626	1.221184																
35.73801	1.214277																
34.71407	1.208219																
33.69933	1.201322																
32.68848	1.196654																
31.69639	1.191644																
30.72177	1.185297																
29.72284	1.180003																
28.73463	1.174713																
27.7285	1.169304																
26.71977	1.164288																
25.72015	1.158062																
24.72289	1.152783																
23.75574	1.146158																
22.77103	1.1391																
21.78089	1.13363																
20.77308	1.126076																
19.74333	1.121176																
18.72693	1.117097																
17.72418	1.11105																
16.72426	1.106696																
15.72284	1.100916																
14.74016	1.095144																
13.74567	1.091052																
12.73947	1.085949																
11.74391	1.081132																
10.74686	1.075107																
9.746103	1.069056																
8.750181	1.064224																
7.763588	1.059159																
6.775426	1.054311																
5.777424	1.05045																
4.809669	1.044141																
3.819492	1.038555																
2.814011	1.03381																
1.830026	1.026863																
0.805508	1.022658																
-0.200469	1.018335																
-1.1796	1.016477																
-2.149353	1.012808																
-3.093003	1.007179																
-4.081644	1.001325																
-5.088545	0.992618																
-6.092507	0.987348																
-7.108688	0.982468																
-8.081148	0.976867																
-9.067692	0.971815																
-10.07314	0.966772																
-11.06812	0.960855																
-12.09493	0.95621																
-13.10088	0.952152																
-14.09784	0.945863																
-15.1126	0.941196																
-16.10106	0.93585																
-17.10576	0.929814																
-18.13116	0.924728																
-19.12198	0.919559																
-20.1324	0.91447																
-21.14762	0.908986																
-22.11902	0.903808																
-23.12276	0.898862																
-24.10439	0.894147																
-25.08339	0.889848																
-26.08476	0.88655																
-27.07332	0.879852																
-28.07765	0.873136																
-29.09449	0.866293																
-30.09616	0.856893																
-31.11897	0.850425																
-32.10036	0.844007																
-33.08751	0.838243																
-34.08521	0.834838																
-35.08112	0.831364																
-36.12267	0.827616																
-37.12178	0.821903																
-38.11407	0.815479																
-39.12165	0.81022																
-40.07975	0.803063																
-41.08107	0.796733																
-42.09077	0.791286																
-43.07634	0.783187																
-44.10788	0.778089																
-45.10963	0.773588																
-46.12653	0.766561																
-47.12128	0.759933																
-48.1107	0.753233																
-49.10778	0.745091																
-50.08843	0.739091																
-51.09472	0.732639																
-52.08694	0.723996																
-53.0703	0.716022																
-54.08234	0.707232																
-55.0934	0.700109																
-56.09851	0.693196																
-57.12726	0.6865																
-58.13937	0.680798																
-59.13994	0.67426																
-60.16563	0.667694																
-61.15789	0.661408																
-62.13877	0.65242																
-63.12117	0.64449																
-64.09406	0.638402																
-65.10709	0.630367																
-66.13918	0.622122																
-67.14799	0.612318																
-68.16433	0.6015																
-69.16339	0.592125																
-70.15935	0.583469																
-71.16913	0.575871																
-72.14703	0.566286																
-73.14301	0.556068																
-74.12961	0.547646																
-75.11618	0.536953																
-76.11871	0.526409																
-77.10733	0.516707																
-78.09096	0.504427																
-79.09784	0.493364																
-80.10841	0.482445																
-81.10368	0.470519																
-82.10283	0.45921																
-83.08617	0.448067																
-84.07619	0.43678																
-85.08815	0.424591																
-86.10685	0.41098																
-87.12509	0.397929																
-88.13534	0.384549																
-89.12505	0.371174																
-90.10352	0.359508																
-91.08409	0.34411																
-92.08455	0.328083																
-93.0856	0.312928																
-94.07417	0.296175																
-95.07623	0.281154																
-96.06734	0.265412																
-97.05564	0.248423																
-98.07561	0.231454																
-99.07527	0.214312																
-100.0837	0.197213																
-101.1066	0.179809																
-102.0892	0.161921																
-103.0943	0.14388																
-104.0939	0.12365																
-105.0783	0.101349																
-106.0966	0.078825																
-107.1083	0.053883																
-108.1049	0.03103																
-109.0964	0.008703																
-110.0944	-0.015509																
-111.0689	-0.039796																
-112.0639	-0.065126																
-113.0839	-0.090458																
-114.0829	-0.115952																
-115.0815	-0.141432																
-116.0911	-0.169043																
-117.0934	-0.198331																
-118.0894	-0.227581																
-119.1085	-0.257225																
-120.1047	-0.287519																
-121.1115	-0.318923																
-122.1395	-0.34906																
-123.1464	-0.382375																
-124.1614	-0.4167																
-125.1606	-0.450932																
-126.1311	-0.488618																
-127.122	-0.524904																
-128.102	-0.560838																
-129.0921	-0.598212																
-130.117	-0.63782																
-131.1291	-0.679103																
-132.1452	-0.722036																
-133.1404	-0.766038																
-134.1188	-0.809368																
-135.1137	-0.85389																
-136.0854	-0.900062																
-137.0889	-0.948271																
-138.0928	-0.996707																
-139.082	-1.046048																
-140.1011	-1.097158																
-141.1028	-1.147007																
-142.1016	-1.199943																
-143.1151	-1.255526																
-144.1019	-1.311315																
-145.0837	-1.370164																
-146.0751	-1.43014																
-147.0395	-1.488274																
-148.052	-1.549142																
-149.0642	-1.611261																
-150.0769	-1.674194																
-151.0844	-1.73984																
-152.0718	-1.804841																
-153.0783	-1.872171																
-154.0701	-1.938875																
-155.0563	-2.009093																
-156.0756	-2.085793																
-157.0776	-2.162753																
-158.0737	-2.244169																
-159.1167	-2.325055																
-160.1032	-2.403295																
-161.0869	-2.483377																
-162.0892	-2.564882																
-163.0783	-2.648798																
-164.0933	-2.734737																
-165.1168	-2.821341																
-166.1325	-2.90821																
-167.1459	-2.993532																
-168.1323	-3.08333																
-169.1154	-3.178373																
-170.1068	-3.275048																
-171.1047	-3.374284																
-172.0976	-3.474959																
-173.0864	-3.571822																
-174.0833	-3.670924																
-175.0793	-3.774747																
-176.0919	-3.877161																
-177.0947	-3.981094																
-178.0965	-4.085735																
-179.0828	-4.188542																
-180.0614	-4.294084																
-181.0584	-4.403286																
-182.051	-4.518111																
-183.0518	-4.635431																
-184.0623	-4.753519																
-185.0752	-4.874109																
-186.0608	-4.989574																
-187.0359	-5.104591																
-188.0261	-5.225314																
-189.0275	-5.345195																
-190.027	-5.467535																
-191.0296	-5.592076																
-192.031	-5.712293																
-193.0114	-5.834557																
-194.018	-5.962371																
-195.0327	-6.092463																
-196.0458	-6.225526																
-197.048	-6.356534																
-198.0453	-6.485922																
-199.0293	-6.614678																
-200.013	-6.742501																
-201.018	-6.876608																
-202.0164	-7.008685																
-203.013	-7.140271																
-204.0013	-7.276139																
-204.9807	-7.405184																
-205.9835	-7.536333																
-206.9941	-7.673878																
-207.9969	-7.811265																
-209.0256	-7.956564																
-210.042	-8.100361																
-211.0341	-8.23736																
-212.0474	-8.375134																
-213.0446	-8.511792																
-214.0229	-8.654421																
-215.0431	-8.797331																
-216.0409	-8.936016																
-217.0285	-9.073089																
-218.0296	-9.203703																
-219.0199	-9.337019																
-220.0327	-9.479156																
-221.0508	-9.618267																
-222.0722	-9.761803																
-223.0806	-9.904818																
-224.0784	-10.03795																
-225.0681	-10.17075																
-226.0596	-10.30198																
-227.0559	-10.42963																
-228.0577	-10.56032																
-229.049	-10.68984																
-230.0456	-10.81582																
-231.0347	-10.93941																
-232.0098	-11.06273																
-233.0137	-11.19471																
-234.0043	-11.32613																
-235.01	-11.45715																
-236.0271	-11.59003																
-237.0389	-11.70995																
-238.045	-11.8323																
-239.0552	-11.95463																
-240.0403	-12.07147																
-241.028	-12.18926																
-242.0388	-12.30165																
-243.0281	-12.41255																
-244.0487	-12.52253																
-245.0333	-12.63317																
-246.0163	-12.74638																
-247.0208	-12.85951																
-247.9892	-12.9685																
-249.0049	-13.07658																
-249.9977	-13.17419																
-250.964	-13.26594																
-251.9597	-13.36504																
-252.944	-13.45742																
-253.943	-13.55025																
-254.9524	-13.64392																
-255.9656	-13.72338																
-256.9796	-13.80351																
-257.971	-13.89083																
-258.986	-13.97947																
-260.0024	-14.07153																
-260.9898	-14.15993																
-262.0021	-14.2411																
-263.0219	-14.31636																
-264.0097	-14.38564																
-265.0251	-14.45754																
-266.0204	-14.52327																
-266.9861	-14.58484																
-268.0049	-14.65031																
-268.9851	-14.70456																
-269.9935	-14.7572																
-271.0264	-14.81673																
-272.023	-14.86911																
-273.0419	-14.9243																
-274.0435	-14.97715																
-275.0177	-15.01675																
-276.0011	-15.05358																
-276.9966	-15.09005																
-278.0188	-15.12849																
-279.0256	-15.16494																
-280.0168	-15.19493																
-280.9955	-15.22099																
-281.969	-15.23532																
-282.9515	-15.24934																
-283.9649	-15.27258																
-284.9928	-15.29265																
-285.9929	-15.31592																
-287.0178	-15.34092																
-288.0115	-15.35427																
-289.0047	-15.36338																
-289.998	-15.37282																
-291.0057	-15.37688																
-292.0253	-15.38012																
-293.0249	-15.37924																
-294.0415	-15.37321																
-295.0481	-15.36301																
-296.026	-15.35005																
-297.0274	-15.34333																
-298.001	-15.33317																
-298.9619	-15.31863																
-299.9751	-15.30599																
-300.9666	-15.28158																
-301.9645	-15.25522																
-302.9785	-15.23482																
-303.9706	-15.20622																
-304.9758	-15.17898																
-305.9926	-15.1492																
-306.9769	-15.10955																
-307.9577	-15.0716																
-308.9464	-15.03619																
-309.9294	-15.00374																
-310.9401	-14.97437																
-311.961	-14.9409																
-312.973	-14.90354																
-313.9926	-14.8569																
-315.0017	-14.80681																
-316.0093	-14.76166																
-317.0209	-14.71124																
-318.0226	-14.66329																
-319.0293	-14.61035																
-320.0205	-14.54658																
-320.9987	-14.48382																
-321.9958	-14.42481																
-322.9986	-14.36858																
-323.9935	-14.31403																
-325.0056	-14.25651																
-326	-14.19363																
-326.9796	-14.12705																
-327.9889	-14.05898																
-328.9941	-13.99373																
-329.9895	-13.92328																
-331.0033	-13.85117																
-331.9895	-13.78086																
-332.9771	-13.70073																
-333.9762	-13.6226																
-334.974	-13.55109																
-335.9855	-13.47763																
-336.9895	-13.41027																
-337.9957	-13.34244																
-338.9998	-13.26721																
-340.0125	-13.18903																
-341.0017	-13.10954																
-342.0041	-13.03099																
-343.0225	-12.95038																
-343.9893	-12.86681																
-344.9953	-12.78461																
-345.9969	-12.69806																
-346.9672	-12.6144																
-347.9751	-12.53898																
-348.983	-12.45955																
-349.9893	-12.38136																
-350.9911	-12.30259																
-351.9996	-12.21335																
-352.9803	-12.12584																
-353.9705	-12.04113																
-354.9803	-11.95411																
-355.9861	-11.87181																
-356.9952	-11.78796																
-357.9906	-11.70155																
-358.9824	-11.61493																
-359.9579	-11.52872																
-360.9671	-11.4487																
-361.9654	-11.36703																
-362.9551	-11.28641																
-363.9847	-11.20679																
-364.9818	-11.12014																
-365.9631	-11.03628																
-366.965	-10.95612																
-367.9441	-10.87195																
-368.9343	-10.7905																
-369.9518	-10.70695																
-370.9449	-10.62058																
-371.9429	-10.53604																
-372.9407	-10.45429																
-373.9489	-10.37565																
-374.9589	-10.29823																
-375.9955	-10.22007																
-377.0139	-10.14033																
-377.9954	-10.05509																
-378.9861	-9.971563																
-379.9716	-9.893844																
-380.9549	-9.814207																
-381.9639	-9.738464																
-382.967	-9.663481																
-383.9411	-9.582966																
-384.9333	-9.504685																
-385.9504	-9.430338																
-386.9522	-9.356834																
-387.9764	-9.284466																
-388.9897	-9.214013																
-389.9812	-9.142682																
-390.984	-9.070105																
-391.9585	-8.9986																
-392.9658	-8.929879																
-393.9608	-8.858759																
-394.942	-8.789839																
-395.9463	-8.723055																
-396.9261	-8.651508																
-397.8876	-8.583943																
-398.9106	-8.519472																
-399.9088	-8.454771																
-400.91	-8.39374																
-401.9514	-8.331354																
-402.9316	-8.267741																
-403.9235	-8.205056																
-404.9208	-8.143023																
-405.8957	-8.083396																
-406.9044	-8.023418																
-407.9088	-7.96374																
-408.9047	-7.904943																
-409.8946	-7.846218																
-410.8663	-7.790197																
-411.8403	-7.737257																
-412.8421	-7.685015																
-413.8508	-7.635378																
-414.8908	-7.585621																
-415.9202	-7.533788																
-416.9089	-7.482345																
-417.9275	-7.432137																
-418.9135	-7.3837																
-419.9138	-7.335692																
-420.9354	-7.2894																
-421.9325	-7.243393																
-422.9419	-7.196048																
-423.9064	-7.152419																
-424.9111	-7.110716																
-425.9344	-7.067814																
-426.9322	-7.027305																
-427.9828	-6.987978																
-428.9575	-6.945768																
-429.9406	-6.906772																
-430.9429	-6.868015																
-431.9225	-6.827601																
-432.9365	-6.789948																
-433.9243	-6.753377																
-434.9151	-6.716558																
-435.911	-6.680669																
-436.9138	-6.647044																
-437.9249	-6.614675																
-438.9449	-6.584236																
-439.9733	-6.554448																
-440.9824	-6.524072																
-441.9735	-6.492175																
-442.9711	-6.461584																
-443.9551	-6.432911																
-444.9535	-6.405045																
-445.9629	-6.378364																
-446.9445	-6.351304																
-447.937	-6.324074																
-448.9299	-6.298445																
-449.9284	-6.274413																
-450.9241	-6.252087																
-451.9445	-6.229765																
-452.9377	-6.20719																
-453.9409	-6.185696																
-454.948	-6.162796																
-455.9413	-6.142004																
-456.9593	-6.123949																
-457.9374	-6.103702																
-458.9351	-6.086637																
-459.9262	-6.069047																
-460.9176	-6.048818																
-461.9205	-6.031213																
-462.9206	-6.013945																
-463.9153	-5.997762																
-464.923	-5.983626																
-465.9432	-5.969793																
-466.9362	-5.955035																
-467.942	-5.940464																
-468.9269	-5.92693																
-469.929	-5.91416																
-470.9487	-5.901533																
-471.9523	-5.88872																
-472.9478	-5.876039																
-473.9367	-5.863033																
-474.9245	-5.85136																
-475.9371	-5.841292																
-476.9414	-5.830766																
-477.9698	-5.821321																
-478.97	-5.811674																
-479.9562	-5.801737																
-480.9698	-5.792013																
-481.9574	-5.782384																
-482.9637	-5.774023																
-483.9659	-5.765002																
-484.9569	-5.756034																
-485.9347	-5.746527																
-486.9272	-5.736402																
-487.9271	-5.730088																
-488.9029	-5.724918																
-489.9171	-5.719908																
-490.9114	-5.715759																
-491.914	-5.709277																
-492.9361	-5.7023																
-493.925	-5.696456																
-494.9211	-5.690415																
-495.9026	-5.684783																
-496.91	-5.67906																
-497.9286	-5.672327																
-498.9263	-5.665817																
-499.9385	-5.659245																
-500.921	-5.653471																
-501.9001	-5.649254																
-502.9205	-5.645835																
-503.9041	-5.641615																
-504.9052	-5.637424																
-505.9093	-5.632132																
-506.8886	-5.625561																
-507.8975	-5.620497																
-508.9008	-5.614469																
-509.8871	-5.608692																
-510.8823	-5.603842																
-511.8737	-5.598183																
-512.8561	-5.593878																
-513.8666	-5.590151																
-514.8784	-5.586072																
-515.8914	-5.581675																
-516.9092	-5.577847																
-517.9177	-5.573888																
-518.9139	-5.569196																
-519.9122	-5.565685																
-520.9191	-5.561008																
-521.911	-5.555472																
-522.9235	-5.551487																
-523.9102	-5.545818																
-524.902	-5.539314																
-525.9069	-5.534556																
-526.8967	-5.528844																
-527.9241	-5.523291																
-528.9153	-5.518717																
-529.9041	-5.512221																
-530.909	-5.505835																
-531.9058	-5.500058																
-532.9135	-5.493708																
-533.9385	-5.488282																
-534.9448	-5.482222																
-535.9413	-5.475726																
-536.9553	-5.469203																
-537.9337	-5.461264																
-538.9091	-5.453793																
-539.9017	-5.446905																
-540.8968	-5.440019																
-541.9019	-5.434732																
-542.9258	-5.429098																
-543.9297	-5.422263																
-544.9224	-5.415633																
-545.923	-5.408668																
-546.9233	-5.401968																
-547.9229	-5.395441																
-548.9059	-5.388214																
-549.8979	-5.380446																
-550.8779	-5.372441																
-551.8739	-5.36465																
-552.886	-5.358042																
-553.8801	-5.350825																
-554.8736	-5.344022																
-555.8657	-5.337409																
-556.8738	-5.32991																
-557.8806	-5.323061																
-558.9078	-5.315862																
-559.9188	-5.308301																
-560.9132	-5.301667																
-561.9035	-5.294034																
-562.8752	-5.285743																
-563.8362	-5.277842																
-564.8282	-5.268794																
-565.8313	-5.261577																
-566.8536	-5.254341																
-567.8884	-5.246399																
-568.8973	-5.238626																
-569.8987	-5.229897																
-570.8962	-5.222221																
-571.8845	-5.214817																
-572.8881	-5.208715																
-573.9021	-5.202715																
-574.9001	-5.197407																
-575.9003	-5.19135																
-576.8734	-5.18472																
-577.8565	-5.177855																
-578.8635	-5.169136																
-579.8845	-5.160847																
-580.9044	-5.151029																
-581.9302	-5.139125																
-582.9218	-5.128477																
-583.9121	-5.118503																
-584.9193	-5.111035																
-585.8898	-5.106843																
-586.8711	-5.104016																
-587.8763	-5.101033																
-588.8665	-5.096955																
-589.8552	-5.092664																
-590.8714	-5.08545																
-591.8655	-5.078991																
-592.8657	-5.071276																
-593.8777	-5.062972																
-594.8611	-5.055894																
-595.8413	-5.047757																
-596.8528	-5.042083																
-597.8619	-5.036328																
-598.7589	-5.008596																
-599.1581	-4.964982																
-599.0038	-4.907325																
-598.3729	-4.837935																
-597.3513	-4.780387																
-596.3165	-4.729235																
-595.3334	-4.681102																
-594.3288	-4.639144																
-593.3231	-4.6016																
-592.3194	-4.565402																
-591.3032	-4.534235																
-590.3043	-4.501513																
-589.3177	-4.470354																
-588.371	-4.440056																
-587.3882	-4.408564																
-586.3769	-4.379937																
-585.3763	-4.350393																
-584.3483	-4.320498																
-583.3716	-4.292511																
-582.3889	-4.260018																
-581.3983	-4.213387																
-580.3774	-4.173287																
-579.3441	-4.147164																
-578.3535	-4.127298																
-577.3448	-4.120944																
-576.3812	-4.112185																
-575.3928	-4.087875																
-574.3608	-4.062252																
-573.3631	-4.037274																
-572.3344	-4.012017																
-571.3281	-3.988019																
-570.3456	-3.964051																
-569.3414	-3.941732																
-568.3666	-3.919034																
-567.3568	-3.897174																
-566.3643	-3.875333																
-565.3821	-3.852854																
-564.3802	-3.831333																
-563.406	-3.808968																
-562.4076	-3.786866																
-561.3895	-3.765614																
-560.3787	-3.744983																
-559.3499	-3.725982																
-558.3323	-3.697218																
-557.3336	-3.661965																
-556.3435	-3.631196																
-555.3651	-3.600781																
-554.3732	-3.58047																
-553.3719	-3.569964																
-552.3658	-3.554857																
-551.3659	-3.537639																
-550.3632	-3.520209																
-549.3831	-3.497867																
-548.3802	-3.474995																
-547.3716	-3.452822																
-546.3824	-3.431852																
-545.3743	-3.411188																
-544.3585	-3.390913																
-543.3657	-3.3704																
-542.3634	-3.34809																
-541.3474	-3.327296																
-540.3466	-3.307532																
-539.3409	-3.288074																
-538.3269	-3.269972																
-537.3463	-3.251864																
-536.3695	-3.233398																
-535.3731	-3.216266																
-534.3928	-3.194803																
-533.3708	-3.161974																
-532.3696	-3.133674																
-531.3781	-3.105719																
-530.386	-3.082247																
-529.401	-3.068198																
-528.3821	-3.050369																
-527.3777	-3.034654																
-526.3661	-3.01772																
-525.3628	-3.001526																
-524.3846	-2.983406																
-523.3858	-2.960835																
-522.3785	-2.938569																
-521.363	-2.917491																
-520.3464	-2.896373																
-519.3293	-2.876006																
-518.3284	-2.856569																
-517.3402	-2.835793																
-516.3459	-2.816562																
-515.3395	-2.798092																
-514.3292	-2.779623																
-513.3236	-2.762653																
-512.3357	-2.745584																
-511.3475	-2.729702																
-510.3754	-2.712982																
-509.3796	-2.697396																
-508.3806	-2.683458																
-507.3925	-2.661168																
-506.3709	-2.61834																
-505.3671	-2.584153																
-504.3489	-2.550788																
-503.3229	-2.526501																
-502.3326	-2.523975																
-501.3353	-2.512132																
-500.3487	-2.498694																
-499.3661	-2.483617																
-498.3833	-2.470383																
-497.3998	-2.459286																
-496.3912	-2.445256																
-495.4091	-2.427369																
-494.3944	-2.403896																
-493.3769	-2.377344																
-492.4042	-2.354099																
-491.3975	-2.333583																
-490.3904	-2.316097																
-489.3921	-2.299886																
-488.3657	-2.282036																
-487.3547	-2.266351																
-486.3775	-2.248985																
-485.4007	-2.229307																
-484.4242	-2.208509																
-483.4324	-2.187459																
-482.4125	-2.168638																
-481.4143	-2.138932																
-480.4104	-2.112678																
-479.4392	-2.089356																
-478.4514	-2.064548																
-477.4408	-2.052441																
-476.4442	-2.037689																
-475.4133	-2.018788																
-474.4123	-2.001572																
-473.4203	-1.984765																
-472.4083	-1.968287																
-471.397	-1.9515																
-470.3976	-1.934027																
-469.391	-1.915885																
