Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 2 - 6.3mM	Adsorbido 2 - 6.3mM	Ru 6.3mM Au Desnudo	Ru 6.3mM Au Desnudo
-214.6696	13.99853								
-213.6573	14.15766								
-212.6445	14.31687								
-211.6343	14.46725								
-210.6424	14.61604								
-209.6223	14.75356								
-208.6181	14.86681								
-207.6292	14.956								
-206.6236	15.04811								
-205.6286	15.13674								
-204.6457	15.22647								
-203.6618	15.3512								
-202.6429	15.48391								
-201.6245	15.59806								
-200.6244	15.71488								
-199.6309	15.81758								
-198.6428	15.89144								
-197.6616	15.97104								
-196.6604	16.05125								
-195.6453	16.12637								
-194.6628	16.20226								
-193.6783	16.29068								
-192.6833	16.38531								
-191.7031	16.46839								
-190.6975	16.55954								
-189.6792	16.63447								
-188.6689	16.67958								
-187.6703	16.72667								
-186.6778	16.77795								
-185.6941	16.82047								
-184.7084	16.87984								
-183.6854	16.94644								
-182.6619	16.99782								
-181.6521	17.04918								
-180.6503	17.08996								
-179.6613	17.119								
-178.6992	17.13251								
-177.7002	17.14566								
-176.7111	17.16235								
-175.7276	17.17343								
-174.7228	17.20617								
-173.75	17.24348								
-172.7323	17.27009								
-171.7117	17.29583								
-170.6964	17.30838								
-169.6808	17.30436								
-168.6872	17.29423								
-167.6976	17.27459								
-166.7098	17.25389								
-165.7258	17.24164								
-164.7345	17.23752								
-163.7292	17.24725								
-162.7104	17.2518								
-161.6906	17.2493								
-160.6725	17.23981								
-159.6653	17.21356								
-158.6509	17.18089								
-157.6424	17.14238								
-156.645	17.10008								
-155.6452	17.06041								
-154.688	17.02469								
-153.7079	16.99725								
-152.7147	16.97653								
-151.7117	16.95031								
-150.6857	16.92279								
-149.6505	16.88514								
-148.6566	16.83761								
-147.6655	16.79043								
-146.6902	16.73708								
-145.7315	16.68678								
-144.7113	16.6405								
-143.7254	16.59746								
-142.6993	16.55852								
-141.6868	16.51358								
-140.7054	16.46767								
-139.6902	16.41994								
-138.6855	16.36045								
-137.6881	16.3032								
-136.6685	16.25679								
-135.6855	16.20151								
-134.7295	16.15074								
-133.7194	16.10265								
-132.7261	16.04379								
-131.7176	15.98699								
-130.6598	15.9305								
-129.6665	15.87099								
-128.6752	15.80423								
-127.6859	15.73977								
-126.729	15.67906								
-125.7277	15.61758								
-124.7348	15.56758								
-123.6959	15.52222								
-122.6978	15.46369								
-121.7063	15.40538								
-120.6997	15.34326								
-119.739	15.27642								
-118.7156	15.21636								
-117.7086	15.15533								
-116.7225	15.095								
-115.7217	15.03608								
-114.7301	14.98153								
-113.7306	14.93398								
-112.7217	14.88453								
-111.6861	14.83362								
-110.6905	14.78283								
-109.6632	14.72173								
-108.6649	14.65702								
-107.6827	14.59626								
-106.6675	14.53432								
-105.6757	14.47574								
-104.6629	14.42426								
-103.6571	14.3728								
-102.6656	14.32413								
-101.6737	14.27376								
-100.6834	14.22547								
-99.67434	14.17252								
-98.66107	14.11922								
-97.67896	14.06561								
-96.68338	14.00479								
-95.71286	13.94541								
-94.74051	13.88784								
-93.71304	13.83945								
-92.70598	13.79061								
-91.69853	13.74785								
-90.67409	13.69584								
-89.69069	13.63564								
-88.71394	13.5873								
-87.7325	13.5325								
-86.73855	13.4961								
-85.75148	13.46073								
-84.74384	13.4151								
-83.72189	13.36268								
-82.74699	13.31995								
-81.73869	13.27265								
-80.71053	13.22914								
-79.72543	13.18877								
-78.7043	13.12306								
-77.72737	13.07298								
-76.77165	13.02347								
-75.77643	12.98248								
-74.77991	12.95301								
-73.7662	12.91855								
-72.75034	12.87827								
-71.72713	12.83473								
-70.72542	12.78581								
-69.71502	12.73431								
-68.68344	12.68678								
-67.70992	12.64262								
-66.71457	12.59991								
-65.72351	12.55811								
-64.74088	12.52237								
-63.73062	12.48796								
-62.72585	12.4557								
-61.70013	12.42062								
-60.71185	12.38387								
-59.71347	12.3434								
-58.71666	12.29689								
-57.74265	12.25424								
-56.72848	12.21035								
-55.7107	12.17051								
-54.69667	12.13379								
-53.68516	12.10141								
-52.66502	12.06843								
-51.65807	12.03598								
-50.66221	12.00443								
-49.64409	11.97069								
-48.66822	11.94046								
-47.68179	11.90743								
-46.68703	11.87304								
-45.69874	11.83127								
-44.70911	11.79127								
-43.69574	11.75622								
-42.69119	11.72468								
-41.68747	11.69741								
-40.65865	11.66949								
-39.65458	11.63694								
-38.64971	11.60004								
-37.67145	11.56894								
-36.69725	11.54313								
-35.7325	11.51811								
-34.73669	11.4897								
-33.71705	11.45817								
-32.71363	11.41811								
-31.70212	11.37951								
-30.72768	11.35108								
-29.71102	11.32104								
-28.70929	11.2903								
-27.71176	11.25817								
-26.71322	11.22594								
-25.74879	11.19281								
-24.74513	11.17124								
-23.71809	11.14851								
-22.69401	11.12021								
-21.68554	11.08991								
-20.67814	11.05061								
-19.6747	11.01356								
-18.67228	10.98051								
-17.6695	10.95612								
-16.65965	10.93108								
-15.68212	10.90697								
-14.6824	10.88357								
-13.6773	10.859								
-12.67972	10.83737								
-11.66927	10.81644								
-10.66566	10.79308								
-9.658402	10.76483								
-8.663354	10.73358								
-7.648664	10.70105								
-6.642117	10.67258								
-5.663271	10.64439								
-4.668871	10.61848								
-3.705747	10.59756								
-2.72848	10.57557								
-1.725489	10.55436								
-0.75457	10.5358								
0.252426	10.51248								
1.233665	10.49242								
2.222248	10.47088								
3.214055	10.44357								
4.193034	10.41565								
5.182298	10.38153								
6.176565	10.35586								
7.18288	10.33461								
8.195759	10.31196								
9.206161	10.29326								
10.20076	10.26537								
11.20103	10.23855								
12.17331	10.21751								
13.15971	10.20488								
14.15415	10.19356								
15.14451	10.17478								
16.16741	10.15273								
17.17876	10.11813								
18.17889	10.08657								
19.18504	10.06551								
20.183	10.04576								
21.17572	10.02379								
22.17392	10.00365								
23.1711	9.980288								
24.15033	9.955688								
25.13236	9.946295								
26.12701	9.933288								
27.12191	9.915073								
28.135	9.895761								
29.15402	9.866087								
30.14935	9.838854								
31.14007	9.815288								
32.10652	9.794182								
33.09906	9.774698								
34.08816	9.754583								
35.09098	9.735955								
36.12194	9.721506								
37.10813	9.706648								
38.13673	9.69148								
39.13929	9.675783								
40.13913	9.652036								
41.14806	9.624907								
42.11071	9.599278								
43.10813	9.575195								
44.10059	9.55456								
45.10092	9.53921								
46.13133	9.529067								
47.12997	9.511919								
48.13128	9.501561								
49.12766	9.487221								
50.12304	9.466721								
51.11053	9.456793								
52.0913	9.439448								
53.0909	9.41981								
54.08761	9.399587								
55.09343	9.375577								
56.11259	9.362873								
57.10227	9.349793								
58.08513	9.339467								
59.08322	9.332239								
60.07335	9.311621								
61.07722	9.298311								
62.08128	9.277071								
63.07486	9.252981								
64.06647	9.232791								
65.06446	9.217383								
66.05353	9.202469								
67.04935	9.181437								
68.04635	9.165154								
69.03419	9.143362								
70.03633	9.121741								
71.04709	9.109234								
72.07405	9.098558								
73.10242	9.083632								
74.12606	9.074749								
75.10767	9.059868								
76.0607	9.042286								
77.05235	9.030825								
78.03642	9.015688								
79.05437	9.000215								
80.06928	8.981274								
81.05662	8.963859								
82.0515	8.950485								
83.05772	8.941763								
84.07298	8.935026								
85.09492	8.922407								
86.11465	8.905403								
87.11569	8.894044								
88.09818	8.886984								
89.04567	8.878036								
90.02178	8.868839								
91.01073	8.853371								
92.02704	8.832066								
93.05497	8.813754								
94.08241	8.801045								
95.09857	8.788889								
96.11101	8.773547								
97.13836	8.759928								
98.01883	8.710606								
98.40183	8.644037								
98.26517	8.572313								
97.63874	8.494677								
96.629	8.442492								
95.63966	8.400393								
94.64828	8.356454								
93.65443	8.311785								
92.64612	8.271948								
91.62302	8.232841								
90.62874	8.19966								
89.61012	8.167799								
88.61132	8.13803								
87.63995	8.115504								
86.625	8.092477								
85.63889	8.071378								
84.66684	8.048153								
83.64393	8.02142								
82.65172	7.99145								
81.65643	7.961879								
80.62922	7.934609								
79.61539	7.913859								
78.61786	7.901094								
77.61554	7.884365								
76.65084	7.86363								
75.67503	7.833259								
74.69052	7.800288								
73.69305	7.769932								
72.66435	7.742073								
71.65518	7.716971								
70.63373	7.692913								
69.61826	7.672814								
68.63735	7.653775								
67.62621	7.641388								
66.64049	7.627078								
65.66757	7.610363								
64.65334	7.594794								
63.67854	7.573112								
62.66558	7.548869								
61.65446	7.52917								
60.64822	7.515968								
59.62614	7.506783								
58.63609	7.497572								
57.62836	7.480267								
56.64125	7.453842								
55.67276	7.423408								
54.67731	7.397135								
53.66742	7.374873								
52.67617	7.352784								
51.64708	7.330853								
50.6597	7.311894								
49.69574	7.291326								
48.69716	7.276128								
47.71731	7.265615								
46.71221	7.250924								
45.69036	7.238368								
44.68644	7.221862								
43.69263	7.202036								
42.6752	7.185041								
41.6638	7.176722								
40.63331	7.167579								
39.63005	7.153672								
38.63334	7.13765								
37.64738	7.111845								
36.68971	7.086133								
35.67995	7.062938								
34.68313	7.04277								
33.6874	7.023509								
32.66475	7.004983								
31.63263	6.990018								
30.62209	6.972846								
29.61782	6.956872								
28.61106	6.94266								
27.652	6.932173								
26.67637	6.91765								
25.69902	6.902565								
24.73027	6.888754								
23.74	6.86868								
22.74237	6.859479								
21.71012	6.850409								
20.68017	6.837669								
19.66136	6.823885								
18.65468	6.801917								
17.68554	6.780325								
16.70781	6.759866								
15.71367	6.743884								
14.7258	6.730117								
13.71379	6.716688								
12.72177	6.703032								
11.73265	6.686274								
10.71723	6.670416								
9.697421	6.653491								
8.679275	6.641605								
7.689295	6.628888								
6.693367	6.617548								
5.725721	6.604703								
4.752359	6.588169								
3.726801	6.57548								
2.737835	6.558703								
1.727848	6.545004								
0.720121	6.532722								
-0.267465	6.515177								
-1.251911	6.501667								
-2.210931	6.487143								
-3.162341	6.472799								
-4.117722	6.461977								
-5.08982	6.448729								
-6.106986	6.436716								
-7.13846	6.420002								
-8.142565	6.404186								
-9.170018	6.387603								
-10.18095	6.37166								
-11.17743	6.358757								
-12.19764	6.346341								
-13.19548	6.334204								
-14.16978	6.313671								
-15.15981	6.296186								
-16.15372	6.278827								
-17.16565	6.266968								
-18.19568	6.258549								
-19.20851	6.244051								
-20.22158	6.234569								
-21.22087	6.222778								
-22.20505	6.206122								
-23.21316	6.194931								
-24.2006	6.174201								
-25.20249	6.158205								
-26.18476	6.145094								
-27.16995	6.132494								
-28.18056	6.127542								
-29.15541	6.108678								
-30.17196	6.094367								
-31.18555	6.081403								
-32.16942	6.070968								
-33.17476	6.059951								
-34.17313	6.048226								
-35.16036	6.02939								
-36.15408	6.002436								
-37.13901	5.984921								
-38.14339	5.965855								
-39.15302	5.951057								
-40.1362	5.9359								
-41.14291	5.92123								
-42.13525	5.903197								
-43.13801	5.886479								
-44.18379	5.871933								
-45.18833	5.85522								
-46.19707	5.845373								
-47.18137	5.837356								
-48.15345	5.828213								
-49.13459	5.818623								
-50.11465	5.803494								
-51.09808	5.781522								
-52.11001	5.755684								
-53.13185	5.732582								
-54.14612	5.710678								
-55.17344	5.688842								
-56.17226	5.667369								
-57.1599	5.647363								
-58.15613	5.62987								
-59.14883	5.61464								
-60.14999	5.601746								
-61.16598	5.584069								
-62.18102	5.558634								
-63.19336	5.538959								
-64.21191	5.519667								
-65.21956	5.499131								
-66.19612	5.484719								
-67.21518	5.470246								
-68.19523	5.453574								
-69.18536	5.434564								
-70.2009	5.415923								
-71.16571	5.388288								
-72.18304	5.358064								
-73.18188	5.330546								
-74.20415	5.30368								
-75.21239	5.278118								
-76.19878	5.255671								
-77.19023	5.239041								
-78.12198	5.218475								
-79.10823	5.198519								
-80.10381	5.177654								
-81.11693	5.147712								
-82.16709	5.1158								
-83.17562	5.084836								
-84.15662	5.053166								
-85.15662	5.023757								
-86.14882	5.008313								
-87.15156	4.991306								
-88.17398	4.969743								
-89.1778	4.941295								
-90.15662	4.90219								
-91.14047	4.860837								
-92.14597	4.817238								
-93.14597	4.784019								
-94.16352	4.746904								
-95.18175	4.71011								
-96.17304	4.677648								
-97.15915	4.644855								
-98.15607	4.610843								
-99.15171	4.578206								
-100.1438	4.544922								
-101.1275	4.505354								
-102.1369	4.459473								
-103.1476	4.414721								
-104.1424	4.370186								
-105.1556	4.327694								
-106.162	4.296035								
-107.1331	4.251268								
-108.1318	4.201823								
-109.1251	4.144409								
-110.1093	4.08407								
-111.1188	4.027711								
-112.1207	3.965869								
-113.1344	3.90694								
-114.1418	3.84525								
-115.1665	3.787434								
-116.1613	3.732849								
-117.1626	3.68558								
-118.142	3.629379								
-119.1403	3.570881								
-120.167	3.509413								
-121.1669	3.434383								
-122.1996	3.357817								
-123.1838	3.284961								
-124.1853	3.215819								
-125.1887	3.144104								
-126.1825	3.075038								
-127.1849	2.995673								
-128.1732	2.909012								
-129.1732	2.821132								
-130.1426	2.731098								
-131.1459	2.63819								
-132.1676	2.533543								
-133.1736	2.43047								
-134.2027	2.326192								
-135.2019	2.223886								
-136.1755	2.1273								
-137.1831	2.034142								
-138.1581	1.937185								
-139.1359	1.834427								
-140.1259	1.727025								
-141.0957	1.612527								
-142.1049	1.489531								
-143.1279	1.36453								
-144.1359	1.237889								
-145.1716	1.098352								
-146.1802	0.962828								
-147.1749	0.830544								
-148.1721	0.69193								
-149.1393	0.553819								
-150.1324	0.410483								
-151.1174	0.258309								
-152.1226	0.093059								
-153.1346	-0.071848								
-154.1277	-0.235779								
-155.1315	-0.403104								
-156.1276	-0.571969								
-157.13	-0.729509								
-158.1412	-0.899933								
-159.152	-1.081592								
-160.1545	-1.253395								
-161.1425	-1.44659								
-162.1197	-1.648011								
-163.1322	-1.850974								
-164.1474	-2.074913								
-165.1714	-2.298064								
-166.1925	-2.517607								
-167.1813	-2.729589								
-168.1558	-2.931166								
-169.1401	-3.153735								
-170.141	-3.37769								
-171.1418	-3.603771								
-172.1681	-3.846742								
-173.1827	-4.078387								
-174.1707	-4.314439								
-175.1678	-4.57209								
-176.1401	-4.818025								
-177.1452	-5.087986								
-178.1797	-5.355219								
-179.1733	-5.610293								
-180.1745	-5.872448								
-181.1573	-6.132283								
-182.1273	-6.398037								
-183.1401	-6.683915								
-184.1328	-6.978812								
-185.1082	-7.258646								
-186.1032	-7.540813								
-187.0821	-7.842655								
-188.1009	-8.15159								
-189.108	-8.470723								
-190.1211	-8.797863								
-191.1281	-9.106623								
-192.1027	-9.390824								
-193.089	-9.682521								
-194.0868	-9.990162								
-195.0809	-10.30288								
-196.0949	-10.64461								
-197.119	-11.00461								
-198.1181	-11.351								
-199.1258	-11.68549								
-200.1115	-12.02077								
-201.0852	-12.35164								
-202.0661	-12.67013								
-203.0482	-13.00249								
-204.0448	-13.34374								
-205.039	-13.66963								
-206.0298	-14.01407								
-207.0393	-14.39597								
-208.0464	-14.76822								
-209.0671	-15.1504								
-210.0848	-15.53689								
-211.0793	-15.88347								
-212.0752	-16.21169								
-213.0566	-16.54269								
-214.0432	-16.88489								
-215.0335	-17.22842								
-216.0596	-17.59047								
-217.0799	-17.96647								
-218.0941	-18.32343								
-219.0862	-18.67749								
-220.0797	-19.05354								
-221.0913	-19.41031								
-222.0656	-19.74486								
-223.0842	-20.0943								
-224.0761	-20.41541								
-225.0658	-20.73528								
-226.0988	-21.08343								
-227.1174	-21.4449								
-228.1239	-21.80431								
-229.1174	-22.15001								
-230.11	-22.48865								
-231.1173	-22.7868								
-232.1127	-23.06032								
-233.0953	-23.35723								
-234.0695	-23.6555								
-235.0414	-23.95358								
-236.0323	-24.28563								
-237.0509	-24.61297								
-238.0603	-24.92385								
-239.0725	-25.2436								
-240.0809	-25.54511								
-241.0775	-25.82336								
-242.0678	-26.07371								
-243.0333	-26.30938								
-244.0209	-26.54314								
-245.0075	-26.77433								
-246.0283	-27.03481								
-247.0708	-27.31898								
-248.0788	-27.58447								
-249.0966	-27.8378								
-250.1035	-28.07127								
-251.08	-28.25667								
-252.0672	-28.43248								
-253.0388	-28.60212								
-254.019	-28.77105								
-255.0393	-28.94434								
-256.0356	-29.12169								
-257.0511	-29.31084								
-258.0426	-29.49865								
-259.0365	-29.68029								
-260.0565	-29.8588								
-261.0651	-30.00938								
-262.0826	-30.11652								
-263.0676	-30.21663								
-264.0649	-30.30693								
-265.0869	-30.39808								
-266.0851	-30.50555								
-267.0933	-30.61966								
-268.0883	-30.72426								
-269.0756	-30.79894								
-270.0925	-30.86909								
-271.0938	-30.91652								
-272.0974	-30.93075								
-273.0839	-30.95548								
-274.0771	-30.97669								
-275.0605	-30.98382								
-276.0653	-31.0227								
-277.0822	-31.05128								
-278.0844	-31.07366								
-279.088	-31.07888								
-280.075	-31.05335								
-281.064	-31.018								
-282.035	-30.93748								
-283.0651	-30.87835								
-284.0982	-30.86686								
-285.0712	-30.79099								
-286.0852	-30.74718								
-287.0652	-30.70662								
-288.055	-30.60169								
-289.1024	-30.54187								
-290.1065	-30.46824								
-291.1267	-30.35661								
-292.1108	-30.23483								
-293.089	-30.11561								
-294.0704	-29.99525								
-295.0382	-29.87004								
-296.0255	-29.75613								
-297.0189	-29.66439								
-298.036	-29.55339								
-299.0559	-29.43735								
-300.0791	-29.32436								
-301.0956	-29.15847								
-302.084	-28.97661								
-303.0614	-28.80874								
-304.0337	-28.62471								
-305.0157	-28.4578								
-306.0222	-28.31049								
-307.0377	-28.16506								
-308.0674	-28.00999								
-309.0632	-27.84697								
-310.0621	-27.68581								
-311.0743	-27.50926								
-312.0642	-27.3273								
-313.062	-27.15713								
-314.0569	-26.97982								
-315.0266	-26.79676								
-316.0222	-26.63231								
-317.0346	-26.47072								
-318.048	-26.30953								
-319.0799	-26.13993								
-320.0794	-25.95738								
-321.0824	-25.75948								
-322.0785	-25.56868								
-323.0865	-25.38943								
-324.085	-25.20323								
-325.0903	-25.02516								
-326.0971	-24.83611								
-327.0881	-24.64516								
-328.0869	-24.46572								
-329.0927	-24.29232								
-330.1017	-24.10195								
-331.0824	-23.91932								
-332.0999	-23.73935								
-333.0838	-23.54583								
-334.074	-23.37852								
-335.0824	-23.2119								
-336.093	-23.04215								
-337.085	-22.87503								
-338.0838	-22.70726								
-339.0825	-22.51922								
-340.0383	-22.33727								
-341.0444	-22.16311								
-342.0465	-22.00311								
-343.0396	-21.85508								
-344.0663	-21.70358								
-345.0761	-21.54902								
-346.0659	-21.37668								
-347.0581	-21.20847								
-348.0443	-21.05482								
-349.045	-20.90081								
-350.0491	-20.75676								
-351.0556	-20.61983								
-352.0707	-20.48105								
-353.0582	-20.344								
-354.0642	-20.20697								
-355.0794	-20.06996								
-356.0671	-19.92379								
-357.0551	-19.77393								
-358.0301	-19.62975								
-359.0018	-19.48798								
-360.0051	-19.35178								
-361.0068	-19.22904								
-362.0139	-19.11292								
-363.0083	-18.99695								
-364.0165	-18.87556								
-365.0271	-18.74835								
-366.0349	-18.61414								
-367.0622	-18.48956								
-368.0286	-18.37762								
-369.0112	-18.27197								
-370.0152	-18.17196								
-371.0143	-18.06586								
-372.0298	-17.96374								
-373.0449	-17.86324								
-374.0397	-17.7619								
-375.0446	-17.6627								
-376.0448	-17.55816								
-377.0407	-17.44947								
-378.0562	-17.34383								
-379.029	-17.24481								
-380.0167	-17.14755								
-381.0122	-17.05973								
-382.0121	-16.97728								
-383.0075	-16.88462								
-384.0391	-16.78987								
-385.0406	-16.69842								
-386.0178	-16.60946								
-387.0158	-16.53101								
-387.9831	-16.46197								
-388.9543	-16.39325								
-389.9526	-16.32013								
-390.9578	-16.24724								
-391.9676	-16.17848								
-393.009	-16.10805								
-394.0103	-16.0394								
-395.0261	-15.97293								
-396.029	-15.90126								
-397.0198	-15.8233								
-398.0039	-15.75098								
-398.9954	-15.68288								
-399.9687	-15.61476								
-400.9587	-15.5578								
-401.98	-15.49268								
-402.9725	-15.42325								
-403.9796	-15.3596								
-404.9753	-15.30321								
-405.9572	-15.25599								
-406.9451	-15.20858								
-407.9514	-15.164								
-408.9473	-15.11148								
-409.9605	-15.05966								
-410.9467	-15.01748								
-411.9489	-14.97777								
-412.9673	-14.94127								
-413.9492	-14.90185								
-414.9659	-14.86221								
-415.9729	-14.816								
-416.9469	-14.76859								
-417.9473	-14.72553								
-418.9353	-14.68059								
-419.9291	-14.63869								
-420.9456	-14.60145								
-421.9635	-14.56364								
-422.9937	-14.5276								
-423.9965	-14.49608								
-425.0059	-14.46694								
-426.0157	-14.44134								
-427.018	-14.41166								
-428.0182	-14.38171								
-429.0241	-14.34989								
-430.0037	-14.31635								
-431.0106	-14.28982								
-432.0249	-14.26558								
-433.0185	-14.24129								
-434.022	-14.21765								
-435.0119	-14.19263								
-435.9868	-14.16315								
-436.9681	-14.13169								
-437.9792	-14.10395								
-438.9729	-14.0792								
-439.9914	-14.05656								
-440.9927	-14.04158								
-441.9821	-14.02284								
-442.9835	-14.00341								
-443.9754	-13.98677								
-444.9991	-13.96881								
-446.0118	-13.95398								
-447.0286	-13.93486								
-448.037	-13.9154								
-449.0261	-13.89426								
-450.03	-13.87424								
-451.0194	-13.85639								
-452.0258	-13.83728								
-453.0305	-13.82035								
-454.0192	-13.80202								
-455.0151	-13.78484								
-456.0026	-13.76645								
-456.9946	-13.74628								
-457.9925	-13.72644								
-458.9677	-13.71061								
-459.949	-13.69828								
-460.9303	-13.68468								
-461.9162	-13.67511								
-462.9515	-13.66384								
-463.9511	-13.65165								
-464.9686	-13.64472								
-465.9858	-13.63324								
-466.9762	-13.61695								
-467.9867	-13.59929								
-468.999	-13.58399								
-469.9974	-13.56838								
-471.012	-13.55677								
-472.0368	-13.55415								
-473.0522	-13.54031								
-474.064	-13.5256								
-475.0595	-13.51287								
-476.0632	-13.49049								
-477.0668	-13.48436								
-478.0666	-13.47502								
-479.073	-13.46353								
-480.0553	-13.45342								
-481.0397	-13.43753								
-482.0292	-13.42231								
-483.0292	-13.40504								
-484.0437	-13.38824								
-485.0356	-13.36984								
-486.0367	-13.35462								
-487.0235	-13.33604								
-488.0009	-13.31766								
-489.0081	-13.30389								
-489.9984	-13.28529								
-490.9981	-13.27564								
-492.0097	-13.26125								
-493.0036	-13.23861								
-494.0013	-13.21602								
-494.995	-13.18751								
-495.9874	-13.16113								
-496.9968	-13.14197								
-497.99	-13.12971								
-498.9659	-13.11955								
-499.9625	-13.11002								
-500.9349	-13.09185								
-501.9633	-13.07743								
-502.9707	-13.06028								
-503.9805	-13.04176								
-504.9961	-13.02462								
-505.9924	-12.99911								
-506.994	-12.97305								
-507.9702	-12.94669								
-508.9681	-12.91924								
-509.9503	-12.89713								
-510.9434	-12.87546								
-511.965	-12.8564								
-512.9387	-12.83203								
-513.9253	-12.80215								
-514.9462	-12.77831								
-515.9567	-12.75478								
-516.9919	-12.7398								
-518.0012	-12.72975								
-519.0067	-12.71357								
-519.9849	-12.69543								
-520.9816	-12.67415								
-522.0125	-12.65266								
-523.0152	-12.63289								
-524.0266	-12.61361								
-525.0049	-12.59093								
-525.9887	-12.56738								
-526.9748	-12.54003								
-527.9764	-12.51253								
-529.0004	-12.48863								
-529.9925	-12.46406								
-531.0007	-12.44362								
-532.0094	-12.41558								
-532.9961	-12.3884								
-534.025	-12.3661								
-535.048	-12.34762								
-536.026	-12.33774								
-537.0342	-12.32387								
-537.999	-12.30703								
-538.9556	-12.28302								
-539.9719	-12.25861								
-540.9603	-12.23558								
-541.9845	-12.21517								
-543.0123	-12.1991								
-544.0078	-12.18047								
-545.0359	-12.16343								
-546.0344	-12.1398								
-547.0107	-12.1151								
-548.0265	-12.08978								
-548.9919	-12.06561								
-549.9663	-12.044								
-550.9828	-12.01932								
-551.9636	-11.99799								
-552.9876	-11.97744								
-554.0125	-11.9582								
-555.0056	-11.94532								
-556.0031	-11.93042								
-556.9969	-11.91193								
-557.9797	-11.89388								
-558.9778	-11.87201								
-559.9782	-11.84978								
-560.9489	-11.83042								
-561.9626	-11.81178								
-562.9674	-11.79363								
-563.9485	-11.77614								
-564.9641	-11.75924								
-565.9467	-11.73644								
-566.9346	-11.7141								
-567.9409	-11.69026								
-568.9586	-11.66859								
-569.9738	-11.64964								
-570.9667	-11.637								
-571.9927	-11.6237								
-572.9854	-11.61146								
-573.9851	-11.60007								
-575.016	-11.58534								
-576.0049	-11.57232								
-576.9888	-11.55447								
-577.9783	-11.53708								
-578.9612	-11.51696								
-579.9697	-11.49634								
-580.9834	-11.47785								
-582.0013	-11.46056								
-583.021	-11.44329								
-584.0046	-11.42611								
-585.001	-11.40977								
-585.9806	-11.39043								
-586.9418	-11.37076								
-587.9237	-11.35682								
-588.9229	-11.34013								
-589.9122	-11.32997								
-590.9294	-11.32003								
-591.9457	-11.30812								
-592.9537	-11.30144								
-593.9716	-11.28972								
-594.969	-11.27973								
-595.9799	-11.26804								
-596.9604	-11.24915								
-597.9528	-11.23405								
-598.8633	-11.20449								
-599.2595	-11.15748								
-599.1778	-11.10037								
-598.5876	-11.03398								
-597.5912	-10.96645								
-596.589	-10.90455								
-595.6123	-10.85685								
-594.6091	-10.81174								
-593.5988	-10.77629								
-592.5879	-10.74903								
-591.5549	-10.71715								
-590.5621	-10.67714								
-589.5637	-10.64054								
-588.5818	-10.60085								
-587.607	-10.55788								
-586.6064	-10.51891								
-585.634	-10.47622								
-584.6528	-10.42562								
-583.6329	-10.38386								
-582.6292	-10.34579								
-581.6346	-10.30812								
-580.5988	-10.27995								
-579.586	-10.24468								
-578.6002	-10.21526								
-577.5886	-10.18427								
-576.6128	-10.15613								
-575.6472	-10.13331								
-574.6603	-10.10083								
-573.6672	-10.07142								
-572.6678	-10.04123								
-571.669	-10.00557								
-570.6613	-9.969598								
-569.645	-9.932948								
-568.6471	-9.901808								
-567.6185	-9.866877								
-566.5997	-9.83209								
-565.5867	-9.80439								
-564.5931	-9.774342								
-563.6127	-9.744034								
-562.631	-9.722116								
-561.6511	-9.695469								
-560.6392	-9.663731								
-559.6412	-9.639386								
-558.6303	-9.608839								
-557.6224	-9.574276								
-556.6508	-9.554238								
-555.6574	-9.531246								
-554.6639	-9.509968								
-553.6743	-9.491063								
-552.6561	-9.458904								
-551.6445	-9.427756								
-550.6476	-9.394941								
-549.6481	-9.364615								
-548.624	-9.327091								
-547.6264	-9.292099								
-546.6288	-9.258957								
-545.6407	-9.2287								
-544.6484	-9.208158								
-543.6635	-9.189254								
-542.6524	-9.170975								
-541.6365	-9.146053								
-540.646	-9.120017								
-539.6328	-9.090165								
-538.6248	-9.056556								
-537.6456	-9.023169								
-536.6502	-8.988438								
-535.6492	-8.952172								
-534.6602	-8.921375								
-533.6498	-8.887597								
-532.6716	-8.862353								
-531.6808	-8.844513								
-530.691	-8.826778								
-529.6887	-8.813292								
-528.6583	-8.78637								
-527.6464	-8.75638								
-526.6129	-8.72283								
-525.6058	-8.691977								
-524.5932	-8.665627								
-523.604	-8.63915								
-522.6255	-8.609275								
-521.6202	-8.571839								
-520.6378	-8.539327								
-519.6324	-8.510145								
-518.6254	-8.485042								
-517.6088	-8.466566								
-516.5695	-8.442975								
-515.5422	-8.412231								
-514.5387	-8.381471								
-513.5645	-8.352658								
-512.6016	-8.323606								
-511.6396	-8.296011								
-510.652	-8.267094								
-509.6316	-8.226986								
-508.6307	-8.190705								
-507.6143	-8.159847								
-506.59	-8.131252								
-505.607	-8.111113								
-504.6031	-8.087658								
-503.6064	-8.058138								
-502.6137	-8.029733								
-501.6167	-7.997258								
-500.6357	-7.966245								
-499.639	-7.934093								
-498.6607	-7.895637								
-497.6412	-7.854273								
-496.626	-7.814018								
-495.6257	-7.778745								
