Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 1 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Ciclado - 20 Ciclos 2 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 1 - 6.3mM	Adsorbido 2 - 6.3mM	Adsorbido 2 - 6.3mM	Ru 6.3mM Au Desnudo	Ru 6.3mM Au Desnudo
1.601968	1.326926								
2.58284	1.324461								
3.57036	1.33654								
4.563696	1.341129								
5.545051	1.337833								
6.54196	1.334803								
7.558976	1.323358								
8.579102	1.317143								
9.58751	1.314631								
10.59396	1.312532								
11.56808	1.309491								
12.56185	1.307241								
13.51961	1.305149								
14.51896	1.308827								
15.53054	1.309029								
16.51697	1.307413								
17.55693	1.303454								
18.54113	1.297471								
19.53639	1.297028								
20.55007	1.292327								
21.52682	1.29376								
22.53342	1.292967								
23.52456	1.288111								
24.5115	1.296384								
25.48496	1.299387								
26.46559	1.300126								
27.45965	1.302574								
28.44558	1.295055								
29.45412	1.288415								
30.45201	1.285869								
31.43893	1.279825								
32.43604	1.278056								
33.43423	1.280635								
34.4431	1.28453								
35.44513	1.287158								
36.45485	1.290192								
37.45176	1.287612								
38.4379	1.27761								
39.47813	1.280003								
40.47559	1.28202								
41.49358	1.292497								
42.52247	1.297742								
43.48382	1.294022								
44.50372	1.287868								
45.52271	1.27549								
46.53267	1.273991								
47.57574	1.272054								
48.58311	1.268818								
49.58937	1.267837								
50.56999	1.261921								
51.54196	1.258798								
52.53796	1.25975								
53.50462	1.267538								
54.50975	1.272927								
55.51572	1.271488								
56.50485	1.26439								
57.51095	1.252813								
58.52152	1.247178								
59.52393	1.245033								
60.52202	1.246291								
61.5219	1.246129								
62.50244	1.244013								
63.49229	1.245047								
64.48292	1.248973								
65.48518	1.251878								
66.47403	1.252979								
67.45847	1.251551								
68.4577	1.247738								
69.45492	1.238804								
70.46519	1.233956								
71.49131	1.23311								
72.49503	1.230372								
73.50424	1.233428								
74.50462	1.236561								
75.49743	1.239467								
76.51489	1.24319								
77.51283	1.246155								
78.51472	1.246748								
79.50017	1.24567								
80.47281	1.243389								
81.45041	1.238124								
82.45749	1.230737								
83.44408	1.22298								
84.45889	1.220591								
85.48587	1.21896								
86.48341	1.220193								
87.51859	1.223494								
88.50884	1.22309								
89.49655	1.222926								
90.48193	1.231721								
91.46008	1.240239								
92.4648	1.242156								
93.46193	1.240901								
94.46924	1.234013								
95.49131	1.223309								
96.51799	1.220615								
97.55083	1.222938								
98.25062	1.182167								
98.43184	1.128616								
98.09193	1.06831								
97.23509	1.001442								
96.21375	0.970486								
95.19671	0.950527								
94.21803	0.934152								
93.238	0.918847								
92.2394	0.904707								
91.25629	0.890188								
90.25957	0.87169								
89.24508	0.853773								
88.25533	0.836624								
87.24148	0.820641								
86.20407	0.80551								
85.21407	0.794634								
84.21218	0.784868								
83.21757	0.778658								
82.24852	0.775446								
81.24671	0.769258								
80.24468	0.76474								
79.23735	0.75244								
78.2098	0.740815								
77.19159	0.730962								
76.19636	0.718166								
75.22247	0.718128								
74.24726	0.716021								
73.26901	0.710758								
72.26963	0.704633								
71.2664	0.690949								
70.26914	0.675847								
69.27222	0.662791								
68.26795	0.6509								
67.23409	0.64017								
66.21584	0.63471								
65.19235	0.630477								
64.17743	0.630463								
63.22211	0.632718								
62.25114	0.632044								
61.272	0.630507								
60.29834	0.625143								
59.27225	0.614917								
58.24038	0.60583								
57.23146	0.602156								
56.21248	0.604396								
55.20661	0.605642								
54.21938	0.603096								
53.26075	0.595243								
52.27671	0.579867								
51.30871	0.571101								
50.32284	0.564942								
49.31419	0.555277								
48.30916	0.546854								
47.27318	0.538023								
46.25217	0.529926								
45.23415	0.528741								
44.22697	0.531079								
43.2561	0.531435								
42.26919	0.531958								
41.26642	0.529158								
40.28887	0.526022								
39.28834	0.519472								
38.27044	0.52091								
37.26981	0.527745								
36.2515	0.526282								
35.22426	0.526822								
34.23292	0.517722								
33.23604	0.499633								
32.24841	0.487993								
31.27102	0.479643								
30.29188	0.472962								
29.28819	0.469267								
28.28162	0.46456								
27.28279	0.454962								
26.25449	0.447946								
25.26451	0.441129								
24.26788	0.440127								
23.26986	0.445855								
22.27071	0.453329								
21.27235	0.459038								
20.27224	0.44987								
19.25715	0.443734								
18.28149	0.431054								
17.27579	0.428952								
16.26521	0.427807								
15.25655	0.426474								
14.25425	0.416974								
13.24749	0.409907								
12.25841	0.409871								
11.28322	0.400858								
10.25947	0.405765								
9.271138	0.399708								
8.269028	0.39364								
7.266186	0.396923								
6.296663	0.392091								
5.309658	0.393004								
4.322571	0.391091								
3.319064	0.381184								
2.324182	0.384397								
1.319912	0.385109								
0.311121	0.393025								
-0.659449	0.398602								
-1.630633	0.390087								
-2.582292	0.377263								
-3.540348	0.360574								
-4.504287	0.348519								
-5.513028	0.338546								
-6.536693	0.335271								
-7.53985	0.332184								
-8.571673	0.327448								
-9.592096	0.326898								
-10.56001	0.326345								
-11.54096	0.325414								
-12.53641	0.32535								
-13.48556	0.326012								
-14.49658	0.319584								
-15.517	0.314078								
-16.52202	0.313763								
-17.57538	0.314847								
-18.6075	0.319278								
-19.603	0.319349								
-20.59198	0.31095								
-21.57729	0.297174								
-22.56561	0.279962								
-23.58048	0.271057								
-24.58119	0.263755								
-25.58684	0.258914								
-26.59113	0.260668								
-27.56846	0.256804								
-28.57456	0.255838								
-29.55798	0.254546								
-30.54206	0.252935								
-31.54622	0.251246								
-32.53234	0.247741								
-33.54301	0.247436								
-34.54753	0.240516								
-35.56863	0.242369								
-36.58621	0.24677								
-37.5678	0.243176								
-38.57644	0.240574								
-39.5687	0.231389								
-40.54432	0.21928								
-41.55996	0.210127								
-42.55553	0.204829								
-43.54563	0.195523								
-44.55939	0.189701								
-45.56267	0.183217								
-46.5903	0.176735								
-47.60524	0.174325								
-48.62881	0.169841								
-49.61234	0.169372								
-50.5702	0.169818								
-51.5276	0.169425								
-52.48676	0.16307								
-53.49576	0.159556								
-54.50472	0.150199								
-55.52742	0.145033								
-56.55255	0.144657								
-57.56425	0.136811								
-58.56882	0.132868								
-59.57488	0.121117								
-60.56793	0.113072								
-61.56273	0.10705								
-62.56248	0.101005								
-63.56843	0.098097								
-64.55542	0.093324								
-65.55412	0.083587								
-66.55222	0.076329								
-67.56943	0.066929								
-68.5958	0.057744								
-69.58858	0.053789								
-70.60526	0.049231								
-71.58367	0.048367								
-72.57605	0.042054								
-73.58053	0.038217								
-74.5677	0.027743								
-75.55402	0.013825								
-76.55547	0.003382								
-77.53945	-0.008933								
-78.53957	-0.019906								
-79.5676	-0.029636								
-80.552	-0.035008								
-81.55966	-0.043287								
-82.54961	-0.046142								
-83.53922	-0.050468								
-84.54774	-0.059045								
-85.56328	-0.071244								
-86.56618	-0.08792								
-87.56295	-0.099919								
-88.5499	-0.114279								
-89.53905	-0.120271								
-90.53497	-0.121176								
-91.5166	-0.130049								
-92.52598	-0.140537								
-93.51392	-0.154343								
-94.53883	-0.175281								
-95.55807	-0.195361								
-96.57301	-0.21006								
-97.5802	-0.225231								
-98.55134	-0.238912								
-99.54929	-0.251855								
-100.5301	-0.262508								
-101.5038	-0.272828								
-102.5029	-0.282413								
-103.4839	-0.290218								
-104.4564	-0.307039								
-105.4782	-0.32956								
-106.4826	-0.349967								
-107.4984	-0.372908								
-108.537	-0.387722								
-109.5552	-0.391911								
-110.5666	-0.404439								
-111.5585	-0.420137								
-112.5461	-0.445052								
-113.5357	-0.47611								
-114.5405	-0.503587								
-115.551	-0.530728								
-116.578	-0.55318								
-117.5853	-0.578104								
-118.5888	-0.601567								
-119.6159	-0.62337								
-120.6103	-0.640781								
-121.5947	-0.659844								
-122.5861	-0.676739								
-123.544	-0.696703								
-124.5344	-0.724628								
-125.5484	-0.757763								
-126.5725	-0.794371								
-127.582	-0.820199								
-128.582	-0.840054								
-129.5738	-0.859355								
-130.5688	-0.878599								
-131.5909	-0.916205								
-132.6024	-0.947894								
-133.6096	-0.985155								
-134.615	-1.024581								
-135.6214	-1.059639								
-136.5994	-1.106742								
-137.6073	-1.138826								
-138.5949	-1.173866								
-139.5692	-1.203646								
-140.5882	-1.241259								
-141.5802	-1.271017								
-142.5849	-1.311005								
-143.5981	-1.348909								
-144.6211	-1.39093								
-145.6291	-1.444952								
-146.6295	-1.484064								
-147.6049	-1.518805								
-148.5779	-1.552261								
-149.5897	-1.594359								
-150.5919	-1.639809								
-151.5822	-1.694412								
-152.56	-1.74602								
-153.5328	-1.792463								
-154.5039	-1.83807								
-155.5096	-1.898537								
-156.5083	-1.954606								
-157.5093	-2.01142								
-158.5197	-2.070248								
-159.5541	-2.119438								
-160.5491	-2.162483								
-161.5817	-2.208982								
-162.581	-2.258842								
-163.5735	-2.308777								
-164.5849	-2.367475								
-165.5535	-2.422965								
-166.5464	-2.477632								
-167.5258	-2.533037								
-168.5467	-2.596897								
-169.5545	-2.665417								
-170.559	-2.726089								
-171.5659	-2.792508								
-172.5501	-2.851065								
-173.5548	-2.906188								
-174.5627	-2.97138								
-175.5636	-3.040624								
-176.5702	-3.108348								
-177.5767	-3.178227								
-178.5695	-3.245329								
-179.573	-3.301751								
-180.5598	-3.353714								
-181.5258	-3.410136								
-182.5226	-3.47027								
-183.4993	-3.529073								
-184.4992	-3.599261								
-185.5134	-3.669261								
-186.4942	-3.734645								
-187.5266	-3.807334								
-188.5497	-3.880457								
-189.5389	-3.946794								
-190.5542	-4.010574								
-191.5256	-4.067704								
-192.4804	-4.122485								
-193.4583	-4.181571								
-194.4591	-4.243948								
-195.4524	-4.320458								
-196.4903	-4.391246								
-197.5158	-4.459937								
-198.5205	-4.528965								
-199.5475	-4.5843								
-200.5237	-4.634534								
-201.5063	-4.68584								
-202.4875	-4.734892								
-203.4691	-4.788179								
-204.4584	-4.851532								
-205.4607	-4.914219								
-206.4453	-4.983438								
-207.4376	-5.047708								
-208.4565	-5.111103								
-209.4793	-5.172855								
-210.5029	-5.217914								
-211.5028	-5.264165								
-212.5096	-5.306444								
-213.504	-5.350551								
-214.5142	-5.404776								
-215.5347	-5.463084								
-216.5466	-5.520874								
-217.5415	-5.573325								
-218.5114	-5.620176								
-219.4841	-5.662075								
-220.4601	-5.693149								
-221.4554	-5.727591								
-222.4899	-5.769026								
-223.5143	-5.806916								
-224.5212	-5.854979								
-225.5161	-5.90584								
-226.4994	-5.950925								
-227.4959	-5.994526								
-228.5043	-6.035133								
-229.4975	-6.065178								
-230.4937	-6.08583								
-231.4711	-6.105003								
-232.4379	-6.129776								
-233.4549	-6.157957								
-234.4327	-6.18965								
-235.4626	-6.235861								
-236.4886	-6.268942								
-237.4951	-6.298366								
-238.5162	-6.329534								
-239.5262	-6.33913								
-240.5143	-6.3525								
-241.4989	-6.372441								
-242.514	-6.397178								
-243.4691	-6.426171								
-244.4674	-6.458919								
-245.4711	-6.48937								
-246.4714	-6.513692								
-247.4986	-6.534685								
-248.5254	-6.552741								
-249.5353	-6.562057								
-250.5176	-6.56371								
-251.5149	-6.575232								
-252.4909	-6.584297								
-253.4683	-6.595139								
-254.4799	-6.618618								
-255.4809	-6.635955								
-256.4743	-6.649186								
-257.4807	-6.657876								
-258.481	-6.661161								
-259.4846	-6.663883								
-260.5066	-6.671652								
-261.5201	-6.691712								
-262.5229	-6.711116								
-263.5138	-6.727775								
-264.4958	-6.745148								
-265.5056	-6.756005								
-266.5028	-6.763747								
-267.5141	-6.7715								
-268.5401	-6.776324								
-269.5289	-6.775837								
-270.544	-6.775656								
-271.5435	-6.779199								
-272.5189	-6.781176								
-273.5208	-6.78686								
-274.504	-6.795367								
-275.5094	-6.800965								
-276.5185	-6.798269								
-277.515	-6.792897								
-278.535	-6.795501								
-279.5274	-6.801759								
-280.5375	-6.817332								
-281.5334	-6.823718								
-282.5025	-6.828075								
-283.4975	-6.831578								
-284.4937	-6.843559								
-285.5185	-6.854593								
-286.5455	-6.864045								
-287.5563	-6.863213								
-288.5449	-6.856936								
-289.5228	-6.857743								
-290.5099	-6.858537								
-291.5225	-6.863112								
-292.5325	-6.86599								
-293.5247	-6.868916								
-294.5246	-6.872151								
-295.5037	-6.866287								
-296.4904	-6.868009								
-297.5092	-6.872429								
-298.5123	-6.874733								
-299.503	-6.886081								
-300.5186	-6.883296								
-301.4993	-6.884488								
-302.4747	-6.886652								
-303.496	-6.888391								
-304.4867	-6.894973								
-305.4898	-6.90251								
-306.4883	-6.904666								
-307.4673	-6.90763								
-308.4417	-6.91215								
-309.448	-6.914335								
-310.4653	-6.913994								
-311.4718	-6.914671								
-312.4864	-6.91612								
-313.493	-6.91527								
-314.485	-6.917011								
-315.487	-6.924254								
-316.5059	-6.928052								
-317.5003	-6.931601								
-318.517	-6.942256								
-319.5231	-6.943851								
-320.5052	-6.945595								
-321.4947	-6.949062								
-322.4859	-6.948589								
-323.4774	-6.950281								
-324.4671	-6.953284								
-325.4843	-6.961164								
-326.4912	-6.96629								
-327.5019	-6.972694								
-328.5281	-6.978859								
-329.5172	-6.980952								
-330.5134	-6.979036								
-331.4916	-6.97907								
-332.4744	-6.979617								
-333.4539	-6.978827								
-334.4321	-6.988752								
-335.4317	-6.998294								
-336.4557	-7.006617								
-337.4926	-7.015537								
-338.5191	-7.019833								
-339.5356	-7.023215								
-340.5229	-7.022667								
-341.5008	-7.022495								
-342.4918	-7.023138								
-343.4727	-7.019767								
-344.4497	-7.024536								
-345.4891	-7.03238								
-346.4852	-7.038072								
-347.498	-7.049105								
-348.5168	-7.055027								
-349.4872	-7.054089								
-350.4739	-7.053214								
-351.4886	-7.052491								
-352.484	-7.055881								
-353.4747	-7.063599								
-354.492	-7.074513								
-355.4803	-7.086195								
-356.4905	-7.094228								
-357.4946	-7.101898								
-358.4941	-7.108255								
-359.4538	-7.109072								
-360.4249	-7.109307								
-361.4188	-7.108774								
-362.4151	-7.106248								
-363.4382	-7.107708								
-364.4481	-7.111752								
-365.4517	-7.120426								
-366.4626	-7.130035								
-367.4753	-7.137566								
-368.4964	-7.13835								
-369.5079	-7.129268								
-370.483	-7.12889								
-371.477	-7.131942								
-372.4546	-7.144127								
-373.4395	-7.160744								
-374.4477	-7.170066								
-375.4686	-7.178982								
-376.4868	-7.187537								
-377.4875	-7.195236								
-378.4904	-7.200243								
-379.4844	-7.203719								
-380.4754	-7.200556								
-381.4772	-7.197769								
-382.4725	-7.201479								
-383.4499	-7.20176								
-384.4348	-7.207326								
-385.4194	-7.218328								
-386.4274	-7.220843								
-387.4336	-7.221152								
-388.4406	-7.217521								
-389.4438	-7.215429								
-390.419	-7.220743								
-391.4178	-7.231965								
-392.4111	-7.248701								
-393.4225	-7.258763								
-394.4253	-7.266145								
-395.4247	-7.275076								
-396.4297	-7.282971								
-397.4135	-7.286898								
-398.4211	-7.293787								
-399.4222	-7.296689								
-400.4306	-7.295146								
-401.4394	-7.29835								
-402.4392	-7.297971								
-403.4411	-7.29968								
-404.4184	-7.303578								
-405.4213	-7.306945								
-406.4398	-7.305641								
-407.4283	-7.304288								
-408.4218	-7.310428								
-409.3936	-7.317473								
-410.3374	-7.330593								
-411.3082	-7.344089								
-412.3107	-7.352333								
-413.3021	-7.358201								
-414.3248	-7.364555								
-415.3395	-7.370867								
-416.3643	-7.376372								
-417.4056	-7.383688								
-418.4231	-7.390281								
-419.4731	-7.394756								
-420.4606	-7.396789								
-421.4459	-7.397891								
-422.4451	-7.397696								
-423.4039	-7.397949								
-424.4031	-7.403346								
-425.4179	-7.408363								
-426.4324	-7.413557								
-427.4638	-7.421096								
-428.4793	-7.427085								
-429.4755	-7.435107								
-430.461	-7.447643								
-431.4371	-7.453113								
-432.4162	-7.458864								
-433.4133	-7.464902								
-434.4249	-7.463688								
-435.4188	-7.460651								
-436.4195	-7.465477								
-437.4319	-7.473243								
-438.4233	-7.480137								
-439.4359	-7.493788								
-440.4537	-7.499724								
-441.4546	-7.506008								
-442.4622	-7.508142								
-443.4572	-7.517048								
-444.4689	-7.523691								
-445.4431	-7.519101								
-446.4394	-7.528889								
-447.4417	-7.539583								
-448.4265	-7.541829								
-449.4462	-7.549896								
-450.4345	-7.554266								
-451.4385	-7.554093								
-452.4393	-7.559706								
-453.45	-7.568038								
-454.4611	-7.573452								
-455.4589	-7.57482								
-456.4675	-7.577647								
-457.4407	-7.579878								
-458.4205	-7.582365								
-459.4021	-7.586412								
-460.3969	-7.592586								
-461.3899	-7.59428								
-462.4154	-7.593897								
-463.431	-7.595018								
-464.4333	-7.600785								
-465.4493	-7.612215								
-466.4336	-7.624983								
-467.4333	-7.637583								
-468.4191	-7.643274								
-469.42	-7.649254								
-470.4329	-7.654761								
-471.4456	-7.658682								
-472.4573	-7.667689								
-473.4485	-7.673188								
-474.4538	-7.681605								
-475.4287	-7.688923								
-476.4182	-7.689977								
-477.4332	-7.694243								
-478.4155	-7.698447								
-479.4364	-7.70387								
-480.4449	-7.712065								
-481.429	-7.714688								
-482.4322	-7.715958								
-483.4428	-7.720994								
-484.4467	-7.7291								
-485.4591	-7.740899								
-486.45	-7.751651								
-487.4168	-7.758392								
-488.3987	-7.763785								
-489.3805	-7.76733								
-490.367	-7.771819								
-491.3825	-7.778867								
-492.3929	-7.783732								
-493.3959	-7.790501								
-494.4238	-7.798162								
-495.4258	-7.802077								
-496.4158	-7.807697								
-497.4294	-7.814905								
-498.4038	-7.81915								
-499.382	-7.824771								
-500.3818	-7.834043								
-501.3891	-7.839798								
-502.4074	-7.849194								
-503.433	-7.857209								
-504.4293	-7.861572								
-505.4315	-7.869715								
-506.4258	-7.873376								
-507.3916	-7.878658								
-508.4003	-7.885028								
-509.3774	-7.886866								
-510.3751	-7.892991								
-511.3895	-7.898603								
-512.3896	-7.903224								
-513.3698	-7.908936								
-514.3774	-7.913833								
-515.3929	-7.918384								
-516.3907	-7.920862								
-517.3879	-7.92637								
-518.3766	-7.93175								
-519.3777	-7.938625								
-520.3856	-7.949463								
-521.4139	-7.959402								
-522.4266	-7.967555								
-523.4106	-7.97581								
-524.395	-7.981737								
-525.3912	-7.986863								
-526.3781	-7.994432								
-527.3711	-7.995921								
-528.3799	-7.999057								
-529.3943	-8.001198								
-530.429	-8.004011								
-531.4506	-8.012786								
-532.4604	-8.019115								
-533.4658	-8.027571								
-534.4378	-8.03323								
-535.4214	-8.032109								
-536.419	-8.033667								
-537.4096	-8.037449								
-538.406	-8.045526								
-539.4158	-8.058994								
-540.4182	-8.072482								
-541.4249	-8.083654								
-542.4517	-8.091351								
-543.4484	-8.099012								
-544.4392	-8.104385								
-545.4283	-8.108667								
-546.4159	-8.112228								
-547.4244	-8.112873								
-548.4296	-8.11428								
-549.4164	-8.116085								
-550.4068	-8.119858								
-551.3954	-8.129571								
-552.4117	-8.138174								
-553.4312	-8.140786								
-554.4254	-8.139177								
-555.4279	-8.134199								
-556.4027	-8.137886								
-557.3865	-8.150814								
-558.3936	-8.167294								
-559.3849	-8.183781								
-560.3858	-8.191483								
-561.402	-8.19984								
-562.4011	-8.20827								
-563.3849	-8.213674								
-564.3654	-8.22156								
-565.3532	-8.223008								
-566.3553	-8.224225								
-567.3818	-8.226769								
-568.3894	-8.229034								
-569.3839	-8.233057								
-570.3691	-8.237471								
-571.3621	-8.246004								
-572.4103	-8.247024								
-573.4191	-8.246131								
-574.4431	-8.246588								
-575.4678	-8.251051								
-576.4125	-8.263308								
-577.3952	-8.278194								
-578.382	-8.293385								
-579.363	-8.300438								
-580.3782	-8.304615								
-581.3871	-8.31345								
-582.3912	-8.31953								
-583.4064	-8.326392								
-584.4202	-8.336596								
-585.425	-8.340612								
-586.425	-8.347664								
-587.4022	-8.351055								
-588.3857	-8.361367								
-589.3683	-8.362877								
-590.3632	-8.361785								
-591.3698	-8.369708								
-592.3716	-8.366492								
-593.3832	-8.374238								
-594.3846	-8.382699								
-595.3834	-8.389836								
-596.3843	-8.403944								
-597.3863	-8.414877								
-598.3901	-8.423643								
-599.1194	-8.415251								
-599.3211	-8.379117								
-599.0403	-8.349962								
-598.2537	-8.31948								
-597.239	-8.2941								
-596.2563	-8.294071								
-595.2505	-8.275424								
-594.2296	-8.259087								
-593.2238	-8.242376								
-592.2185	-8.223789								
-591.2304	-8.218581								
-590.2452	-8.210342								
-589.247	-8.203964								
-588.2419	-8.190969								
-587.2272	-8.174315								
-586.2303	-8.157049								
-585.2467	-8.14624								
-584.2769	-8.136887								
-583.3096	-8.127567								
-582.314	-8.114044								
-581.2991	-8.093544								
-580.2824	-8.081215								
-579.2538	-8.07428								
-578.2483	-8.07195								
-577.2545	-8.072791								
-576.2385	-8.065813								
-575.2492	-8.053139								
-574.2379	-8.04465								
-573.2379	-8.03702								
-572.2597	-8.0283								
-571.2629	-8.019721								
-570.2711	-8.007606								
-569.2653	-7.992819								
-568.2381	-7.982353								
-567.2103	-7.976095								
-566.2289	-7.969242								
-565.2551	-7.96403								
-564.2864	-7.960959								
-563.3058	-7.951561								
-562.2916	-7.9431								
-561.2597	-7.935312								
-560.2686	-7.92283								
-559.2604	-7.911314								
-558.2548	-7.901654								
-557.2701	-7.890777								
-556.2341	-7.881456								
-555.2283	-7.875692								
-554.224	-7.869444								
-553.2179	-7.866128								
-552.2396	-7.861948								
-551.2488	-7.85589								
-550.2703	-7.849979								
-549.2945	-7.839921								
-548.2745	-7.829054								
-547.2593	-7.821465								
-546.2632	-7.811045								
-545.2263	-7.802837								
-544.2551	-7.789863								
-543.2733	-7.772041								
-542.2465	-7.76133								
-541.2629	-7.756656								
-540.2534	-7.756259								
-539.2366	-7.753985								
-538.2377	-7.747408								
-537.2325	-7.733335								
-536.2313	-7.72178								
-535.2378	-7.71359								
-534.2664	-7.706052								
-533.2834	-7.699964								
-532.2861	-7.690639								
-531.2942	-7.675449								
-530.2987	-7.663405								
-529.2892	-7.657334								
-528.2814	-7.654297								
-527.2842	-7.658267								
-526.2654	-7.655163								
-525.274	-7.646534								
-524.2848	-7.637919								
-523.2975	-7.629287								
-522.3017	-7.622334								
-521.2927	-7.615213								
-520.2705	-7.606112								
-519.2527	-7.592474								
-518.2436	-7.584135								
-517.2148	-7.579825								
-516.2151	-7.577065								
-515.2046	-7.579149								
-514.2113	-7.577281								
-513.2374	-7.56846								
-512.2582	-7.55933								
-511.289	-7.548243								
-510.2812	-7.536298								
-509.2749	-7.525772								
-508.2647	-7.514076								
-507.2549	-7.503259								
-506.2484	-7.492584								
-505.2371	-7.484266								
-504.2334	-7.479515								
-503.2411	-7.475348								
-502.2496	-7.472167								
-501.2736	-7.46825								
-500.2812	-7.460938								
-499.2565	-7.447226								
-498.2624	-7.434325								
-497.2531	-7.420006								
-496.244	-7.409358								
-495.255	-7.403761								
-494.2519	-7.391457								
-493.2772	-7.377865								
-492.2969	-7.367779								
-491.3013	-7.361056								
-490.298	-7.361861								
-489.2915	-7.363812								
-488.2787	-7.357459								
-487.2917	-7.349831								
-486.2799	-7.338828								
-485.257	-7.330417								
-484.271	-7.32505								
-483.2678	-7.319449								
-482.3004	-7.312047								
-481.3255	-7.29684								
-480.3406	-7.285794								
-479.3426	-7.277843								
-478.3085	-7.273971								
-477.2873	-7.275711								
-476.2492	-7.273145								
-475.2285	-7.263484								
-474.2671	-7.2553								
-473.2908	-7.247002								
-472.3033	-7.236945								
-471.3192	-7.228685								
-470.3047	-7.217053								
-469.2896	-7.20649								
-468.2791	-7.194884								
-467.2615	-7.186683								
-466.2502	-7.179861								
-465.2271	-7.172445								
-464.2509	-7.172454								
-463.2554	-7.16817								
-462.2467	-7.160802								
-461.256	-7.154044								
-460.2704	-7.144446								
-459.2567	-7.128502								
-458.2586	-7.115596								
-457.2815	-7.109971								
-456.2535	-7.096043								
-455.2802	-7.084274								
-454.2924	-7.077912								
-453.2923	-7.06545								
-452.3097	-7.062104								
-451.3141	-7.065042								
-450.3366	-7.059513								
-449.3394	-7.056142								
-448.3269	-7.043253								
-447.3261	-7.03032								
-446.2938	-7.018472								
-445.2783	-7.004007								
-444.2954	-6.99486								
-443.2866	-6.979966								
-442.3121	-6.969723								
-441.3332	-6.959391								
-440.3124	-6.955594								
-439.3008	-6.952282								
-438.2782	-6.947228								
-437.2693	-6.93931								
-436.2567	-6.92407								
-435.2786	-6.914028								
-434.3	-6.90533								
-433.294	-6.898174								
-432.3107	-6.891314								
-431.3119	-6.878082								
-430.3153	-6.859708								
-429.3002	-6.850872								
-428.2973	-6.8431								
-427.2864	-6.841227								
-426.2518	-6.840361								
-425.2581	-6.82958								
-424.2285	-6.821836								
-423.212	-6.812998								
-422.243	-6.804107								
-421.266	-6.795438								
-420.2829	-6.783758								
-419.2796	-6.769794								
-418.2412	-6.757536								
-417.2065	-6.7506								
-416.1973	-6.74365								
-415.2163	-6.742631								
-414.2241	-6.738629								
-413.2169	-6.730614								
-412.2211	-6.721161								
-411.2137	-6.709122								
-410.2185	-6.696938								
-409.2496	-6.680892								
-408.2563	-6.667074								
-407.2532	-6.652181								
-406.2681	-6.639185								
-405.2641	-6.630017								
-404.2719	-6.621498								
-403.2651	-6.615531								
-402.2737	-6.608389								
-401.2665	-6.602742								
-400.2665	-6.594005								
-399.2563	-6.578869								
-398.2486	-6.565629								
-397.2643	-6.55003								
-396.2612	-6.536258								
-395.2963	-6.526816								
-394.2952	-6.516638								
-393.2749	-6.499651								
-392.2729	-6.483604								
-391.282	-6.475192								
-390.2943	-6.467398								
-389.3062	-6.465753								
-388.2832	-6.462059								
-387.2468	-6.450464								
-386.2345	-6.438115								
-385.2283	-6.426178								
-384.2707	-6.420622								
-383.3135	-6.411807								
-382.3104	-6.40251								
-381.3101	-6.387603								
-380.3232	-6.366611								
-379.2987	-6.356411								
-378.3079	-6.34889								
-377.3246	-6.347871								
-376.3118	-6.344546								
-375.3195	-6.334462								
-374.3229	-6.323343								
-373.3324	-6.311481								
-372.3338	-6.300303								
-371.3492	-6.289803								
-370.3615	-6.274834								
-369.3323	-6.257951								
-368.3279	-6.24359								
-367.3123	-6.230393								
-366.3011	-6.21932								
-365.3048	-6.212138								
-364.3124	-6.208043								
-363.3149	-6.198341								
-362.3173	-6.189974								
-361.3235	-6.178336								
-360.3194	-6.161885								
-359.3198	-6.144939								
-358.3279	-6.127324								
-357.3217	-6.113717								
-356.2927	-6.099113								
-355.296	-6.089742								
-354.2986	-6.078678								
-353.3127	-6.067999								
-352.3471	-6.059937								
-351.3715	-6.052604								
-350.3585	-6.043244								
-349.3397	-6.031287								
-348.3372	-6.019947								
-347.3244	-6.00458								
-346.34	-5.99314								
-345.3551	-5.981944								
-344.3499	-5.966838								
-343.3595	-5.9436								
-342.3409	-5.921355								
-341.362	-5.904956								
-340.3711	-5.890285								
-339.3549	-5.88647								
-338.3604	-5.880838								
-337.3292	-5.866703								
-336.3203	-5.852104								
-335.2936	-5.837009								
-334.2881	-5.824329								
-333.3199	-5.814744								
-332.3208	-5.803461								
-331.3484	-5.785309								
-330.3618	-5.760158								
-329.3437	-5.740135								
-328.3651	-5.7247								
-327.3537	-5.71472								
-326.3413	-5.710661								
-325.3555	-5.698174								
-324.3362	-5.685616								
-323.3499	-5.671922								
-322.3711	-5.655604								
-321.3779	-5.640915								
-320.3904	-5.620197								
-319.3822	-5.598643								
-318.3492	-5.575405								
-317.3119	-5.556341								
-316.3096	-5.541944								
-315.3134	-5.531078								
-314.3251	-5.522858								
-313.3428	-5.507774								
-312.321	-5.489043								
-311.2986	-5.468485								
-310.2872	-5.444543								
-309.2697	-5.420406								
-308.2765	-5.401086								
-307.2811	-5.385206								
-306.3104	-5.367738								
-305.3189	-5.350883								
-304.3235	-5.326771								
-303.3618	-5.301365								
-302.3734	-5.277499								
