Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Cilclado - 20 ciclos 1 - 3.15mM	Cilclado - 20 ciclos 1 - 3.15mM	Cilclado - 20 ciclos 2 - 3.15mM	Cilclado - 20 ciclos 2 - 3.15mM	Adsorbido 1 - 3.15mM	Adsorbido 1 - 3.15mM	Adsorbido 2 - 3.15mM	Adsorbido 2 - 3.15mM	Adsorbido 3 - 3.15mM	Adsorbido 3 - 3.15mM	Adsorbido 4 - 3.15mM	Adsorbido 4 - 3.15mM	Adsorbido 5 - 3.15mM	Adsorbido 5 - 3.15mM	Adsorbido 6 - 3.15mM	Adsorbido 6 - 3.15mM	Adsorbido 7 - 3.15mM	Adsorbido 7 - 3.15mM	Ru 3.15mM - Au Desnudo	Ru 3.15mM - Au Desnudo
-589.6484	-4.482416	-589.7012	-5.222651																
-588.6711	-4.467393	-588.7264	-5.184985																
-587.6998	-4.452002	-587.7103	-5.143736																
-586.7012	-4.435335	-586.7043	-5.103035																
-585.7036	-4.422989	-585.6982	-5.067517																
-584.73	-4.412936	-584.6976	-5.030733																
-583.7354	-4.404333	-583.7035	-4.995173																
-582.7401	-4.394992	-582.7308	-4.963418																
-581.7366	-4.382987	-581.7216	-4.927789																
-580.7114	-4.370165	-580.7156	-4.893559																
-579.676	-4.356161	-579.7167	-4.859828																
-578.6855	-4.342632	-578.7002	-4.824972																
-577.6937	-4.329449	-577.7134	-4.792292																
-576.702	-4.315846	-576.7189	-4.760244																
-575.7469	-4.302434	-575.7195	-4.727839																
-574.7139	-4.29044	-574.7148	-4.69506																
-573.6963	-4.278976	-573.6833	-4.661371																
-572.6823	-4.268803	-572.6832	-4.629121																
-571.6619	-4.25974	-571.6971	-4.597699																
-570.6755	-4.250813	-570.6996	-4.565073																
-569.6854	-4.241436	-569.7136	-4.535686																
-568.6866	-4.230072	-568.7181	-4.504208																
-567.683	-4.218682	-567.69	-4.473069																
-566.6867	-4.206714	-566.6854	-4.443826																
-565.6893	-4.193465	-565.6842	-4.413486																
-564.6835	-4.181638	-564.6596	-4.381565																
-563.6851	-4.169361	-563.6642	-4.350696																
-562.6746	-4.157523	-562.6725	-4.322413																
-561.6796	-4.147024	-561.6752	-4.292016																
-560.6918	-4.137471	-560.6852	-4.26333																
-559.7113	-4.128765	-559.7124	-4.232874																
-558.7289	-4.119916	-558.7019	-4.20183																
-557.7423	-4.11095	-557.6946	-4.172309																
-556.743	-4.102376	-556.7227	-4.145317																
-555.732	-4.090508	-555.6989	-4.117234																
-554.725	-4.078304	-554.7048	-4.086608																
-553.707	-4.067604	-553.715	-4.056971																
-552.7103	-4.055114	-552.6997	-4.026352																
-551.6969	-4.045599	-551.7046	-3.997855																
-550.7073	-4.034741	-550.7327	-3.971028																
-549.7163	-4.021735	-549.7615	-3.941506																
-548.7067	-4.009525	-548.7862	-3.9113																
-547.727	-3.999751	-547.7878	-3.879924																
-546.7208	-3.991338	-546.7637	-3.848097																
-545.7026	-3.984402	-545.7446	-3.819114																
-544.7126	-3.976848	-544.7081	-3.787612																
-543.6977	-3.965915	-543.7211	-3.760681																
-542.6929	-3.954884	-542.7332	-3.731971																
-541.6902	-3.942468	-541.7092	-3.699948																
-540.6784	-3.932594	-540.6985	-3.671599																
-539.6921	-3.923231	-539.6907	-3.640485																
-538.6935	-3.912021	-538.6718	-3.610114																
-537.7063	-3.900531	-537.6871	-3.581367																
-536.7162	-3.88855	-536.7001	-3.549526																
-535.7005	-3.877891	-535.7129	-3.5153																
-534.7014	-3.87065	-534.7255	-3.481377																
-533.7146	-3.864466	-533.7237	-3.449916																
-532.7238	-3.855691	-532.7456	-3.420238																
-531.736	-3.845968	-531.7491	-3.390107																
-530.7569	-3.835719	-530.7385	-3.360585																
-529.7593	-3.824429	-529.746	-3.328366																
-528.7491	-3.813254	-528.7189	-3.29705																
-527.7615	-3.802611	-527.6909	-3.267332																
-526.7559	-3.789851	-526.7073	-3.237325																
-525.7449	-3.776259	-525.703	-3.20556																
-524.7386	-3.766004	-524.7149	-3.173539																
-523.7246	-3.754233	-523.7289	-3.141143																
-522.6967	-3.744744	-522.7195	-3.108028																
-521.6974	-3.737716	-521.7194	-3.076685																
-520.7194	-3.729007	-520.719	-3.044685																
-519.7132	-3.72042	-519.7039	-3.014361																
-518.7326	-3.710682	-518.697	-2.984702																
-517.7141	-3.699082	-517.7025	-2.954034																
-516.7055	-3.685963	-516.7106	-2.923063																
-515.6913	-3.672408	-515.7155	-2.890448																
-514.6757	-3.657853	-514.7172	-2.85832																
-513.6785	-3.645287	-513.6995	-2.827471																
-512.6624	-3.632775	-512.6858	-2.79659																
-511.6775	-3.621671	-511.6919	-2.765663																
-510.6893	-3.611075	-510.6899	-2.735757																
-509.6795	-3.600805	-509.6867	-2.703583																
-508.7096	-3.591979	-508.6984	-2.673064																
-507.7064	-3.582889	-507.718	-2.643099																
-506.7122	-3.572951	-506.7376	-2.610786																
-505.737	-3.560981	-505.7636	-2.581605																
-504.7116	-3.548467	-504.7451	-2.550164																
-503.7051	-3.534499	-503.7365	-2.516158																
-502.6854	-3.521623	-502.719	-2.482893																
-501.6657	-3.508508	-501.7123	-2.448945																
-500.6605	-3.494855	-500.7435	-2.41589																
-499.6678	-3.480703	-499.7273	-2.386952																
-498.6953	-3.46727	-498.755	-2.36005																
-497.7193	-3.456101	-497.7681	-2.330246																
-496.744	-3.444854	-496.7352	-2.298346																
-495.7646	-3.435586	-495.7423	-2.268097																
-494.7514	-3.425364	-494.7307	-2.23787																
-493.7553	-3.41265	-493.714	-2.208241																
-492.7407	-3.400771	-492.7365	-2.181782																
-491.7289	-3.386753	-491.7343	-2.15203																
-490.7179	-3.373026	-490.7008	-2.119151																
-489.6996	-3.360387	-489.7081	-2.092972																
-488.7083	-3.345923	-488.7172	-2.065853																
-487.7035	-3.331673	-487.7482	-2.039297																
-486.7231	-3.316017	-486.782	-2.015275																
-485.7392	-3.301492	-485.7922	-1.985159																
-484.7358	-3.289402	-484.8064	-1.957963																
-483.7457	-3.278369	-483.7852	-1.931291																
-482.7432	-3.26997	-482.7816	-1.904758																
-481.7467	-3.255864	-481.7772	-1.881251																
-480.7609	-3.241857	-480.7499	-1.856703																
-479.7741	-3.22934	-479.7554	-1.831104																
-478.7875	-3.214248	-478.7512	-1.80591																
-477.7651	-3.201624	-477.7289	-1.778107																
-476.7446	-3.187445	-476.7349	-1.752166																
-475.7545	-3.173881	-475.7315	-1.727757																
-474.741	-3.15977	-474.7448	-1.703107																
-473.762	-3.148024	-473.7658	-1.679674																
-472.7722	-3.132301	-472.7728	-1.654105																
-471.7591	-3.114337	-471.7509	-1.62795																
-470.7745	-3.103947	-470.7529	-1.603857																
-469.787	-3.093189	-469.7702	-1.580862																
-468.7903	-3.084486	-468.7594	-1.55775																
-467.775	-3.070605	-467.7705	-1.536094																
-466.7648	-3.050523	-466.7592	-1.512029																
-465.7419	-3.030622	-465.7337	-1.48818																
-464.7314	-3.012166	-464.7279	-1.464225																
-463.741	-3.001344	-463.7312	-1.439141																
-462.7385	-2.990411	-462.7562	-1.417647																
-461.7278	-2.97791	-461.756	-1.396094																
-460.737	-2.96614	-460.7751	-1.377505																
-459.7324	-2.953197	-459.7831	-1.361113																
-458.7453	-2.94095	-458.7513	-1.340189																
-457.7769	-2.930391	-457.7503	-1.320933																
-456.785	-2.918584	-456.7343	-1.299536																
-455.7769	-2.904751	-455.721	-1.278733																
-454.7565	-2.889325	-454.7262	-1.260226																
-453.7402	-2.87388	-453.7295	-1.240028																
-452.7287	-2.85913	-452.7433	-1.221968																
-451.7162	-2.844505	-451.7387	-1.202096																
-450.7137	-2.831558	-450.7488	-1.182355																
-449.7106	-2.818156	-449.7635	-1.164452																
-448.7012	-2.804064	-448.7549	-1.14534																
-447.7368	-2.794662	-447.775	-1.127733																
-446.7448	-2.783683	-446.7803	-1.111456																
-445.739	-2.773602	-445.768	-1.094135																
-444.7595	-2.7666	-444.7772	-1.07672																
-443.7419	-2.7548	-443.7808	-1.059636																
-442.735	-2.742587	-442.7724	-1.039403																
-441.7297	-2.731363	-441.7736	-1.021279																
-440.7213	-2.718168	-440.7613	-1.004002																
-439.7252	-2.704957	-439.7516	-0.983715																
-438.7325	-2.694683	-438.7423	-0.966089																
-437.7555	-2.680656	-437.736	-0.950372																
-436.7543	-2.66683	-436.7384	-0.934155																
-435.741	-2.657189	-435.7346	-0.91988																
-434.7404	-2.647438	-434.7493	-0.9037																
-433.7429	-2.641303	-433.7794	-0.883995																
-432.7384	-2.635249	-432.7833	-0.865582																
-431.7542	-2.62784	-431.7956	-0.848204																
-430.7555	-2.619867	-430.7912	-0.833993																
-429.7466	-2.609897	-429.7569	-0.816175																
-428.7642	-2.601537	-428.7669	-0.798787																
-427.7595	-2.590637	-427.7638	-0.780254																
-426.7612	-2.578895	-426.7508	-0.761326																
-425.7642	-2.568959	-425.7522	-0.746265																
-424.7424	-2.558933	-424.7339	-0.72895																
-423.73	-2.550457	-423.7043	-0.712221																
-422.704	-2.545284	-422.7076	-0.694533																
-421.6979	-2.540541	-421.7092	-0.676793																
-420.7051	-2.535541	-420.7095	-0.66159																
-419.7243	-2.530691	-419.7292	-0.6437																
-418.7413	-2.523415	-418.7137	-0.626443																
-417.7398	-2.516515	-417.7165	-0.609181																
-416.7356	-2.50688	-416.7099	-0.58938																
-415.7188	-2.49899	-415.6936	-0.574059																
-414.7146	-2.491423	-414.6994	-0.554609																
-413.6902	-2.481655	-413.6774	-0.532378																
-412.6747	-2.476839	-412.6609	-0.512087																
-411.6841	-2.471224	-411.6778	-0.493179																
-410.6884	-2.464499	-410.6819	-0.474245																
-409.7184	-2.461515	-409.7246	-0.455217																
-408.7297	-2.456832	-408.7635	-0.435389																
-407.7225	-2.45267	-407.748	-0.410367																
-406.7368	-2.44934	-406.7562	-0.388498																
-405.739	-2.443254	-405.7426	-0.366337																
-404.7477	-2.435733	-404.7363	-0.343609																
-403.7568	-2.427924	-403.7646	-0.317325																
-402.7439	-2.42105	-402.7564	-0.291334																
-401.7334	-2.416291	-401.7632	-0.264642																
-400.7267	-2.409725	-400.7516	-0.233105																
-399.7271	-2.403759	-399.7443	-0.203896																
-398.7262	-2.396779	-398.7321	-0.174493																
-397.7328	-2.389257	-397.733	-0.140713																
-396.7456	-2.385598	-396.7542	-0.114208																
-395.7476	-2.381932	-395.7545	-0.083839																
-394.7427	-2.377514	-394.7689	-0.048326																
-393.7346	-2.373738	-393.7663	-0.015754																
-392.73	-2.36797	-392.7661	0.019924																
-391.7304	-2.360605	-391.7579	0.055515																
-390.7503	-2.356126	-390.7604	0.092147																
-389.77	-2.347662	-389.7585	0.132307																
-388.7585	-2.339765	-388.7324	0.174																
-387.7501	-2.329818	-387.7253	0.215556																
-386.7458	-2.318886	-386.7431	0.255282																
-385.7391	-2.312125	-385.7574	0.293903																
-384.7621	-2.30621	-384.7728	0.339605																
-383.7686	-2.302842	-383.7805	0.386569																
-382.7665	-2.298829	-382.7829	0.433245																
-381.7769	-2.291518	-381.7736	0.486809																
-380.7684	-2.284847	-380.7865	0.534101																
-379.7932	-2.275246	-379.8073	0.58532																
-378.809	-2.26428	-378.8036	0.638975																
-377.8323	-2.253906	-377.8073	0.689895																
-376.8539	-2.239717	-376.7955	0.749519																
-375.8604	-2.226001	-375.7861	0.812633																
-374.855	-2.213911	-374.7664	0.87832																
-373.8165	-2.201083	-373.7661	0.947678																
-372.7917	-2.192411	-372.767	1.011399																
-371.7589	-2.184428	-371.7779	1.075032																
-370.7415	-2.175826	-370.8029	1.145949																
-369.7527	-2.166818	-369.802	1.216329																
-368.7637	-2.153303	-368.7991	1.292162																
-367.7739	-2.141101	-367.7992	1.364198																
-366.7879	-2.125	-366.7932	1.435635																
-365.7932	-2.107103	-365.8015	1.516364																
-364.7964	-2.092006	-364.809	1.59627																
-363.804	-2.073565	-363.7951	1.688177																
-362.7908	-2.055694	-362.7739	1.783646																
-361.7796	-2.041389	-361.7679	1.871796																
-360.7708	-2.02395	-360.7648	1.965399																
-359.7554	-2.008552	-359.7648	2.056337																
-358.7751	-1.996013	-358.779	2.139354																
-357.7648	-1.979412	-357.7924	2.228324																
-356.7651	-1.96275	-356.8	2.319388																
-355.7719	-1.943242	-355.8002	2.414407																
-354.76	-1.922996	-354.7991	2.515296																
-353.7886	-1.902636	-353.7894	2.620714																
-352.7983	-1.881866	-352.7813	2.727419																
-351.8083	-1.862838	-351.7947	2.83339																
-350.8157	-1.839762	-350.7999	2.947228																
-349.7985	-1.811831	-349.7923	3.06861																
-348.7794	-1.786405	-348.794	3.175446																
-347.7761	-1.759665	-347.8039	3.287374																
-346.7616	-1.73305	-346.8177	3.402719																
-345.7759	-1.712552	-345.8402	3.509376																
-344.793	-1.687209	-344.8569	3.635149																
-343.7879	-1.660251	-343.8684	3.764247																
-342.8092	-1.633348	-342.8798	3.889205																
-341.8084	-1.605226	-341.8747	4.023596																
-340.8121	-1.578881	-340.8865	4.155047																
-339.8264	-1.549764	-339.8791	4.285771																
-338.8162	-1.519673	-338.8534	4.414614																
-337.8071	-1.48483	-337.8604	4.546066																
-336.782	-1.445018	-336.8203	4.689229																
-335.7596	-1.410884	-335.8191	4.82649																
-334.7677	-1.377084	-334.833	4.969067																
-333.769	-1.341873	-333.8281	5.114465																
-332.7828	-1.313088	-332.8382	5.244812																
-331.8001	-1.280386	-331.8326	5.391367																
-330.8019	-1.242801	-330.8325	5.547189																
-329.8368	-1.211025	-329.8362	5.690183																
-328.8576	-1.173372	-328.872	5.836754																
-327.8652	-1.131394	-327.8674	5.979228																
-326.8759	-1.091705	-326.8867	6.118458																
-325.8639	-1.042371	-325.8848	6.272815																
-324.8553	-0.999677	-324.8618	6.434047																
-323.8469	-0.951044	-323.8677	6.600241																
-322.8443	-0.908895	-322.837	6.763734																
-321.8313	-0.862066	-321.8384	6.925167																
-320.844	-0.813128	-320.842	7.089148																
-319.8454	-0.769581	-319.8347	7.24244																
-318.8463	-0.718068	-318.855	7.390409																
-317.8491	-0.667242	-317.8322	7.553044																
-316.8361	-0.618339	-316.8295	7.702824																
-315.8447	-0.565209	-315.8363	7.859201																
-314.8294	-0.508581	-314.8217	8.030446																
-313.8326	-0.459712	-313.8455	8.183441																
-312.8262	-0.40045	-312.8353	8.359602																
-311.8127	-0.340625	-311.7967	8.549681																
-310.8139	-0.288787	-310.778	8.714969																
-309.7864	-0.225582	-309.7564	8.878666																
-308.7909	-0.170062	-308.779	9.022194																
-307.7802	-0.117214	-307.8097	9.155053																
-306.7663	-0.06289	-306.8351	9.306026																
-305.7825	-0.012827	-305.8519	9.462876																
-304.7781	0.046632	-304.8527	9.63494																
-303.7823	0.103145	-303.8699	9.793458																
-302.8072	0.166839	-302.8745	9.951312																
-301.811	0.238174	-301.8663	10.12051																
-300.8323	0.302319	-300.8737	10.2673																
-299.8441	0.373216	-299.8632	10.42697																
-298.8267	0.446433	-298.8657	10.59385																
-297.8364	0.507625	-297.8802	10.74566																
-296.8302	0.568654	-296.8543	10.91118																
-295.8215	0.629486	-295.8597	11.06888																
-294.8372	0.686662	-294.8584	11.21144																
-293.8419	0.751134	-293.8624	11.35981																
-292.8466	0.819667	-292.8745	11.50511																
-291.863	0.895991	-291.8793	11.66098																
-290.8692	0.969501	-290.8849	11.8169																
-289.8473	1.041169	-289.8748	11.9684																
-288.8383	1.117152	-288.8764	12.12351																
-287.8304	1.184293	-287.8709	12.27013																
-286.8312	1.254178	-286.8744	12.42026																
-285.8345	1.333299	-285.8595	12.58501																
-284.8211	1.399696	-284.8591	12.72012																
-283.8361	1.465981	-283.8545	12.84931																
-282.8365	1.537399	-282.8394	12.98455																
-281.8638	1.599775	-281.8649	13.0998																
-280.8736	1.675136	-280.8794	13.24061																
-279.8549	1.752867	-279.8799	13.38227																
-278.8539	1.826988	-278.8986	13.51518																
-277.8307	1.901639	-277.9	13.64852																
-276.8503	1.965581	-276.8965	13.77238																
-275.8756	2.032295	-275.9178	13.89046																
-274.8758	2.102199	-274.9031	14.00477																
-273.8854	2.174837	-273.8889	14.12107																
-272.8678	2.260664	-272.8768	14.24786																
-271.8416	2.339566	-271.8551	14.3665																
-270.8345	2.411582	-270.8717	14.47466																
-269.8173	2.486097	-269.8695	14.58704																
-268.8263	2.548261	-268.8831	14.67902																
-267.845	2.61638	-267.8911	14.78651																
-266.8394	2.685992	-266.8744	14.90596																
-265.8665	2.74665	-265.8986	14.99417																
-264.8776	2.814984	-264.8829	15.09654																
-263.869	2.882579	-263.8874	15.19192																
-262.8777	2.951838	-262.9089	15.27921																
-261.8639	3.03466	-261.8682	15.38547																
-260.8262	3.112982	-260.8635	15.47809																
-259.8221	3.18886	-259.8396	15.56961																
-258.8054	3.259634	-258.819	15.65033																
-257.8006	3.31579	-257.845	15.71155																
-256.8381	3.367728	-256.867	15.77415																
-255.8533	3.418234	-255.8917	15.81838																
-254.8627	3.473876	-254.9149	15.86718																
-253.8535	3.539892	-253.9029	15.94506																
-252.8506	3.601811	-252.9072	16.00718																
-251.8444	3.673011	-251.9051	16.06929																
-250.8393	3.743133	-250.9048	16.13282																
-249.8622	3.800511	-249.9136	16.16597																
-248.8651	3.868457	-248.8885	16.21422																
-247.8567	3.927242	-247.8999	16.26625																
-246.8701	3.977063	-246.8873	16.30921																
-245.8836	4.029525	-245.8774	16.35359																
-244.8792	4.075605	-244.9014	16.38121																
-243.8894	4.119795	-243.8944	16.41319																
-242.8932	4.171023	-242.8953	16.44317																
-241.8778	4.230752	-241.9072	16.46702																
-240.8608	4.294803	-240.8997	16.50482																
-239.8701	4.350399	-239.8871	16.52468																
-238.8549	4.404544	-238.8876	16.54055																
-237.8562	4.455731	-237.8826	16.56702																
-236.8726	4.49025	-236.873	16.56628																
-235.8523	4.537464	-235.8889	16.57597																
-234.8521	4.58791	-234.8832	16.60148																
-233.8398	4.622052	-233.8713	16.60824																
-232.8399	4.666938	-232.8585	16.62715																
-231.8408	4.70937	-231.8661	16.62789																
-230.8522	4.741648	-230.8694	16.60607																
-229.8896	4.782199	-229.8948	16.59752																
-228.8939	4.823539	-228.9248	16.58159																
-227.9041	4.858607	-227.9124	16.57228																
-226.8936	4.891175	-226.9171	16.55422																
-225.8609	4.918929	-225.9161	16.52585																
-224.8474	4.950936	-224.9038	16.50869																
-223.8573	4.981059	-223.9115	16.48964																
-222.8904	5.016812	-222.9161	16.48308																
-221.883	5.063727	-221.8957	16.48021																
-220.8891	5.094498	-220.8926	16.45858																
-219.8739	5.122852	-219.8587	16.43454																
-218.8561	5.150647	-218.8424	16.40322																
-217.8645	5.163075	-217.8638	16.34867																
-216.8508	5.181653	-216.8717	16.30083																
-215.8529	5.201212	-215.8911	16.25994																
-214.845	5.217467	-214.8808	16.21429																
-213.8631	5.237688	-213.8864	16.18735																
-212.8645	5.257395	-212.8778	16.15403																
-211.8497	5.282122	-211.8745	16.10833																
-210.8415	5.305682	-210.8677	16.07742																
-209.7892	5.326425	-209.8446	16.02683																
-208.7805	5.349854	-208.8165	15.98545																
-207.7684	5.357115	-207.8243	15.93193																
-206.7781	5.357125	-206.8339	15.8562																
-205.7991	5.358894	-205.8314	15.79958																
-204.8189	5.352252	-204.8527	15.726																
-203.8417	5.354635	-203.8583	15.6631																
-202.8202	5.366724	-202.8605	15.6087																
-201.8348	5.374139	-201.8779	15.53416																
-200.8397	5.386138	-200.9025	15.4721																
-199.8481	5.39505	-199.8995	15.4095																
-198.8832	5.396258	-198.9295	15.33478																
-197.8672	5.398172	-197.9321	15.2675																
-196.8538	5.394839	-196.9109	15.19651																
-195.8479	5.390153	-195.9095	15.13261																
-194.8269	5.384637	-194.881	15.06743																
-193.8823	5.373751	-193.8711	14.99975																
-192.8879	5.369451	-192.8828	14.92999																
-191.8898	5.365345	-191.8782	14.84299																
-190.9086	5.363404	-190.8824	14.77059																
-189.8544	5.368432	-189.8912	14.70758																
-188.8664	5.361506	-188.8816	14.63036																
-187.8727	5.354358	-187.901	14.55691																
-186.8518	5.343416	-186.9154	14.47943																
-185.8732	5.325457	-185.9196	14.38978																
-184.8665	5.314919	-184.9288	14.31609																
-183.8492	5.302726	-183.9261	14.24408																
-182.8741	5.287827	-182.9178	14.15959																
-181.8659	5.275934	-181.906	14.07636																
-180.8737	5.259583	-180.9151	13.98783																
-179.8893	5.240913	-179.9251	13.89593																
-178.8772	5.225307	-178.9453	13.8128																
-177.9044	5.203468	-177.9696	13.72716																
-176.904	5.18415	-176.9486	13.65192																
-175.9237	5.163118	-175.9267	13.57132																
-174.9411	5.140992	-174.9167	13.48919																
-173.9416	5.126879	-173.8942	13.40834																
-172.9786	5.105098	-172.9198	13.31305																
-171.9601	5.088742	-171.9315	13.23051																
-170.9582	5.071569	-170.9299	13.15397																
-169.94	5.04585	-169.9467	13.07179																
-168.91	5.028888	-168.9427	12.98777																
-167.911	5.008599	-167.9315	12.90549																
-166.915	4.98551	-166.941	12.81719																
-165.941	4.961594	-165.9237	12.73599																
-164.9348	4.941807	-164.9067	12.66366																
-163.9502	4.919656	-163.9093	12.58024																
-162.9397	4.899817	-162.8814	12.49475																
-161.922	4.882748	-161.8963	12.4105																
-160.9131	4.854458	-160.8907	12.32772																
-159.9099	4.824042	-159.8846	12.24689																
-158.9205	4.80071	-158.9117	12.16426																
-157.8816	4.777477	-157.8788	12.08586																
-156.8723	4.751632	-156.894	11.99488																
-155.8579	4.725983	-155.9013	11.9061																
-154.849	4.693119	-154.894	11.82224																
-153.8834	4.659069	-153.9244	11.72708																
-152.9018	4.632159	-152.9261	11.64602																
-151.9042	4.609986	-151.9273	11.56948																
-150.9021	4.587403	-150.934	11.48977																
-149.8779	4.564083	-149.9445	11.41164																
-148.8863	4.540099	-148.9639	11.33315																
-147.8735	4.512587	-147.962	11.24684																
-146.8712	4.484654	-146.9676	11.16878																
-145.8945	4.455844	-145.9567	11.09273																
-144.8764	4.430131	-144.9406	11.02086																
-143.8945	4.40039	-143.9388	10.9463																
-142.9205	4.372944	-142.9261	10.86621																
-141.9231	4.348481	-141.9277	10.79087																
-140.9306	4.321935	-140.9359	10.70928																
-139.9188	4.300268	-139.9632	10.63406																
-138.8943	4.278571	-138.9663	10.56428																
-137.884	4.251782	-137.9837	10.4868																
-136.8841	4.225176	-136.9896	10.41529																
-135.8872	4.200394	-135.9847	10.34718																
-134.9021	4.174965	-134.9837	10.27475																
-133.9051	4.151844	-133.9626	10.20691																
-132.9185	4.127835	-132.9487	10.13807																
-131.9114	4.102356	-131.9268	10.07059																
-130.8958	4.075981	-130.9243	10.00224																
-129.8928	4.049188	-129.9278	9.928817																
-128.8827	4.026701	-128.9397	9.859477																
-127.9058	4.001529	-127.9588	9.790942																
-126.9144	3.977108	-126.9658	9.724681																
-125.9273	3.955109	-125.9412	9.66613																
-124.9269	3.928959	-124.9526	9.599576																
-123.9084	3.90644	-123.96	9.532313																
-122.8903	3.886706	-122.9448	9.470651																
-121.896	3.863732	-121.9619	9.405287																
-120.8907	3.840503	-120.9378	9.347391																
-119.9063	3.817493	-119.9121	9.286311																
-118.9255	3.792167	-118.903	9.223873																
-117.9234	3.769064	-117.9045	9.165043																
-116.9337	3.747088	-116.9177	9.100797																
-115.9357	3.725023	-115.9187	9.040546																
-114.9515	3.704029	-114.9604	8.979666																
-113.9673	3.684269	-113.975	8.919575																
-112.9489	3.667621	-112.9707	8.867167																
-111.9548	3.649755	-111.9689	8.811663																
-110.9322	3.631945	-110.9564	8.75348																
-109.9024	3.613175	-109.9243	8.704094																
-108.8895	3.591114	-108.9154	8.645798																
-107.8619	3.569747	-107.9164	8.59523																
-106.8579	3.547748	-106.8953	8.549342																
-105.8416	3.524641	-105.9031	8.489904																
-104.84	3.505194	-104.8921	8.441268																
-103.8474	3.485795	-103.8792	8.38871																
-102.8408	3.467714	-102.8803	8.334373																
-101.8658	3.45334	-101.8875	8.286272																
-100.8956	3.438128	-100.9025	8.236193																
-99.89149	3.422597	-99.92701	8.188597																
-98.90805	3.406801	-98.94571	8.142842																
-97.90509	3.388329	-97.94759	8.09783																
-96.89389	3.370905	-96.9346	8.054545																
-95.91298	3.352644	-95.92544	8.00663																
-94.92463	3.335315	-94.90593	7.961092																
-93.92764	3.318555	-93.87956	7.920798																
-92.93685	3.299701	-92.89427	7.874488																
-91.91918	3.284016	-91.89966	7.830888																
-90.90446	3.268826	-90.90862	7.78743																
-89.90086	3.252835	-89.94377	7.738394																
-88.89562	3.239722	-88.95861	7.697593																
-87.89838	3.226706	-87.93686	7.659496																
-86.8848	3.211621	-86.92888	7.620347																
-85.8948	3.201048	-85.92803	7.580468																
-84.90672	3.188078	-84.9082	7.539765																
-83.93027	3.174391	-83.94657	7.501947																
-82.96043	3.159688	-82.97073	7.462542																
-81.95676	3.143468	-81.97847	7.426733																
-80.92439	3.129465	-80.96508	7.38916																
-79.90118	3.112321	-79.94923	7.347032																
-78.88316	3.099326	-78.94193	7.308241																
-77.87923	3.085533	-77.93884	7.27091																
-76.92426	3.06979	-76.94477	7.232908																
-75.95243	3.056754	-75.94675	7.196718																
-74.95403	3.045879	-74.92981	7.165836																
-73.95897	3.03377	-73.93433	7.129502																
-72.94807	3.026536	-72.95969	7.096661																
-71.92118	3.018747	-71.96445	7.065079																
-70.94116	3.00496	-70.97919	7.029998																
-69.93391	2.993008	-69.96645	7.001713																
-68.92131	2.978398	-68.94613	6.971796																
-67.92468	2.96507	-67.92237	6.942446																
-66.90744	2.952011	-66.92413	6.908316																
-65.93584	2.940171	-65.92059	6.873577																
-64.93069	2.928554	-64.92409	6.844363																
-63.93921	2.916088	-63.94035	6.812977																
-62.9361	2.907468	-62.94545	6.78647																
-61.88735	2.900073	-61.93809	6.758025																
-60.90294	2.889581	-60.94609	6.726145																
-59.8729	2.88088	-59.94231	6.699254																
-58.85786	2.871137	-58.91219	6.672798																
-57.88651	2.858274	-57.92171	6.645459																
-56.87997	2.847027	-56.93488	6.617504																
-55.88846	2.836359	-55.91581	6.58746																
-54.88968	2.825455	-54.92825	6.557651																
-53.88663	2.815592	-53.91532	6.528741																
-52.87845	2.807672	-52.88761	6.501371																
-51.88779	2.800574	-51.90475	6.473589																
-50.90689	2.793849	-50.91288	6.446706																
-49.90206	2.786777	-49.91745	6.42276																
-48.90152	2.780312	-48.93026	6.398529																
-47.8801	2.77017	-47.94761	6.37189																
-46.88056	2.759947	-46.96138	6.347013																
-45.88168	2.751452	-45.98017	6.322479																
-44.89091	2.739756	-44.98844	6.298122																
-43.91549	2.729363	-43.98362	6.276052																
-42.89541	2.721222	-42.97735	6.253264																
-41.89339	2.711765	-41.96911	6.227005																
-40.87769	2.704218	-40.95975	6.203133																
-39.88846	2.698801	-39.94785	6.180306																
-38.89014	2.691968	-38.94266	6.155571																
-37.89503	2.686104	-37.95617	6.134584																
-36.91936	2.679423	-36.9583	6.111609																
-35.91935	2.673876	-35.96397	6.091446																
-34.93444	2.667735	-34.9611	6.071981																
-33.92166	2.659872	-33.9332	6.053237																
-32.89871	2.652659	-32.93496	6.034979																
-31.88745	2.642504	-31.94958	6.014007																
-30.87799	2.632373	-30.93089	5.996397																
-29.89597	2.624008	-29.91535	5.976425																
-28.89042	2.615587	-28.90178	5.954581																
-27.89027	2.608155	-27.88647	5.931973																
-26.8879	2.602064	-26.8923	5.909291																
-25.88418	2.593673	-25.94025	5.887775																
-24.92118	2.586721	-24.93553	5.869166																
-23.93419	2.583738	-23.92717	5.853697																
-22.94708	2.578513	-22.95518	5.833318																
