Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad	Potencial	Intensidad
mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA	mV	uA
Cilclado - 20 ciclos 1 - 3.15mM	Cilclado - 20 ciclos 1 - 3.15mM	Cilclado - 20 ciclos 2 - 3.15mM	Cilclado - 20 ciclos 2 - 3.15mM	Adsorbido 1 - 3.15mM	Adsorbido 1 - 3.15mM	Adsorbido 2 - 3.15mM	Adsorbido 2 - 3.15mM	Adsorbido 3 - 3.15mM	Adsorbido 3 - 3.15mM	Adsorbido 4 - 3.15mM	Adsorbido 4 - 3.15mM	Adsorbido 5 - 3.15mM	Adsorbido 5 - 3.15mM	Adsorbido 6 - 3.15mM	Adsorbido 6 - 3.15mM	Adsorbido 7 - 3.15mM	Adsorbido 7 - 3.15mM	Ru 3.15mM - Au Desnudo	Ru 3.15mM - Au Desnudo
74.37812	0.697843	74.37663	3.471228																
73.38763	0.69183	73.38212	3.454743																
72.37832	0.686221	72.39352	3.443578																
71.38322	0.681855	71.38528	3.427211																
70.38542	0.676891	70.39716	3.415055																
69.38683	0.674275	69.41697	3.40264																
68.38474	0.669897	68.41151	3.388043																
67.3744	0.6661	67.39009	3.377708																
66.35837	0.661996	66.40463	3.365099																
65.35761	0.657335	65.39147	3.35357																
64.37409	0.65411	64.38981	3.345051																
63.39937	0.651283	63.41443	3.335194																
62.43204	0.64776	62.41816	3.328008																
61.42768	0.644174	61.40809	3.316985																
60.41671	0.638899	60.39856	3.306493																
59.3955	0.634643	59.37594	3.297357																
58.37911	0.631651	58.36503	3.289989																
57.37419	0.627399	57.36736	3.282486																
56.37551	0.626894	56.39247	3.275121																
55.39806	0.622755	55.41525	3.262859																
54.37868	0.61911	54.40236	3.250865																
53.37561	0.616516	53.39584	3.24146																
52.38147	0.61234	52.39911	3.225884																
51.36949	0.60899	51.40328	3.218496																
50.37685	0.606859	50.4382	3.209112																
49.3948	0.603103	49.46555	3.198021																
48.38631	0.598662	48.46024	3.191359																
47.39064	0.596298	47.44558	3.180286																
46.39498	0.592064	46.42283	3.169624																
45.38656	0.589691	45.40723	3.161443																
44.3998	0.587025	44.40444	3.154649																
43.39462	0.584748	43.41405	3.147342																
42.40152	0.581886	42.41074	3.138796																
41.39278	0.578304	41.42569	3.129839																
40.38557	0.577462	40.41446	3.121189																
39.38977	0.573189	39.40898	3.113682																
38.3819	0.570472	38.39069	3.107308																
37.40137	0.569112	37.38445	3.102036																
36.42255	0.564115	36.39617	3.091264																
35.40584	0.561748	35.3909	3.083441																
34.39585	0.560414	34.37845	3.075125																
33.3807	0.555528	33.35233	3.066005																
32.36533	0.554625	32.33683	3.060164																
31.3786	0.552699	31.35036	3.052158																
30.40117	0.548176	30.37276	3.044626																
29.41477	0.546505	29.40741	3.035398																
28.41289	0.541907	28.42711	3.02735																
27.40343	0.538171	27.42891	3.017139																
26.38464	0.536179	26.438	3.00891																
25.37943	0.534036	25.42447	3.001815																
24.38377	0.533909	24.43442	2.994637																
23.39826	0.531865	23.43166	2.98785																
22.4316	0.52984	22.43546	2.979641																
21.4387	0.527232	21.43465	2.971935																
20.4421	0.524363	20.42641	2.964056																
19.44084	0.521637	19.40744	2.959764																
18.44304	0.51999	18.41631	2.954384																
17.4424	0.515822	17.41081	2.94661																
16.44669	0.513185	16.40617	2.938835																
15.46336	0.510172	15.42659	2.929242																
14.43682	0.507458	14.43609	2.920852																
13.43221	0.506823	13.43889	2.914736																
12.41368	0.504193	12.47667	2.907401																
11.40474	0.502566	11.48635	2.899278																
10.41879	0.498455	10.47254	2.890635																
9.428642	0.495517	9.49782	2.880627																
8.443815	0.493706	8.467904	2.873521																
7.449941	0.491488	7.458443	2.86552																
6.461134	0.490263	6.467887	2.859007																
5.477414	0.489474	5.465526	2.856974																
4.500726	0.485732	4.480518	2.847511																
3.511921	0.4824	3.494865	2.845166																
2.497573	0.481549	2.495311	2.837848																
1.497524	0.477973	1.490655	2.826655																
0.493165	0.477524	0.499686	2.822212																
-0.508272	0.476213	-0.478388	2.814372																
-1.482416	0.474858	-1.43835	2.811224																
-2.451823	0.473139	-2.402209	2.805104																
-3.415813	0.469106	-3.385418	2.798624																
-4.390437	0.467225	-4.379755	2.789395																
-5.369931	0.462178	-5.378368	2.780452																
-6.38451	0.459919	-6.369782	2.773026																
-7.380234	0.45841	-7.370525	2.767525																
-8.385831	0.455711	-8.381885	2.76106																
-9.383272	0.453633	-9.397289	2.753204																
-10.39422	0.451815	-10.40566	2.747872																
-11.41708	0.449215	-11.40171	2.739052																
-12.42136	0.447679	-12.39286	2.733774																
-13.40612	0.44605	-13.37668	2.727672																
-14.3873	0.443084	-14.38226	2.721861																
-15.3948	0.441242	-15.38127	2.716453																
-16.39181	0.438492	-16.38461	2.709937																
-17.41662	0.436616	-17.40711	2.701215																
-18.41809	0.434146	-18.40578	2.693515																
-19.41693	0.431455	-19.40771	2.686227																
-20.42772	0.429185	-20.38084	2.679291																
-21.43716	0.42624	-21.36557	2.674333																
-22.45498	0.423639	-22.37992	2.66458																
-23.46344	0.422596	-23.38945	2.65905																
-24.45551	0.419371	-24.42182	2.650571																
-25.44637	0.41707	-25.43036	2.643852																
-26.41737	0.415264	-26.39841	2.640809																
-27.3712	0.409919	-27.37883	2.632087																
-28.36194	0.40734	-28.3736	2.623753																
-29.35274	0.405119	-29.37809	2.616661																
-30.36376	0.403043	-30.40635	2.606934																
-31.40096	0.402175	-31.42803	2.600782																
-32.38279	0.400256	-32.41989	2.593178																
-33.3944	0.397282	-33.4085	2.585475																
-34.39707	0.393533	-34.38867	2.579069																
-35.39043	0.390613	-35.40064	2.571448																
-36.42083	0.38833	-36.41902	2.566967																
-37.4069	0.385991	-37.42925	2.56231																
-38.40264	0.383857	-38.44424	2.556042																
-39.38411	0.381931	-39.42479	2.549849																
-40.36374	0.379684	-40.41585	2.541742																
-41.36797	0.377578	-41.39673	2.532925																
-42.3699	0.37569	-42.39537	2.524452																
-43.3748	0.372976	-43.38926	2.515748																
-44.40197	0.368721	-44.41093	2.509437																
-45.40368	0.366125	-45.42369	2.500408																
-46.41248	0.362611	-46.4212	2.493429																
-47.43332	0.359267	-47.44025	2.485115																
-48.40215	0.3576	-48.42356	2.477786																
-49.40327	0.354237	-49.42065	2.471969																
-50.39615	0.351391	-50.41208	2.464768																
-51.38132	0.348788	-51.38317	2.45933																
-52.37789	0.345697	-52.36691	2.451433																
-53.36676	0.342238	-53.36767	2.441563																
-54.34665	0.34009	-54.37135	2.431153																
-55.34262	0.338189	-55.38377	2.421349																
-56.3571	0.333957	-56.39326	2.411607																
-57.38969	0.330676	-57.4081	2.403338																
-58.42531	0.32716	-58.40413	2.397667																
-59.43673	0.321038	-59.41652	2.387351																
-60.44296	0.319181	-60.41998	2.378959																
-61.43925	0.316423	-61.43636	2.369161																
-62.43335	0.312153	-62.43769	2.360339																
-63.43317	0.309887	-63.44601	2.351626																
-64.43361	0.306826	-64.42467	2.342981																
-65.40379	0.303184	-65.407	2.334565																
-66.41671	0.298293	-66.41132	2.323163																
-67.40721	0.295249	-67.38831	2.313339																
-68.40079	0.290417	-68.40978	2.304286																
-69.41246	0.286323	-69.41226	2.294271																
-70.39473	0.283685	-70.40947	2.283728																
-71.41299	0.280406	-71.42645	2.274754																
-72.43468	0.275653	-72.42789	2.262343																
-73.43901	0.272588	-73.43371	2.251892																
-74.43584	0.269034	-74.44063	2.242686																
-75.43832	0.261743	-75.42717	2.230053																
-76.39922	0.258124	-76.43153	2.221266																
-77.37816	0.252559	-77.41623	2.210932																
-78.3681	0.24705	-78.40491	2.198166																
-79.35134	0.24398	-79.40318	2.189786																
-80.37138	0.238387	-80.38297	2.174816																
-81.39757	0.232453	-81.39734	2.161294																
-82.4225	0.227734	-82.4029	2.148863																
-83.42138	0.222501	-83.41635	2.134532																
-84.42117	0.218521	-84.42104	2.122478																
-85.4062	0.212798	-85.40568	2.10718																
-86.39076	0.207371	-86.42412	2.091943																
-87.38438	0.202392	-87.4047	2.075295																
-88.37924	0.195476	-88.39942	2.060459																
-89.39034	0.191325	-89.38927	2.047269																
-90.39683	0.186065	-90.36368	2.032559																
-91.40845	0.179485	-91.38499	2.016195																
-92.41968	0.172452	-92.40028	1.998289																
-93.42318	0.166158	-93.40836	1.981081																
-94.43151	0.157048	-94.42321	1.963493																
-95.44911	0.150279	-95.41198	1.947641																
-96.44009	0.144604	-96.40172	1.933242																
-97.43211	0.135604	-97.39149	1.913983																
-98.40724	0.12949	-98.37593	1.896949																
-99.39237	0.12113	-99.38011	1.876726																
-100.3903	0.114009	-100.3751	1.852934																
-101.3885	0.106476	-101.3835	1.834846																
-102.3901	0.098342	-102.375	1.813296																
-103.3707	0.090737	-103.367	1.791437																
-104.3833	0.080029	-104.3555	1.770678																
-105.3754	0.071222	-105.3607	1.745657																
-106.3522	0.06228	-106.3735	1.720397																
-107.3818	0.052056	-107.3639	1.695417																
-108.386	0.042838	-108.3853	1.668236																
-109.394	0.033747	-109.3714	1.644122																
-110.4314	0.023084	-110.3513	1.617396																
-111.4203	0.013797	-111.3662	1.591533																
-112.4348	0.004166	-112.3583	1.566843																
-113.4362	-0.007074	-113.3793	1.535838																
-114.4397	-0.018869	-114.3935	1.507202																
-115.433	-0.030113	-115.3931	1.474532																
-116.4116	-0.042287	-116.3949	1.44076																
-117.4151	-0.056468	-117.3789	1.410067																
-118.4124	-0.068319	-118.3865	1.374163																
-119.4216	-0.08295	-119.3781	1.342125																
-120.4197	-0.096323	-120.3903	1.30314																
-121.4228	-0.109676	-121.4001	1.263823																
-122.4143	-0.122351	-122.3991	1.229556																
-123.405	-0.136607	-123.4039	1.190541																
-124.4154	-0.152179	-124.3972	1.152571																
-125.429	-0.165129	-125.4081	1.112643																
-126.4341	-0.182466	-126.411	1.068273																
-127.4408	-0.19618	-127.4209	1.024149																
-128.4195	-0.210842	-128.402	0.983401																
-129.3904	-0.22847	-129.3944	0.936984																
-130.3621	-0.244503	-130.3982	0.890107																
-131.3638	-0.26354	-131.4009	0.841943																
-132.3784	-0.282978	-132.4179	0.792264																
-133.3935	-0.301249	-133.4246	0.740924																
-134.4193	-0.321053	-134.4081	0.685686																
-135.4083	-0.341203	-135.4005	0.63029																
-136.4104	-0.360521	-136.4086	0.568945																
-137.428	-0.383212	-137.4058	0.509566																
-138.4324	-0.40293	-138.4122	0.454041																
-139.4491	-0.424857	-139.3961	0.391236																
-140.4489	-0.447004	-140.3931	0.330486																
-141.434	-0.466812	-141.3755	0.271137																
-142.433	-0.491947	-142.3848	0.205267																
-143.4213	-0.515697	-143.3941	0.13845																
-144.4185	-0.540205	-144.3763	0.066576																
-145.4155	-0.566313	-145.3822	-0.010086																
-146.4109	-0.590852	-146.3838	-0.082527																
-147.4005	-0.616124	-147.4009	-0.159822																
-148.3954	-0.641804	-148.4042	-0.234756																
-149.3759	-0.669085	-149.4126	-0.315864																
-150.3724	-0.697016	-150.4186	-0.402614																
-151.3932	-0.724904	-151.395	-0.481817																
-152.3747	-0.754998	-152.3929	-0.567792																
-153.3813	-0.784023	-153.3648	-0.653952																
-154.3721	-0.811902	-154.3285	-0.741451																
-155.3447	-0.84604	-155.3163	-0.841337																
-156.3709	-0.879794	-156.3104	-0.945114																
-157.3776	-0.914633	-157.3412	-1.047184																
-158.3875	-0.952395	-158.3574	-1.155333																
-159.3904	-0.985903	-159.3796	-1.260773																
-160.3748	-1.019956	-160.398	-1.364052																
-161.3604	-1.055463	-161.386	-1.47107																
-162.3694	-1.091043	-162.399	-1.58254																
-163.3837	-1.128371	-163.407	-1.695387																
-164.3927	-1.167432	-164.3958	-1.812088																
-165.3969	-1.204906	-165.4042	-1.933513																
-166.383	-1.244021	-166.4027	-2.054022																
-167.3735	-1.281195	-167.3921	-2.176902																
-168.3576	-1.321714	-168.3971	-2.306946																
-169.3611	-1.362076	-169.3991	-2.44347																
-170.3692	-1.403304	-170.3854	-2.576337																
-171.3849	-1.450885	-171.3918	-2.719316																
-172.3879	-1.494985	-172.4028	-2.860543																
-173.3951	-1.540763	-173.3884	-2.993994																
-174.3713	-1.58652	-174.3949	-3.143042																
-175.3615	-1.630536	-175.3942	-3.290152																
-176.3734	-1.676461	-176.3995	-3.440619																
-177.3709	-1.726765	-177.3997	-3.601129																
-178.3842	-1.773548	-178.3997	-3.753522																
-179.3582	-1.817175	-179.3824	-3.908572																
-180.3316	-1.863085	-180.3587	-4.067564																
-181.3247	-1.909387	-181.351	-4.228974																
-182.339	-1.961725	-182.3343	-4.396718																
-183.3625	-2.013653	-183.3353	-4.56776																
-184.3907	-2.068032	-184.3109	-4.749256																
-185.4013	-2.117884	-185.3035	-4.930751																
-186.3852	-2.166514	-186.3132	-5.108657																
-187.375	-2.22079	-187.3161	-5.295299																
-188.3664	-2.27284	-188.3522	-5.484957																
-189.3772	-2.327645	-189.356	-5.677926																
-190.3697	-2.382056	-190.3495	-5.877673																
-191.3783	-2.436256	-191.3377	-6.079094																
-192.3848	-2.485032	-192.3139	-6.271845																
-193.3641	-2.539636	-193.313	-6.474188																
-194.3661	-2.593556	-194.3078	-6.684638																
-195.3709	-2.651396	-195.3222	-6.893515																
-196.3494	-2.712137	-196.3402	-7.10299																
-197.3413	-2.769153	-197.3455	-7.311391																
-198.334	-2.826414	-198.3517	-7.529307																
-199.3196	-2.877611	-199.3265	-7.737915																
-200.3195	-2.933326	-200.3059	-7.957753																
-201.3096	-2.989129	-201.3087	-8.188088																
-202.3095	-3.042637	-202.2992	-8.412099																
-203.304	-3.099748	-203.3133	-8.649159																
-204.2955	-3.155126	-204.317	-8.88388																
-205.2867	-3.205935	-205.3012	-9.104214																
-206.2679	-3.26508	-206.2981	-9.329777																
-207.2521	-3.322598	-207.2947	-9.564741																
-208.2602	-3.381504	-208.287	-9.806601																
-209.2823	-3.442592	-209.2921	-10.05729																
-210.3045	-3.498668	-210.3105	-10.29733																
-211.3149	-3.557405	-211.3139	-10.54399																
-212.3209	-3.613422	-212.3168	-10.78792																
-213.3157	-3.670912	-213.3271	-11.0321																
-214.3132	-3.730575	-214.322	-11.29234																
-215.3188	-3.783388	-215.3334	-11.53317																
-216.3253	-3.837182	-216.3345	-11.78106																
-217.3037	-3.890729	-217.3225	-12.03129																
-218.3122	-3.938161	-218.3178	-12.264																
-219.3101	-3.990475	-219.3059	-12.50833																
-220.3139	-4.042029	-220.3077	-12.74147																
-221.3376	-4.092101	-221.3128	-12.97521																
-222.339	-4.146468	-222.3159	-13.22253																
-223.3497	-4.197329	-223.3087	-13.47338																
-224.3493	-4.246417	-224.3167	-13.72181																
-225.3705	-4.294579	-225.2962	-13.96787																
-226.376	-4.341281	-226.2923	-14.21204																
-227.3832	-4.391073	-227.2733	-14.45486																
-228.3829	-4.436301	-228.26	-14.70913																
-229.3455	-4.481538	-229.263	-14.95224																
-230.3229	-4.523172	-230.2439	-15.18772																
-231.3002	-4.563858	-231.2537	-15.41481																
-232.2865	-4.610458	-232.2525	-15.64782																
-233.3129	-4.658517	-233.2614	-15.90016																
-234.3237	-4.702699	-234.2831	-16.1465																
-235.3326	-4.746706	-235.2862	-16.39218																
-236.3474	-4.785944	-236.3071	-16.62784																
-237.3447	-4.820322	-237.3058	-16.85053																
-238.371	-4.860057	-238.3122	-17.08756																
-239.3786	-4.894574	-239.3132	-17.32348																
-240.3647	-4.930293	-240.2833	-17.55573																
-241.3662	-4.964686	-241.2774	-17.78196																
-242.3355	-4.995597	-242.2607	-17.98874																
-243.3292	-5.025815	-243.2752	-18.1914																
-244.3297	-5.055232	-244.2777	-18.38556																
-245.3261	-5.086338	-245.2779	-18.58737																
-246.3523	-5.117421	-246.2759	-18.78238																
-247.3486	-5.144651	-247.2674	-18.9873																
-248.3441	-5.170393	-248.2842	-19.19132																
-249.3459	-5.196984	-249.3033	-19.38361																
-250.3229	-5.220238	-250.3049	-19.55865																
-251.3271	-5.247431	-251.2844	-19.71571																
-252.3392	-5.272921	-252.2721	-19.88416																
-253.3213	-5.292945	-253.2438	-20.04554																
-254.3269	-5.31309	-254.2242	-20.22879																
-255.3391	-5.32992	-255.2362	-20.41417																
-256.3281	-5.343939	-256.2507	-20.57316																
-257.314	-5.35885	-257.2734	-20.73507																
-258.3091	-5.376558	-258.2864	-20.8953																
-259.2869	-5.392833	-259.294	-21.04557																
-260.2874	-5.410751	-260.2958	-21.20154																
-261.3202	-5.427381	-261.2875	-21.35184																
-262.3284	-5.440603	-262.291	-21.49104																
-263.3489	-5.451816	-263.2841	-21.61871																
-264.3539	-5.461885	-264.2771	-21.74544																
-265.3538	-5.473167	-265.2713	-21.86531																
-266.3657	-5.477913	-266.2628	-21.97299																
-267.3603	-5.487638	-267.248	-22.08345																
-268.3705	-5.494115	-268.2458	-22.18617																
-269.3648	-5.495596	-269.241	-22.2717																
-270.3381	-5.50418	-270.2633	-22.36974																
-271.3447	-5.508423	-271.2849	-22.4624																
-272.3374	-5.513338	-272.288	-22.54935																
-273.342	-5.518177	-273.3053	-22.64176																
-274.3529	-5.519039	-274.2923	-22.71884																
-275.3435	-5.51809	-275.2835	-22.78262																
-276.3327	-5.514753	-276.2824	-22.83779																
-277.3195	-5.512717	-277.2816	-22.89185																
-278.3162	-5.513197	-278.2805	-22.9467																
-279.3298	-5.509375	-279.2882	-22.99026																
-280.3342	-5.508708	-280.2798	-23.02538																
-281.3192	-5.503939	-281.2752	-23.05633																
-282.3167	-5.496014	-282.2692	-23.06681																
-283.2898	-5.49191	-283.2462	-23.08859																
-284.2932	-5.489964	-284.2277	-23.11799																
-285.3132	-5.486378	-285.2156	-23.1369																
-286.3222	-5.484225	-286.2224	-23.16154																
-287.3235	-5.482172	-287.2482	-23.1781																
-288.2972	-5.47226	-288.2625	-23.17606																
-289.2867	-5.462671	-289.2788	-23.17026																
-290.2583	-5.45288	-290.2703	-23.1477																
-291.2599	-5.442517	-291.2614	-23.1261																
-292.2742	-5.436609	-292.2742	-23.10576																
-293.2856	-5.43025	-293.2603	-23.07805																
-294.293	-5.419023	-294.2598	-23.05011																
-295.2862	-5.405552	-295.2478	-23.00689																
-296.2777	-5.394859	-296.2284	-22.969																
-297.2729	-5.384888	-297.2438	-22.93871																
-298.2888	-5.37466	-298.2458	-22.89164																
-299.2864	-5.368158	-299.27	-22.86429																
-300.3109	-5.353601	-300.272	-22.81006																
-301.2975	-5.340522	-301.2443	-22.74412																
-302.2764	-5.329882	-302.2513	-22.69622																
-303.2828	-5.316542	-303.2371	-22.62313																
-304.265	-5.300649	-304.2307	-22.55101																
-305.2718	-5.287374	-305.2597	-22.47517																
-306.2519	-5.272412	-306.2677	-22.39536																
-307.2486	-5.25802	-307.2742	-22.30676																
-308.2396	-5.24722	-308.2454	-22.21964																
-309.2287	-5.234548	-309.2118	-22.13184																
-310.2573	-5.222381	-310.1884	-22.04659																
-311.2672	-5.212833	-311.1708	-21.96577																
-312.2728	-5.203353	-312.2113	-21.88325																
-313.3036	-5.190069	-313.2254	-21.79202																
-314.3084	-5.176844	-314.2304	-21.68161																
-315.293	-5.163005	-315.23	-21.5732																
-316.2919	-5.149201	-316.2299	-21.47071																
-317.2811	-5.135711	-317.2408	-21.36105																
-318.2829	-5.124899	-318.2472	-21.25088																
-319.2975	-5.106666	-319.2731	-21.13438																
-320.3133	-5.089677	-320.2751	-21.00198																
-321.2959	-5.0764	-321.2829	-20.87916																
-322.291	-5.06124	-322.2879	-20.76345																
-323.3018	-5.048411	-323.2724	-20.63701																
-324.2985	-5.035744	-324.2709	-20.51154																
-325.3113	-5.022939	-325.2606	-20.37896																
-326.3228	-5.010462	-326.2715	-20.24578																
-327.3159	-4.998115	-327.2613	-20.10888																
-328.3106	-4.986392	-328.2821	-19.96844																
-329.312	-4.971423	-329.2766	-19.82851																
-330.3005	-4.957511	-330.2646	-19.68127																
-331.3051	-4.946717	-331.288	-19.5408																
-332.2952	-4.933799	-332.2756	-19.39986																
-333.2635	-4.918576	-333.2655	-19.24598																
-334.2547	-4.907293	-334.2684	-19.09766																
-335.2477	-4.894209	-335.2525	-18.95375																
-336.2591	-4.880625	-336.2402	-18.81143																
-337.2961	-4.871523	-337.2492	-18.67766																
-338.3072	-4.85555	-338.2415	-18.53328																
-339.2925	-4.839583	-339.2318	-18.381																
-340.2825	-4.826168	-340.2256	-18.2273																
-341.259	-4.813395	-341.2033	-18.0749																
-342.248	-4.802844	-342.2069	-17.92776																
-343.2583	-4.790189	-343.2263	-17.78301																
-344.2673	-4.781076	-344.2418	-17.63863																
-345.2802	-4.77016	-345.2674	-17.48922																
-346.2737	-4.758208	-346.2738	-17.33453																
-347.2704	-4.750976	-347.2624	-17.18036																
-348.2666	-4.737176	-348.2676	-17.02582																
-349.2642	-4.725202	-349.2845	-16.87086																
-350.2608	-4.716444	-350.2822	-16.72177																
-351.2733	-4.703816	-351.2983	-16.56842																
-352.2557	-4.694362	-352.2886	-16.40903																
-353.2542	-4.68477	-353.2561	-16.25044																
-354.2831	-4.673921	-354.2476	-16.0923																
-355.268	-4.663726	-355.2397	-15.94195																
-356.2773	-4.652506	-356.229	-15.7938																
-357.2706	-4.642004	-357.2301	-15.64639																
-358.2314	-4.628395	-358.2283	-15.49872																
-359.2068	-4.617035	-359.2035	-15.34391																
-360.1844	-4.608831	-360.2184	-15.20033																
-361.1845	-4.600465	-361.215	-15.06195																
-362.2008	-4.591593	-362.2267	-14.92057																
-363.2165	-4.582764	-363.2388	-14.78203																
-364.2336	-4.571273	-364.2399	-14.63799																
-365.2198	-4.561659	-365.2533	-14.49332																
-366.2166	-4.555577	-366.2349	-14.35512																
-367.2217	-4.547352	-367.2328	-14.21428																
-368.2332	-4.537833	-368.2299	-14.07471																
-369.2487	-4.529769	-369.2366	-13.93677																
-370.2596	-4.521311	-370.2545	-13.80135																
-371.2562	-4.513957	-371.2632	-13.66861																
-372.2492	-4.506756	-372.2552	-13.5335																
-373.2341	-4.496076	-373.2466	-13.40162																
-374.2488	-4.488972	-374.2461	-13.27299																
-375.2717	-4.481664	-375.2369	-13.14741																
-376.285	-4.476616	-376.2498	-13.02426																
-377.2928	-4.469143	-377.2512	-12.89784																
-378.2839	-4.459982	-378.2426	-12.76812																
-379.2566	-4.451995	-379.2646	-12.6423																
-380.2535	-4.444069	-380.2523	-12.52136																
-381.2595	-4.439066	-381.247	-12.39913																
-382.2539	-4.433704	-382.2551	-12.27946																
-383.2439	-4.426794	-383.2521	-12.15693																
-384.208	-4.41916	-384.2444	-12.03514																
-385.185	-4.41373	-385.229	-11.92108																
-386.1684	-4.407005	-386.2053	-11.80788																
-387.1762	-4.399978	-387.1974	-11.69878																
-388.2102	-4.39492	-388.2221	-11.58846																
-389.2263	-4.38749	-389.2432	-11.48004																
-390.2225	-4.381932	-390.2433	-11.37483																
-391.2386	-4.375535	-391.2331	-11.26728																
-392.223	-4.370851	-392.2316	-11.16307																
-393.2228	-4.365688	-393.2289	-11.05966																
-394.2314	-4.359125	-394.234	-10.95754																
-395.225	-4.357509	-395.2496	-10.85863																
-396.2258	-4.35056	-396.226	-10.7603																
-397.2032	-4.343332	-397.2224	-10.66118																
-398.1788	-4.33809	-398.2232	-10.56651																
-399.172	-4.33144	-399.2223	-10.4746																
-400.1806	-4.328132	-400.2285	-10.38129																
-401.2021	-4.326949	-401.2181	-10.29141																
-402.2344	-4.321683	-402.2167	-10.19709																
-403.231	-4.317773	-403.1887	-10.10375																
-404.2133	-4.31532	-404.1729	-10.01781																
-405.209	-4.311107	-405.1826	-9.932545																
-406.2011	-4.309563	-406.1913	-9.851318																
-407.1931	-4.305587	-407.1898	-9.770691																
-408.1753	-4.299296	-408.1815	-9.689594																
-409.1609	-4.29343	-409.1554	-9.610684																
-410.1346	-4.289258	-410.1332	-9.531906																
-411.1122	-4.285301	-411.1372	-9.457817																
-412.1307	-4.281931	-412.1426	-9.384654																
-413.1328	-4.279943	-413.1783	-9.310906																
-414.1486	-4.276956	-414.1969	-9.240216																
-415.1889	-4.273753	-415.2154	-9.16832																
-416.1996	-4.269935	-416.2194	-9.097217																
-417.2064	-4.266336	-417.2041	-9.027456																
-418.2097	-4.26241	-418.2156	-8.961346																
-419.1936	-4.259101	-419.2037	-8.897659																
-420.1837	-4.256087	-420.1996	-8.832886																
-421.1861	-4.252708	-421.1904	-8.770882																
-422.1871	-4.248675	-422.1755	-8.708193																
-423.1936	-4.243142	-423.1761	-8.645096																
-424.2027	-4.240041	-424.1859	-8.589679																
-425.2198	-4.236816	-425.205	-8.529808																
-426.2265	-4.233648	-426.2169	-8.472847																
-427.2146	-4.233267	-427.2304	-8.417716																
-428.2079	-4.231233	-428.2588	-8.361307																
-429.2079	-4.22836	-429.2683	-8.308941																
-430.1882	-4.226954	-430.2612	-8.257847																
-431.204	-4.223354	-431.2561	-8.2072																
-432.2149	-4.219762	-432.2453	-8.156745																
-433.1956	-4.217964	-433.2361	-8.109458																
-434.2132	-4.215198	-434.2397	-8.059237																
-435.2052	-4.211231	-435.2411	-8.012789																
-436.1851	-4.207557	-436.2254	-7.967111																
-437.1826	-4.202942	-437.2171	-7.922951																
-438.156	-4.198584	-438.2151	-7.885672																
-439.1479	-4.197652	-439.2132	-7.844453																
-440.1452	-4.194636	-440.2203	-7.803205																
-441.1608	-4.194045	-441.214	-7.763582																
-442.1556	-4.193115	-442.2007	-7.71906																
-443.1622	-4.193396	-443.1956	-7.681673																
-444.1756	-4.193056	-444.2105	-7.645899																
-445.1663	-4.189549	-445.2177	-7.607948																
-446.1974	-4.186101	-446.2155	-7.575454																
-447.1987	-4.180249	-447.1991	-7.541416																
-448.1942	-4.17762	-448.1672	-7.510508																
-449.1782	-4.175405	-449.1465	-7.482243																
-450.1802	-4.175284	-450.1563	-7.452553																
-451.1862	-4.17405	-451.1769	-7.424712																
-452.1869	-4.172996	-452.2019	-7.394991																
-453.2021	-4.171835	-453.2175	-7.368069																
-454.2128	-4.169004	-454.2195	-7.34094																
-455.2014	-4.167195	-455.2074	-7.314566																
-456.202	-4.163691	-456.2028	-7.289551																
-457.1828	-4.162798	-457.2062	-7.265519																
-458.1653	-4.16047	-458.1931	-7.243526																
-459.174	-4.159059	-459.1978	-7.222408																
-460.1819	-4.158912	-460.1653	-7.200271																
-461.1824	-4.155764	-461.1434	-7.176704																
-462.1997	-4.155185	-462.1311	-7.157683																
-463.1971	-4.153833	-463.1201	-7.139143																
-464.2058	-4.151007	-464.1315	-7.12416																
-465.224	-4.15082	-465.1589	-7.110162																
-466.2238	-4.149036	-466.1861	-7.094993																
-467.2299	-4.146709	-467.197	-7.080995																
-468.2381	-4.146986	-468.2007	-7.067748																
-469.2557	-4.146473	-469.1909	-7.057078																
-470.2686	-4.14599	-470.2034	-7.04611																
-471.2795	-4.145687	-471.2126	-7.034359																
-472.2666	-4.143611	-472.209	-7.024117																
-473.2545	-4.140425	-473.2131	-7.013987																
-474.2325	-4.137156	-474.1922	-7.002253																
-475.2256	-4.135092	-475.1874	-6.994393																
-476.2234	-4.131824	-476.2115	-6.986118																
-477.2234	-4.130016	-477.2055	-6.979327																
-478.2419	-4.1293	-478.213	-6.977431																
-479.2587	-4.127328	-479.2104	-6.9716																
-480.2689	-4.127106	-480.2068	-6.965829																
-481.279	-4.125603	-481.2075	-6.960379																
-482.2709	-4.124274	-482.2001	-6.957304																
-483.2663	-4.122478	-483.2049	-6.955649																
-484.2566	-4.120758	-484.1992	-6.954544																
-485.2423	-4.118571	-485.1903	-6.95413																
-486.2292	-4.118289	-486.1829	-6.951663																
-487.2027	-4.117591	-487.167	-6.950582																
-488.19	-4.117068	-488.1575	-6.9533																
