1	0.27
2	0.4
3	0.59
4	0.83
5	1.1
6	1.5
7	1.86
8	2.3
9	2.8
10	3.31
11	3.85
12	4.4
13	4.96
14	5.54
15	6.079
16	6.63
17	7.16
18	7.7
19	8.29
20	8.87
21	9.4
22	9.85
23	10.3
24	10.7	0	1
25	11.05	180	1
26	11.43
27	11.77
28	12.11
29	12.4
30	12.68
31	12.92
32	13.2
33	13.4
34	13.63
35	13.84
36	14
37	14.2
38	14.22
39	14.24
40	14.22
