Funcionalizado APTES 1mM	Funcionalizado APTES 1mM
mV	uA
Primeros 45	Primeros 45
474.2248	0.08113138
473.2446	0.07553975
472.2459	0.07088923
471.2327	0.06586867
470.2375	0.0609065
469.2435	0.05694131
468.2553	0.05182692
467.2734	0.0475822
466.2691	0.04342931
465.2678	0.03844703
464.2751	0.03535963
463.2569	0.03130426
462.2643	0.02726275
461.2589	0.024088
460.2696	0.01953198
459.2841	0.01529757
458.2887	0.01086958
457.2967	0.00590472
456.2809	0.002329346
455.2831	-0.001615508
454.2657	-0.004472723
453.2664	-0.00656124
452.2624	-0.01086295
451.2638	-0.01380437
450.2668	-0.01734288
449.2539	-0.02130511
448.2632	-0.0227635
447.27	-0.02527237
446.2766	-0.02700461
445.2682	-0.02939738
444.2634	-0.03246535
443.2374	-0.03454759
442.2303	-0.03762765
441.2288	-0.04040428
440.2205	-0.04198491
439.2366	-0.04491692
438.2286	-0.04716341
437.2419	-0.04829622
436.2386	-0.05057446
435.2444	-0.05212488
434.2721	-0.05371343
433.264	-0.05643946
432.2849	-0.05916974
431.2786	-0.0612338
430.2637	-0.06375934
429.2726	-0.06535811
428.2665	-0.06643525
427.2875	-0.06753866
426.2993	-0.06876346
425.2943	-0.07090751
424.2986	-0.07267213
423.2707	-0.07497188
422.2811	-0.07727149
421.309	-0.07884242
420.3158	-0.08230172
419.3047	-0.08474094
418.2977	-0.08604842
417.2691	-0.08793892
416.2767	-0.08784477
415.3093	-0.08861983
414.3177	-0.08970863
413.3315	-0.09071087
412.3151	-0.09197973
411.3162	-0.09332266
410.2961	-0.09461138
409.2972	-0.09546755
408.3165	-0.09637276
407.3204	-0.09816758
406.3208	-0.09998515
405.3228	-0.1021129
404.3129	-0.1053207
403.3129	-0.1064584
402.3107	-0.1076066
401.3132	-0.1097856
400.2856	-0.1106493
399.2487	-0.1120368
398.2511	-0.1137363
397.2391	-0.1140829
396.2664	-0.1141659
395.263	-0.1154873
394.2688	-0.1168388
393.2661	-0.118304
392.2507	-0.1200805
391.2627	-0.121275
390.2536	-0.1217497
389.2531	-0.1220008
388.255	-0.1238108
387.2688	-0.1249389
386.2669	-0.1262591
385.249	-0.1281635
384.2598	-0.1286422
383.2652	-0.1293195
382.2601	-0.130868
381.2735	-0.1322111
380.2755	-0.1341879
379.2729	-0.1357091
378.2804	-0.1367747
377.2754	-0.1379084
376.271	-0.1375032
375.2821	-0.1384454
374.2785	-0.139431
373.3074	-0.1391139
372.2987	-0.135148
371.3089	-0.1333311
370.3368	-0.1306643
369.3262	-0.1308592
368.3223	-0.1358859
367.2881	-0.138546
366.2639	-0.1423367
365.2354	-0.1442581
364.2547	-0.1461689
363.2643	-0.1474727
362.2647	-0.148684
361.2748	-0.1504296
360.2622	-0.1516314
359.2655	-0.1530844
358.2797	-0.1533729
357.3109	-0.1526975
356.3138	-0.1537451
355.2812	-0.1537996
354.2917	-0.1550539
353.269	-0.1570046
352.2626	-0.1584976
351.2978	-0.1604536
350.2658	-0.1620412
349.266	-0.1632427
348.2502	-0.1639449
347.2283	-0.164403
346.2534	-0.1646107
345.2371	-0.1648956
344.2517	-0.164418
343.2688	-0.1653269
342.2572	-0.1665743
341.2524	-0.1677956
340.2269	-0.1697036
339.2093	-0.1706158
338.2095	-0.170694
337.2239	-0.1710028
336.2568	-0.1706205
335.2746	-0.1706482
334.2726	-0.1709789
333.2938	-0.1715669
332.2754	-0.1729322
331.2805	-0.1744287
330.2709	-0.1768093
329.2484	-0.178852
328.2604	-0.1792923
327.2504	-0.1802744
326.2332	-0.1802661
325.2654	-0.1792902
324.2485	-0.1811763
323.2456	-0.1814411
322.2652	-0.1820997
321.2387	-0.1843984
320.2509	-0.1839357
319.2512	-0.183997
318.2561	-0.1848204
317.272	-0.1838043
316.2929	-0.1848832
315.2839	-0.1863153
314.2706	-0.1881842
313.2539	-0.1906476
312.2435	-0.1911803
311.2513	-0.1922181
310.2728	-0.1929631
309.2865	-0.1927909
308.2855	-0.195053
307.2891	-0.1955744
306.2949	-0.1941015
305.2896	-0.1957544
304.2887	-0.1964998
303.29	-0.1973222
302.279	-0.1999667
301.2798	-0.2008149
300.2778	-0.1992873
299.2699	-0.1994503
298.2531	-0.2002263
297.2395	-0.2009134
296.2372	-0.2029541
295.2267	-0.204961
294.2256	-0.204996
293.2421	-0.206243
292.2566	-0.2075903
291.2593	-0.2076899
290.264	-0.2085896
289.2365	-0.2082416
288.2242	-0.2078867
287.2415	-0.2067343
286.2387	-0.2095817
285.2675	-0.2115624
284.27	-0.2140828
283.2921	-0.2160076
282.3024	-0.2146362
281.2999	-0.2143999
280.2993	-0.2120496
279.2668	-0.215067
278.2643	-0.2185731
277.2778	-0.220122
276.2741	-0.2249257
275.2882	-0.225627
274.3016	-0.2245777
